ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70
Table Number,463935918,463549979,463420531,463407381,463133801,463027594,462932474,462908870,462882229,462584938,462227043,461904906,461863322,461807447,461697330,461656053,461611363,461387732,461271637,461131092,461120814,461105701,461091037,460788703,460667801,460412871,459860093,459717393,459714052,459690704,459645657,459471977,459458671,459423883,459341737,459349513,459311164,459279309,458774327,458716764,458595887,458503392,458102665,458018463,457762341,457752555,457564681,457272728,457037078,457036000,456261598,456222316,456191515,455330446,454586755,454507210,453839362,453329629,450455144,449145581,446155644,441488112,431028987,420552674,357001162,344838144,322726720,319065151,317609821,314360735
Move,['5'],['5'],['9'],['51'],['37'],['28'],['14'],['31'],['29'],['40'],['47'],['56'],['20'],['36'],['47'],['73'],['18'],['36'],['52'],['64'],['56'],['12'],['24'],['96'],['100'],['73'],['90'],['104'],['28'],['37'],['45'],['90'],['50'],['43'],['94'],['24'],['36'],['39'],['64'],['19'],['59'],['74'],['68'],['83'],['75'],['24'],['101'],['81'],['28'],['37'],['76'],['120'],['84'],['84'],['11'],['49'],['82'],['91'],['80'],['72'],['36'],['102'],['480'],['359'],['1799'],['1485'],['1084'],['293'],['1516'],['2855']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,Français,English,English,Deutsch,English,English,English,English,English,English,Deutsch,Français,Français,Français,English,Français,Français,Français,English,English,Français,English,English,Français,Français,Deutsch,Français,Deutsch,Français,Deutsch,Français,English,English,Deutsch,Français,Deutsch,English,Deutsch,English,English,English,English,Français,English,English,English,English,Français,English,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,English,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['rungs', 'Firetruck', 'snakes', 'Snakes']","['Poker', 'CallOr', 'Gamble', 'Reckon']","['bubbles', 'shower', 'wash', 'Bomb', 'mirror', 'Avon']","['Bulbe', 'Blanc', 'Gousse', 'Gousse']","[""Cupid's"", 'bow', 'sign', 'apple', 'attack', 'quiver']","['Tanya', 'VIP', 'traktor', 'Jockey', 'ranch', 'Agricola']","['Ohrwurm', 'Klangreihe', 'Tonfolge', 'h\\u00f6ren']","['Whipped', 'Milk', 'twinkie', 'filling', 'coffee', 'ice']","['Grotto', 'chasm', 'Dwarfs', 'Tunnel', 'bat', 'troglodyte']","['Stairway', 'Stair', 'scaffolding', 'Attic', 'steps', 'climb']","['Granular', 'Brown', 'Sweet', 'Cane']","['Noose', 'Knot', 'Heavy', 'String']","['Male', 'Hen', 'Wife', 'Rooster']","['Wiener', 'Schweinest\\u00fcck', 'geklopft', 'paniert', 'Zigeuner', 'Zigeuner']","['Cabine', 'bagage', 'diplomatique', 'Voyage', 'roulettes', 'cernes']","['Hobbit', 'Orifice', 'cavit\\u00e9', 'Creuser', 'Beigne', 'S\\u00e9cu']","['Helios', 'Tournesol', 'Roi', 'Japon', 'lune', 'photosynth\\u00e8se']","['Rally', 'Beach', 'Trip', 'Holiday', 'sabbatical', 'furlough']","['Boisson', 'Orange', 'Fr\\u00e8res', 'Gallagher']","['carte', 'Diamant', 'Hermite', 'isol\\u00e9']","['Italie', 'groupe', 'Rital', 'Blanchiment']","['Einstein', 'Hawking', 'smartest', 'Mastermind', 'Intelligent', 'Intelligent']","['Rio', 'Bravo', 'Great', 'Trail', 'Clint', 'Films']","['Punition', 'piquet', 'Angle', 'Angle', 'canard', 'Canard']","['Rammstein', 'Swing']","['Flipper', 'Smart', 'Miami', 'Snowflake', 'bottlenose', 'bottlenose']","['Scoville', 'Cayenne', 'Habanera', 'oiseau', 'Espelette', 'Espelette']","['Excel', 'Bios', 'T\\u00e9l\\u00e9travail', 'Windows', 'Macbook', 'Mac']","['Rosen', 'Fl\\u00fcssig', 'Chypre', 'Buchtitel', 'herznote', 'S\\u00fc\\u00dfkind']","['Samu', 'Ciel', 'Urgence', 'Vole']","['Flugzeug', 'Springen', 'Flugzeug', 'Springen']","['Cartouche', 'Masqu\\u00e9', 'Populaire', 'D\\u00e9butantes', 'danser', 'Danse']","['Beiden', 'Fastfood', 'Land', 'Trump']","['Hyacinthe', 'ouragan', 'Tourbillon', 'Vent', 'vent']","['Devito', 'yellowcab', 'Yellow', 'cab']","['man', 'law', 'Lawyer', 'Solicitor', 'Occupation', 'District']","['F\\u00fc\\u00dfe', 'Regisseur', 'blutig', 'Arschuhr', 'Regiseur', 'Fu\\u00dffetisch']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['\\u00d6sterreich', 'Amadeus', 'Sprechgesang', 'Greifvogel', 'Mutter-der-mann-mit-dem-koks', 'Komissar']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['Luftzug', 'Unsichtbar', 'wehen', 'Brise']","['hide', 'Protection', 'Sheath', 'quilt', 'Disc', 'shield']","['plaything', 'baby', 'House', 'Ken', 'Ken']","['candle', 'Match', 'burn', 'Oxygen', 'flickering', 'Flickering']","['Cardamom', 'curry', 'Dune', 'Myrhh', 'paprika', 'Paprika']","['Sahara', 'Sable', 'Oasis', 'D\\u00e9peupl\\u00e9', 'Dunes']","['fresh', 'inhale', 'Nose', 'Air', 'air', 'air']","['Dali', 'hair', 'Milk', 'Selleck', 'Selleck']","['Bridal', 'tub', 'Meteor', 'golden', 'Rinse', 'Clean']","['ville', 'Ranch', 'chicken', 'Homestead', 'Animal', 'Animals']","['Seychelles', 'D\\u00e9serte', 'Flottante', 'Porquerolles', 'Corse', 'Martinique']","['Tibia', 'Femur', 'Dog', 'Skull', 'Dinosaurfossil', 'T-']","['celestial', 'Improbability', 'Andromeda', 'system', 'Samsung', 'Mario']","['Gas', 'Ski', 'Post', 'Montparnasse', 'Rank', 'Railroad']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Verlichting', 'Avond', 'Licht', 'Warm']","['Relics', 'building', 'Artifacts']","['Mahal', 'royal', 'Kensington', 'Royalty', ""Cinderella's"", 'lord']","['Jacobs', 'Tasse', 'Plantage']","['castle', 'master', 'Underneath', 'keep']","['Electrical', 'Tesla', 'Life', 'AAA']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['intonation', 'Voice', 'Foreign', 'foreign']","['eddie', 'murphy', 'Mario', 'Monkey', 'Kong', 'Mule']","['Up', 'prison', 'pad', 'down', 'Smith', 'smith']","['putter', 'association', 'Discotheque', 'Golf']","['Clay', 'Silicone', 'Black', 'Fungi', 'Damp', 'Damp']","['screwdriver', 'spade', 'hammer', 'hammer']","['libre', 'Silence', 'Choire', 'Icare', 'Anatomie', 'empire']","['Slow', 'Shelled', 'Reptile', 'Shell', 'Shell', 'Sea']"
Mystery Word,Ladder,Bet,Bath,Ail,Arrow,Farm,Melodie,Cream,Cave,Ladder,Sugar,Rope,Rooster,Schnitzel,Valise,Trou,Soleil,Vacation,Oasis,Solitaire,Mafia,Genius,Western,Coin,Band,Dolphin,Piment,Ordinateur,Parfum,H\u00e9licopt\u00e8re,Fallschirm,Bal,Amerika,Tornade,Taxi,Attorney,Tarantino,Bande,Falco,Pearl,Wind,Cover,Doll,Flame,Spice,D\u00e9sert,Breath,Mustache,Shower,Farm,\u00cele,Bone,Galaxy,Station,Crescent,Lamp,Museum,Palace,Kaffee,Dungeon,Battery,Anchor,Accent,Donkey,Lock,Club,Mold,Tool,Chute,Tortoise
Guess,ladder,casino,Bath,Lys,Arrow,Farm,Melodie,cream,cave,ladder,Chocolate,Rope,Rooster,Schnitzel,valise,Trou,Soleil,Vacation,Oasis,tr\u00e9sor,Mafia,Genius,Western,,,Dolphin,Piment,Ordinateur,Parf\u00fcm,Avion,,bal,USA,cyclone,,attorney,Tarantino,,Falco,mussel,Wind,cover,Doll,fire,spice,D\u00e9sert,breath,Camel,shower,Prarie,ile,Bone,galaxy,,Crescent,Candle,,castle,Kaffee,dungeon,Battery,,Sing,donkey,Jumpsuit,club,Mould,Tool,chute,turtle
