ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72
Table Number,475995598,476048170,475763612,475778330,475658998,475720547,475456511,475419987,475356115,475376871,474495002,475166463,475008692,474955713,474591484,474625360,474613476,474303583,474045761,473845441,474029734,474111019,474114255,474013322,473773078,473890082,473810058,473530228,473559102,473515297,473282195,473200177,473006635,473135618,473011763,472803065,472698771,472597677,472584209,472263103,471806145,471450962,471123855,471168377,469750424,470400881,469785842,469426195,469154900,467668952,467972395,466955772,467212152,467002741,466084294,465621249,463714023,463059537,459279309,457064795,457752555,451463411,449955800,449145581,443775902,426921218,423771261,421549329,411382679,381777020,358827793,344838144
Move,['9'],['5'],['5'],['19'],['19'],['52'],['16'],['30'],['38'],['16'],['28'],['7'],['20'],['31'],['13'],['24'],['52'],['17'],['25'],['28'],['67'],['5'],['43'],['25'],['54'],['9'],['69'],['31'],['90'],['103'],['37'],['37'],['93'],['38'],['66'],['37'],['24'],['19'],['55'],['56'],['64'],['48'],['28'],['91'],['71'],['95'],['49'],['81'],['88'],['109'],['53'],['86'],['96'],['68'],['22'],['70'],['57'],['62'],['40'],['36'],['80'],['40'],['312'],['73'],['1264'],['465'],['1622'],['95'],['708'],['1075'],['1877'],['1486']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Fast Turn-based • 12 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Français,Français,Français,English,English,English,English,English,English,English,English,English,Français,Français,Français,Deutsch,Français,Français,English,English,English,English,English,Deutsch,English,English,English,English,Français,Français,English,English,Français,English,Français,English,English,Français,Français,English,English,Deutsch,English,English,English,Français,English,English,Français,Français,English,Français,English,Deutsch,English,Français,Français,Français,Français,English,Français,English,English,English,Français,English,Deutsch,English,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Catacombes', 'conserver', 'Vin', 'Cellier', 'Vins', 'Rebiffe']","['Quinn', 'soigneur', 'M\\u00e9decin', 'Toubib']","['Italie', 'Calzone', 'Margherita', 'Margherita']","['container', 'letter', 'Stationary', 'peau', 'Stamp', 'Stamp']","['Mary', 'cuddly', 'Baby', 'Vindaloo', 'Silence']","['Emotional', 'claim', 'Heavy', 'Trip']","['Cranium', 'Thoughts', 'Thinking', 'Mind', 'Smart']","['street', 'women', 'Kitty', 'Siamese', 'Schrodinger', 'Cheetah']","['Lion', 'dynasty', 'Queen', 'Jack', 'Mufasa', 'Charles']","['Three', 'Equilateral', 'trinity', 'polygon']","['flying', 'Bird', 'Wing', 'wing', 'duster', 'duster']","['Frost', 'Tall', 'Beanstalk', 'Enormous']","['Mesure', 'Paradis', 'R\\u00e9glage', 'Musique']","['Hedwige', 'Effraie', 'Hulule', 'Hibou', 'Super', 'Super']","['Putter', 'priv\\u00e9', 'Sport', 'Rotary', 'Med']","['Indianerwaffe', 'Rundecke', 'Sehne', 'Jagdger\\u00e4t', 'Waffe']","['pales', 'Aerogenerateur', 'ventilo', '\\u00c9nergie', 'Moulin']","['S\\u00fcskind', 'No5', 'Liquide', 'cologne', 'flacon']","['Festival', 'Vinice', 'viticulture', 'fruit']","['Bookshelves', 'Public', 'Literature', 'Free', 'Borrow', 'Borrow']","['helios', 'Bathe', 'Raisins', 'Teletubies', 'Ra', 'Day']","['Coke', 'Pip', 'Blossom', 'Lips']","['Payment', 'Mail', 'Envelope', 'Sticker', 'Letter', 'Letter']","['symbol', 'Winamp', 'Gewitter', 'Licht']","['system', 'weed', 'bomb', 'Popeye', 'Mario', 'Network']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['entrance', 'Socket', 'Telephone', 'Female', 'Exit', 'exit']","['Cherry', 'Seed', 'Hole', 'Grave', 'Peach', 'Middle']","['Monotone', 'Habit', 'Tenue', 'Vetement', 'Militaire', 'costume']","['OTAN', 'Pacte', 'Concorde', 'Anneau', 'Anneau', 'Anneau']","['Ossified', 'Calcium', 'Fossil', 'Clavicle', 'femur', 'Femur']","['Mason', 'rock', 'Gem', 'Marijuana']","['Appuyer', 'Amanite', 'Paris', 'Mycose', 'atomique', 'Macromyc\\u00e8te']","['Fatal', 'chemical', 'Magnetic', 'Magnetism', 'Magnetism', 'Magnet']","['fleurette', 'All\\u00e9g\\u00e9e', 'fra\\u00eeche', 'Anglaise']","['Poupon', 'hotdog', 'Colonel', 'condiment', 'Sauce', 'dijon']","['High', 'Long', 'Trampoline', 'Rope', 'Halen', 'Panama']","['Poltrenesofa', 'Convertible', 'Repos', 'T\\u00e9l\\u00e9', 'Materiel', 'Salon']","['Charleston', 'Menuet', 'Samba', 'Rumba', 'Salon', 'Tango']","['dustbin', 'Seal', 'Jar', 'Tupperware', 'screw']","['can', 'sixflags', 'Canned', 'Auto', 'Fish', 'Fish']","['Kleidungsst\\u00fcck', 'Musikstil', 'Beineverh\\u00fcllung', 'kegelstumpff\\u00f6rmig', 'Damenoberbekleidung', 'Musikrichtung']","['sixletters', 'sunblock', 'Laptop', 'Shirt', 'JingHongWu', 'HiddenWeapon']","['Velveteen', 'Jack', 'Trix', 'Peter', 'Easter', 'skin']","['Lotion', 'Coffee', 'skin', 'Whipped']","['V\\u00eatement', 'Torse', 'epilation', 'Porte', 'plage', 'Plage']","['Baked', 'islie', 'carrot', 'yellow', 'Pan-', 'Pie']","['Circus', 'scary', 'Bozo', 'Krusty', 'Krusty', 'Krusty']","['Raiponce', 'Roux', 'Lisses', '\\u00c9pi']","['Acier', 'Sid\\u00e9rurgie', 'Fer', 'Lica', 'Alliage', 'Alliage']","['Television', 'World', '24', 'Simpson']","['cochon', 'Baindesang', 'Abattoir', 'Viande', 'Viandes', 'Viande']","['blackout', 'Menorah', 'wick', 'Elton', 'light', 'Taper']","['Mixtape', 'video', 'Aufnehmen', 'Kasette', '\\u00dcberspielen', 'Mehrspur']","['Roger', 'eminem', 'Jessica', 'jessica']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['Tente', 'Camping', 'poiscaille', 'argent\\u00e9e', 'Boite', 'Poisson']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['gumiho', 'Vixen', 'Scully', 'Inari', 'Mulder', 'experiment']","['Jaune', 'Singe', 'Flamb\\u00e9e', 'Plantain', 'Plantain']","['\\u304b\\u3048\\u308b', '\\u304b\\u3048\\u308b']",['pub'],"['castle', 'master', 'Underneath', 'keep']","['Fort', 'Veau', 'Vole', 'Oeuf']","['male', 'hen', 'crows', 'dawn']","['Kartoffelstreifen', 'Backofen', 'GewitterImKopf', 'Schranke', 'Schranke']","['male', 'Annoying', 'Morning', 'chicken', 'Chicken', 'Chicken']","['Aaa', 'Park', 'Lithium', 'rechargeable', 'Rechargeable']","['Danjou', 'Partridge', 'Bosc', 'Bosc']","['Franck', 'Effet', 'kobe', 'bourguignon']","['putter', 'association', 'Discotheque', 'Golf']"
Mystery Word,Cave,Docteur,Pizza,Envelope,Lamb,Baggage,Brain,Cat,King,Triangle,Feather,Giant,Balance,Chouette,Club,Bogen,\u00c9olienne,Parfum,Grape,Library,Sun,Cherry,Stamp,Blitz,Pipe,Dress,Outlet,Pit,Uniforme,Alliance,Bone,Stone,Champignon,Attraction,Cr\u00e8me,Mustard,Jump,Canap\u00e9,Danse,Lid,Sardine,Rock,Sleeve,Rabbit,Cream,Maillot,Cake,Clown,Cheveux,M\u00e9tal,Series,Boucherie,Candle,Rekorder,Rabbit,Patron,Bouclier,Sardine,Bande,Fox,Banane,Ninja,Bar,Dungeon,B\u0153uf,Rooster,Pommes,Rooster,Battery,Pear,B\u0153uf,Club
Guess,Cave,Docteur,Pizza,envelope,doll,,brain,Cat,King,triangle,Wings,giant,Instrument,Chouette,,Bogen,H\u00e9lice,Parfum,Grape,Library,Sun,flower,Letter,Blitz,pipe,,port,Pit,Uniforme,,Bones,Brick,Champignons,Poison,Cr\u00e8me,mustard,Jump,,Danse,Lid,,Rock,sleeve,rabbit,Cream,manteau,Cake,Clown,Cheveux,m\u00e9tal,Series,Boucherie,Candle,Recorder,run,Coin,Chevalier,sardine,,Fox,Banane,,Beer,dungeon,B\u0153uf,Cockerel,Pommes,DJ,Car,Pear,Boeuf,club
