ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58
Table Number,562381562,562328713,562045291,561984919,561752076,561944791,561750919,561960544,561243936,561913662,561759056,561471436,561700422,560946607,561187034,561119824,561132043,560950545,560830511,560678411,560557559,560529715,559801874,559495932,559586570,559165548,559369299,559186700,558891617,558983329,557504133,558442042,558172660,558178570,557890730,557045103,556270645,556105558,555624853,555376965,555066907,555049154,554163028,554160523,551020732,546837128,545799180,544337775,543879156,539412516,537913892,521199099,511221983,506189713,493972187,481212678,420552674,319065151
Move,['7'],['9'],['18'],['5'],['9'],['11'],['15'],['7'],['87'],['33'],['15'],['38'],['26'],['10'],['9'],['9'],['37'],['38'],['57'],['13'],['47'],['75'],['73'],['28'],['33'],['54'],['64'],['92'],['49'],['10'],['24'],['46'],['32'],['53'],['28'],['82'],['37'],['93'],['18'],['37'],['62'],['105'],['51'],['65'],['36'],['214'],['329'],['57'],['192'],['116'],['1799'],['586'],['1524'],['1623'],['636'],['334'],['1040'],['576']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,English,English,Français,Français,English,Deutsch,English,English,English,Français,Deutsch,English,English,English,English,English,English,Français,English,Deutsch,English,English,English,English,English,English,English,English,English,English,Français,Deutsch,English,English,English,Français,Français,English,Français,English,English,English,English,Français,Français,English,Français,Français,English,English,Français,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Tentacles', 'cephalopod', 'Eight', 'Ink']","['Man', 'Sugar', 'Halloween', 'Cane', 'Cane', 'cane']","['Glacier', 'Calves', 'Snow', 'Town', 'mostly', 'underwater']","['octopode', 'tentacules', 'Ventouse', 'Mollusque']","['\\u00e9pineux', 'Whistleblower', 'epicea', 'm\\u00e9leze', '\\u00c9pine', 'beau']","['Stiller', 'T-Rex', 'Docent', 'Gallery']","['Brian', 'May', 'ElisabethII.', 'F.Mercury']","['Absorb', 'Squidward', 'cleaner', 'Cleaning']","['Sperm', 'Plant', 'sunflower', 'dicotyls', 'Gundam', 'Sow']","['Disneyland', 'suitcase', 'family', 'Griswold', 'Griswolds']","['Collier', 'huitre', 'Nacr\\u00e9e', 'nacr\\u00e9e']","['Boskop', 'Ringe', 'Iphone', 'Paradeiser', 'Schorle', 'Elstar']","['Daylight', 'Beach', 'cancer', 'yellow', 'Orange-yellow']","['retirement', 'money', '\\u30c0\\u30fc\\u30a6\\u30a3\\u30f3\\u30ba\\u30b8\\u30e3\\u30fc\\u30cb\\u30fc', 'posting', 'Brown']","['Coloretto', 'camouflage', 'multicolor', 'reptiles', 'karma', 'karma']","['Mallard', 'Feed', 'Dagobert', 'Peking', 'Waterbird', 'water']","['Queen', 'Ramses', 'Tut', 'Grabkammer', 'Ruler', 'Desert']","['biscoff', 'Buttermilk', 'wafer', 'Butter', 'gravy', 'cookie']","['Contemporaine', 'Artistique', 'flamenco', 'madison']","['IQ', 'mind', 'smart', 'organ', 'organ', 'organ']","['unkastriert', 'Pferd', 'm\\u00e4nnlich', 'm\\u00e4nnlich']","['Valhalla', 'Vacation', 'Milton', 'Eva', 'Eden', 'ecstasy']","['Turboprop', 'aircraft', 'Airbus', 'Airbus', 'Airbus']","['Binoculars', 'Expedition', 'Vacation', 'Grassland']","['Cheesecake', 'Tiramisu', 'Karakum', 'Arid', 'Dry', 'Hot']","['Pontchartrain', 'Champlain', 'Ontario', 'Border', 'Woebegone', 'Rikki']","['U', 'Canoe', 'Water', 'Afloat', 'Vessel', '-floating']","['November', 'arachnid', 'Insect', 'Zoodiac', 'stinger', 'Stinger']","['Rivers', 'Edge', 'Sperm', 'Robbery', 'Money', 'Holders']","['Alv\\u00e1s', '\\u00c1lom', 'K\\u00e9s\\u0151n', 'Vacsi']","['Beer', 'Shiny', 'Olympic', 'honor', 'honorable']","['Poisson', 'Grain', 'quinoa', 'f\\u00e9culent']","['Eukalyptus', 'Nimm2', 'Kamelle', 'Mund', 'Faschingszug']","['hidden', 'Island', 'Chest', 'Find', 'X', 'X']","['Degrees', 'Appliance', 'Bun', 'Bake']","['Americano', 'Espresso', 'Starbucks', 'Grounds', 'Folgers', 'macchiato']","['Militaire', 'Aviateur', 'Sauvetage', 'A\\u00e9rien', 'Saut', 'Saut']","['Tarte', 'R\\u00e2teau', 'creuser', 'Manche', 'Tombe', 'Pioche']","['horse', 'Dark', 'Steed', 'paladin', 'shining', 'Shining']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['Railway', 'Facility', 'FM', 'channel', 'Caltrain', 'Sunnyvale']","['Buttered', 'dog', 'Biscoff', 'chocolate', 'Dinner', 'RichTea']","['college', 'Buscopan', 'OTC', 'Rx']","['clove', 'Saut\\u00e9', 'bread', '-bread']","['Abeille', 'Tartines', 'Apiculteur', 'Apiculteur']","['Froid', 'Antarctique', 'Manchot', 'Manchot']","['Longleg', 'Machine', 'lifting', 'Construction', 'Yellow']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['Delphinid\\u00e9', 'Aquatique', 'echo', 'Mer', 'Flipper', 'Animal']","['Tug', 'War', 'string', 'skipping']","['waning', 'waxing', 'Quarter', 'Circle', 'Moon', 'Roll']","['Tocsin', 'intrusion']","['dewey', 'speechless', 'archives', 'Catalogue', 'Quiet']","['Di', 'Eugenie', 'Cinderella', 'Margaret', 'Frog', 'Frog']","['paprika', 'Duna', 'Girls', 'girls', 'Girls', 'girls']","['Dollar', 'Clinton', 'Murray', 'Paxton', 'Nye', 'Gates']","['Yugioh', 'Dark', 'Criss', 'Angel', 'Houdini', 'Zatanna']","['Lechugo', 'Cogombro', 'fruit', 'salad']"
Mystery Word,Octopus,Candy,Iceberg,Pieuvre,Sapin,Museum,Queen,Sponge,Seed,Vacation,Perle,Apfel,Sun,Envelope,Chameleon,Duck,Pharaoh,Biscuit,Danse,Brain,Hengst,Paradise,Plane,Safari,Desert,Lake,Boat,Scorpion,Bank,Evening,Medal,Couscous,Bonbon,Treasure,Oven,Coffee,Parachute,Pelle,Knight,Noisette,Station,Biscuit,Medicine,Garlic,Miel,Pingouin,Crane,Anneau,Dauphin,Rope,Crescent,Alarme,Library,Princess,Spice,Bill,Magician,Tomato
Guess,Octopus,sweets,Iceberg,Pieuvre,Sapin,Museum,Queen,Sponge,seed,Vacation,Perle,Apfel,,ElderlyPerson,chameleon,Duck,Pharaoh,Biscuit,Danse,Brain,Hengst,Heaven,Plane,Safari,Dessert,Lake,Boat,Scorpion,Bank,Night,Trophy,bl\u00e9,Bonbon,treasure,oven,Coffee,parachute,Pelle,Knight,Noisette,Station,Biscuit,Medicine,,miel,polaire,Crane,Anneau,Dauphin,Rope,Crescent,Cloche,Library,Princess,Spice,Bill,magician,Tomato
