ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69
Table Number,534504124,534538312,534297556,534343823,534366779,534285582,534253981,534244443,533750306,533397032,533856225,533506965,533202333,533446849,533297288,532931355,532757044,532398701,532431843,532308276,532189936,532034117,531848573,531454529,531900016,530748157,531569726,531495678,531150817,530974171,530603148,530136942,529447103,528362447,528744596,528244412,528022195,528415366,527850814,527332068,527050905,525807648,525482946,523793465,523534665,522983864,522581498,522327882,522043003,521791242,521576994,520391399,521102703,520958200,517973951,513638397,509758557,508761165,494728196,489266717,481212678,478416865,431028987,396307534,374138794,363390977,348838927,322726720,317609821
Move,['11'],['5'],['7'],['6'],['12'],['10'],['5'],['8'],['97'],['36'],['10'],['11'],['51'],['37'],['36'],['36'],['32'],['58'],['72'],['47'],['55'],['36'],['30'],['20'],['33'],['33'],['65'],['65'],['50'],['44'],['15'],['70'],['90'],['43'],['73'],['44'],['30'],['16'],['104'],['96'],['71'],['57'],['59'],['85'],['52'],['80'],['89'],['186'],['5'],['37'],['11'],['21'],['101'],['86'],['17'],['91'],['83'],['250'],['215'],['37'],['229'],['1086'],['1421'],['613'],['1914'],['2091'],['2123'],['1335'],['2156']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Deutsch,English,Deutsch,English,English,English,English,English,English,English,English,Deutsch,Deutsch,English,Deutsch,English,Deutsch,English,English,Français,English,English,English,English,Deutsch,Français,Français,English,Français,English,Français,English,English,Français,English,English,English,Français,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,English,English,English,English,Français,English,English,English,Français,English,English,English,English,Français,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Salzwasser', 'Nudelsalat', 'Sashimi', 'Meeresraubtier', 'Pizzabelag', 'Nigiri']","['good', 'fictitious', 'Mythical', 'Cottingley']","['Samstag', 'Vergangenheit', 'Vortag', 'Tag']","['Angling', 'Trawling', 'pole', 'boat', 'Reel', 'Bobber']","['Rungs', 'climbing', 'Jacob\\u2019s', 'Step', 'Step', 'step']","['wriggle', 'Bait', 'Compost', 'soil', 'insect', 'Millipede']","['Floats', 'Chlorine', 'Game', 'Swimming']","['anklet', 'Bangle', 'jewerly', 'wrist', 'Wrist', 'wrist']","['McQueen', 'Flash', 'Electrocuted', 'Bolt', 'Bug']","['Tank', 'Squeeze', 'Liquified', 'Orange']","['Grilling', 'Grill', 'Sauce', 'Sauce']","['Himbeersud', 'Fl\\u00fcssigzucker', 'Ahorn', 'Ahorn...']","['Achtzehn', 'Flicken', 'Popo', 'Grube']","['Plug', 'Electricity', 'Holes', 'Electric', 'cover', 'electrical']","['Karsten', 'Urinaustritt', 'Laser', 'Laser', 'Sonne', 'Sonne']","['vulpine', 'Broadcast', 'red', 'fenix', 'Pounces', 'Theaters']","['Muskeln', 'Hogan', 'Bruce', 'Kraft', 'Gr\\u00fcn', 'Gr\\u00fcn']","['Tenor', 'Fantasma', 'Castrati', 'Navegador', 'Pavarotti', 'Pavarotti']","['edison', 'Spark', 'Lightning', 'ampere', 'currents', 'bill']","['Boulot', 'Dodo', 'Transport', 'Souterrain']","['cavalry', 'France', 'Three', ""d'artagnon""]","['sanctuary', 'Wonderwall', 'Gallagher']","['mountains', 'archipelago', 'custody', 'manacles', 'Mr.T', 'Combo']","['Decor', 'Dialect', 'Regional', 'Intonation']","['Obst', 'Sammelnuss', 'Rot', 'Rot']","['Thermostat', 'Chaleur', 'micro-ondes', 'cuisson', 'juif', 'pain']","['petit', 'Pie', 'Mer', 'tendeur', 'pierre', 'ricochet']","['quille', 'Green', 'Turkey', 'Pin', 'Gutter', 'quilles']","['riposte', 'Ivoire', '\\u00e9l\\u00e9phant', 'Pachyderme']","['Vampire', 'Glass', 'See', 'Yourself', 'Reflection', 'Reflector']","['Cacao', 'Tablette', 'Marmotte', 'Noir']","['Dice', 'Geometry', ""Rubik's"", 'shape']","['knight', 'radish', 'Ed', 'Equestrian', 'bridle', 'Secretariat']","['foyer', 'Oiseaux', 'Poules', 'Gu\\u00eapes', 'douillet', 'Douillet']","['Cir', 'cle', '2pair', 'paid']","['tuxedo', 'garfield', 'Nip', 'meow', 'meow', 'Meow']","['floating', 'dinghy', 'Masted', 'vessel', 'vessel', 'Vessel']","['Fouett\\u00e9e', 'Hydratante', 'Hydratante']","['Harbor', 'clem', 'Round', 'Oyster', 'Pokemon', 'String']","['camera', 'Pirate', 'artillery', 'ball', 'Pachelbel', 'Arm']","['wine', 'Concord', 'Vineyard', 'Purple']","['vast', 'azure', 'cumulous', 'clouds', 'blue', 'blue']","['BruceLee', 'Blackbelt', 'Kick', 'Chop']","['Paste', 'off', 'Hair', 'bristle', 'groom', 'paint']","['canal', 'drum', 'Hearing', 'nose']","['xenon', 'argon', 'not', 'diesel', 'Evaporation', 'Phase']","['land', 'docks', 'Tawny', 'Brest', 'starboard']","['Professeur', 'P\\u00e9tale', 'Graine', 'Fleur', 'graine', 'Fleur']","['Tail', 'Ride', 'Eeor', 'Grandad']","['wool', 'mehhhh', 'Count', 'grass', 'soft', 'Animal']","['Rail', 'watch', 'Protect', 'protect']","['Choochoo', 'track', 'Transport', 'Rails', 'Shinkansen', 'rer']","['Eye', 'Eyeshadow', 'eylasholder', 'Dustbin', 'Top', 'Top']","['Plane', 'Aeroplane', 'atmosphere', 'Flying', 'airplane', 'Aboveground']","['sea', 'Flat', 'ship', 'magain', 'Yacht']","['Half-breed', 'Fishtail', 'Scuttle', 'Siren', 'Aquamarine', 'Aquatic']","['Mars', 'Apocalypse', 'ares', 'Battle', 'Combat', 'Tanks']","['Prison', 'Paix', 'But', 'Prot\\u00e8ge']","['coffee', 'gaul', 'Cake', 'ear', 'Cup', 'cup']","['crossword', 'Printed', 'Headline', 'Journalist']","['Buzz', 'Lance', 'Glen', 'Ride', 'Mars', 'Traveler']","['Lyc\\u00e9e', 'Primaire', 'Lieu', '\\u00c9ducation', '\\u00c9difice', 'Maternelle']","['Bird', 'Copy', 'Pirate', 'Iago']","['hammer', 'Screwdriver', 'Hammer', 'Saw', 'saw', 'screwdriver']","['run', 'little', 'poultry', 'coward']","['Tombstone', 'Arlington', 'Catacomb', 'Haunted', 'headstones']","['Mari', 'Etoil\\u00e9', 'Immensit\\u00e9', 'Anges', 'Gratte', 'Dechavanne']","['Pulp', 'Drink', 'Apple', 'Cranberry', 'Orange', 'Liquid']","['Grecque', 'Marbre', 'Quo', 'Socle', 'Penseur', 'Penseur']"
Mystery Word,Thunfisch,Fairy,Yesterday,Fishing,Ladder,Worm,Pool,Bracelet,Lightning,Juice,Barbecue,Sirup,Loch,Outlet,Strahl,Fox,Hulk,Opera,Electricity,M\u00e9tro,Musketeer,Oasis,Chain,Accent,Erdbeere,Four,Galet,Bowling,D\u00e9fense,Mirror,Chocolat,Cube,Horse,Nid,Circle,Cat,Boat,Cr\u00e8me,Pearl,Cannon,Grape,Sky,Karate,Brush,Ear,Gas,Port,Tournesol,Donkey,Sheep,Guard,Train,Lid,Sky,Sail,Mermaid,War,Gardien,Mug,Newspaper,Astronaut,\u00c9cole,Parrot,Tool,Chicken,Cemetery,Ciel,Juice,Statue
Guess,Thunfisch,fairy,gestern,Fishing,ladder,Worm,Pool,bracelet,Lightning,Juice,Barbecue,Sirup,Loch,Outlet,Harnr\u00f6hre,Fox,Wrestling,Opera,Electricity,M\u00e9tro,Musketeer,Oasis,chains,Accent,Erdbeere,Four,Caillou,Alley,D\u00e9fense,mirror,chocolat,cube,Horse,Nid,circle,cat,sailboat,Cr\u00e8me,Mussle,Cannon,Grape,sky,Karate,,ear,gas,port,Tournesol,Donkey,sheep,,train,Lid,Helicopter,sail,Mermaid,war,Gardien,cafe,Newspaper,Astronaut,\u00c9cole,Parrot,vacation,chicken,Cemetery,Ciel,Juice,Statue
