ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55
Table Number,556001916,556025624,555642898,555547097,555698256,555318049,555257258,555066907,555049154,555211821,555037234,554774776,554270797,554526248,554327336,554044795,552867560,553905990,553033794,553584018,553593610,553423265,552920188,552748119,552744519,552511060,552574577,552523469,552502335,552422270,551650959,551736773,550508615,551020732,551309606,550290878,550327468,549212544,549154543,548474553,546837128,546165662,545876783,544337775,543442361,539937223,537913892,535201906,533993182,534335856,528436597,527775627,478416865,422619886,319065151
Move,['6'],['12'],['31'],['27'],['14'],['18'],['31'],['12'],['18'],['11'],['6'],['41'],['48'],['37'],['15'],['43'],['64'],['63'],['36'],['65'],['43'],['45'],['45'],['74'],['56'],['19'],['78'],['101'],['80'],['36'],['73'],['63'],['96'],['21'],['73'],['83'],['59'],['101'],['52'],['62'],['131'],['81'],['80'],['57'],['78'],['40'],['1422'],['30'],['45'],['678'],['61'],['356'],['1363'],['854'],['545']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode
Speed,Fast Turn-based • 8 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,Deutsch,English,English,Français,English,English,English,English,English,English,Français,English,English,Français,English,Français,English,Français,Deutsch,English,English,Français,English,English,English,English,English,English,English,English,English,English,Deutsch,Français,English,Français,English,English,English,English,Français,English,Français,Français,Français,Deutsch,English,English,English,English,English,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite
Clues,"['Urin', 'Mikrowelle', 'Kotz', 'Im']","['Feud', 'meat', 'Whopper', 'meatloaf', 'Cow', 'cow']","['feather', 'Zippo', 'illuminating', 'Cigarette', 'Cigarette']","['loupe', 'Inspecteur', 'Holmes', 'Meurtre', 'Enqu\\u00eate', 'Enqu\\u00eateur']","['Mufasa', 'beast', 'Simba', 'Simba']","['lamp', 'Flash', 'Fluorescent', 'Bulb', 'Heavy', 'ning']","['school', 'clothing', 'army', 'army']","['Excalibur', 'Blade', 'big', 'dagger', 'Oathkeeper', 'Longclaw']","['Music', 'chacha', 'Rumba', 'Lambada', 'Mambo', 'tutu']","['Farmers', 'NASDAQ', 'Produce', 'Stand', 'Tsukiji']","['Granell', 'Oanea', 'soignant', 'Jivago', 'th\\u00e8se', 'house']","['big', 'Nest', 'finch', 'Albatross', 'Woodpecker']","['Nom', 'Brunch', 'Breakfast', 'Course', 'Deal', 'deal']","['Bougie', 'Clopes', 'Cigarette', 'Feu', 'Cigarette', 'Feu']","['Harbor', 'White', 'Oyster', 'Oyster']","['train', 'destination', 'Stop', 'Passengers']","['Mall', 'GFCI', 'Electrical', 'Electrocute']","['William', 'H\\u00e9l\\u00e8ne', 'eau-de-vie', 'Plage', 'Comice', 'Williams']","['Five', 'moonwalk', '-five', 'Itsbad', '5', 'Zombies']","['Hare', 'Donatello', 'shell', 'Reptile', 'Glasses', 'Species']","['Needle', 'Discussion', 'seam', 'Bobbin']","['Cheveux', 'M\\u00e9tier', 'Salon', 'Ciseau']","['griddle', 'Peter', 'flute', 'Flute', 'Flute', 'flute']","['Legal', 'Study', 'Unsolved', 'suit', 'Phone', 'phone']","['Dip', 'starters', 'First', 'Shareables', 'Entree', 'Entree']","['Dame', 'Wingspan', 'tweets', 'Feather', 'tweety', 'Tweety']","['prison', 'life', 'Security', 'Watchman', 'Armed', 'Beefeater']","['Maple', 'blower', 'variegated', 'autumn', 'Electric', 'Clover']","['Juice', 'Gym', ""GNR's"", 'Welcome', ""Tarzan's"", 'Environment']","['Left', 'Wrong', 'Correct', 'Inalienable', 'Short', 'Turn']","['capsize', 'Row', 'cruise', 'Mayflower', 'Paddle', 'Ship']","['Ganesha', 'pachyderm', 'Trunk', 'Babar']","['Baby-G', 'Sportstudio', 'Sand...', 'Zeiger', 'Wand', 'Ticken']","['Fille', 'Roi', 'Peach', 'Daisie']","[""portrait's"", 'perimeter', 'JGeils', 'Freeze', 'spare', 'strike']","['Glucose', 'orgeat', 'Rem\\u00e8de', 'antitoussif', 'Erable', '\\u00c9rable']","['Swatter', 'Zipper', 'Superman', 'Airplane', 'Wings', 'Wings']","['Trunk', 'mammal', 'grey', 'Ivory', 'Safari', 'Oliphant']","['Raised', 'head', 'Comforter', 'comforter']","['Wave', 'Sunny', 'Miami', 'Warmth', 'fireplace', 'stovetop']","['Spiral\\u00e9', 'h\\u00e9lico\\u00efdal', 'Clou', 'clou']","['Georgia', 'fruit', 'Pit', 'nectarine', 'Fuzz']","['Citronnelle', 'Bouton', 'Chikungunya', 'Dengue', 'Tigre', 'Tigre']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['Ondotologie', 'Pr\\u00e9molaire', 'gensive', 'pivot', 'Croc', 'Croc']","['Troubadix', 'Film', 'Obelix', 'Comic', 'Idefix', 'Idefix']","['Crash', '18xx', 'Dividend', 'standard', 'Broth', 'broth']","['ocean', 'beach', 'Length', 'Surf', 'hello', 'water']","['Hemlock', 'Toxin', 'sick', 'Oak']","['snowboard', 'Piste', 'biathlon', 'Jump', 'Downhill', 'Jet']","['APPENDAGE', 'Twig', 'Trolls', 'Trunk']","['fcissors', 'scissors', 'wool', 'sheep', 'Sheep']","['Gaz', 'Exfoliant', 'N95', 'Zoro', 'Zorro', 'n95']","['X', 'Family', 'Secret', 'Agent']","['migjorn', 'gregal', 'Air', 'Movement']"
Mystery Word,Strahl,Beef,Lighter,D\u00e9tective,Lion,Light,Uniform,Sword,Dance,Market,Docteur,Bird,Meal,Briquet,Pearl,Gare,Outlet,Poire,Jackson,Tortoise,Thread,Coiffeur,Pan,Case,Appetizer,Bird,Guard,Leaf,Jungle,Right,Boat,Elephant,Uhr,Princesse,Frame,Sirop,Fly,Elephant,Bed,Heat,Vis,Peach,Moustique,Anneau,Dent,Asterix,Stock,Wave,Poison,Ski,Branch,Shears,Masque,Spy,Wind
Guess,warm,Beef,Lighter,D\u00e9tective,Lion,Light,Blazer,Sword,Dance,Market,Docteur,bird,Meal,Feu,Pearl,gare,Outlet,Poire,MichaelJackson,turtle,Thread,Coiffeur,cricket,Lawyer,appetizer,Bird,guard,Leaves,jungle,Right,Boat,Elephant,Uhr,princesse,frame,Sirop,fly,Elephant,yeast,Heat,Ressort,peach,Moustique,Anneau,dent,Asterix,Stock,wave,Poison,Ski,tree,shears,Mourarde,spy,Wind
