ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53
Table Number,553847875,553324469,553654798,553182170,552858872,552834694,552711037,552587415,552417259,552466150,552339240,552245347,551910881,551721651,551534468,550920354,550259893,550670611,550484879,550406794,550487689,550401944,549836070,549794636,549099209,548719769,548455452,546422056,546187313,546021719,545618695,544734104,544337775,542849457,542060223,539675526,540361426,539937223,539412516,535380893,533993182,534528798,533093056,528042758,520583929,517095134,516738278,511221983,431028877,420552674,396307534,363390977,319065151
Move,['6'],['18'],['25'],['11'],['29'],['20'],['27'],['21'],['30'],['28'],['66'],['79'],['29'],['44'],['48'],['58'],['62'],['63'],['85'],['60'],['101'],['27'],['40'],['88'],['100'],['58'],['91'],['89'],['73'],['86'],['43'],['83'],['57'],['368'],['31'],['1107'],['336'],['40'],['68'],['11'],['45'],['25'],['31'],['52'],['108'],['532'],['1033'],['1464'],['1467'],['986'],['693'],['2324'],['545']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,Deutsch,English,Français,Français,Deutsch,Français,English,Deutsch,English,Français,Français,English,English,English,English,English,English,English,English,English,English,English,Deutsch,English,Français,Deutsch,Français,English,English,Français,Français,English,Français,English,English,Français,English,Deutsch,English,Français,English,Deutsch,English,Deutsch,English,Français,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Puder', 's\\u00fc\\u00df', 'Diabetes', 'Kristall', 'S\\u00fc\\u00dfungsmittel', 'R\\u00fcbe']","['Humor', 'RomCom', 'Hilarious', 'Anchorman', 'Laugh', 'Laughs']","['Petit', 'code', 'Verrou', 'verrou']","['museau', 'Sourire', 'Oreille', 'Dents']","['Speer', 'Spie\\u00df', 'Stange', 'Ritter']","['Lancelot', 'Laspales', 'Cavalier', 'Roi']","['Minecraft', 'Breathing', 'Boobs', 'wonderbra', 'Push', 'Pushup']","['Homer', 'Maggie', 'Gelb', 'Jessica']","['Fervor', 'Ardor', 'Play', 'Project', 'Christ', 'enthusiasm']","['Gouda', 'Maroilles', 'Roquefort', 'Roquefort']","['Imite', 'guenon', 'Bonobo', 'Monnaie', 'Rafiki']","['Detector', 'Disturbed', 'Metallica', 'Metalica', 'steel', 'steel']","['Fallen', 'Daemon', 'Mephistopheles', 'Dare']","['Kapocs', 'Gy\\u00f6ngy', '\\u00c9kszer', 'Pandora', 'Med\\u00e1l', 'Med\\u00e1l']","['Bug', 'influenza', 'Sickness', 'pandemic', 'malware', 'computer']","['Head', 'Shark', 'Sledge', 'Mallet', 'swing', 'handle']","['Bridge', 'Alternative', 'Shawshank', ""crawlin'"", 'underground', 'passage']","['Treasure', 'Ruby', 'singer', 'nile', 'Gem', 'Gem']","['Christmas', 'Wrapped', 'tense', 'Gift', 'gift', 'gift']","['Ticket', 'showing', 'movie', 'Popcorn', 'screening']","['bourbon', 'biscoff', 'Buttermilk', 'cookie', 'Wafer', 'Snack']","['Gaten', 'Melk', 'Frans', 'Eten']","['CatNoir', 'Punktetier', 'putzig', 'Blattlausj\\u00e4ger', 'Blattlauskilller']","['hornet', 'similar', 'Bumble', 'Sting', 'black', 'Yellow']","['Louis', 'AU', 'Donc', 'Cependant', 'Carrats', 'medaille']","['Erbse', 'Schloss', 'Kate', 'Thronfolgerin', 'Victoria']","['Du-samedi-soir', 'Temp\\u00e9rature', 'Maladie', 'Malade', 'Malade', 'Malade']","['Ororo', 'Inclement', 'Daniels', 'electrical', 'DiConstanza']","['Express', 'Little', 'Foal', 'EQUESTRIA', 'Equine', 'Shetland']","['Lucarne', 'Carreau', 'Volets', 'vitr\\u00e9e', 'Vitrail']","['Poisson', 'Fente', 'peigne', 'Cheveux']","['Mirage', 'Slot', 'Gambling', 'Royale', 'roulette']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['Water', 'Mast', 'Voyage', 'Fabric', 'Wind', 'Wind']","['sweets', 'cane', 'sourpatch', 'kitkat']","['Auto', '-Self-', '\\u00c0-5', '\\u00c0-4', 'Corne', '\\u00c9l\\u00e9phant']","['Santa', 'Wizard', 'Goatee', 'Hair']","['Troubadix', 'Film', 'Obelix', 'Comic', 'Idefix', 'Idefix']","['Loves', 'Rhum', 'Ahoy', 'JackSparrow']","['Collier', 'Doom', 'Bijou', 'Brillant', 'Hu\\u00eetre']","['Hemlock', 'Toxin', 'sick', 'Oak']","['Religion', 'Sanctuary', 'Indiana', 'Kerkelijk', 'prey']","['Sea', 'Sail', 'Salty', 'Indian', 'Arctic', 'Tides']","['Eingewickelt', '\\u00c4gypten', '\\u00c4gyptisch', 'Toilettenpapier']","['Ka', 'kriechen', 'Boa', 'Lang', 'Giftig']","['Suisse', 'Tranchant', 'Laguiole', 'Coupure']","['Electrical', 'Connexion']","['curds', 'Gruy\\u00e8re', 'Big', 'Feta', 'Camembert']","['Cardboard', 'Packing', 'Of', 'Chocolate', 'cereal', 'container']","['phantom', 'of', 'house', 'Sydney', 'singer', 'theater']","['Climb', 'Tool', 'climbing', 'Up', 'step', 'extension']","['Enfilade', 'Mortar', 'Nick', 'artillery', 'Cameras']","['migjorn', 'gregal', 'Air', 'Movement']"
Mystery Word,Zucker,Comedy,Cadenas,Bouche,Lanze,Chevalier,Chest,Simpson,Passion,Fromage,Singe,Metal,Devil,Necklace,Virus,Hammer,Tunnel,Jewel,Present,Cinema,Biscuit,Cheese,Marienk\u00e4fer,Bee,Or,Prinzessin,Fi\u00e8vre,Storm,Pony,Fen\u00eatre,Raie,Casino,Anneau,Sail,Candy,D\u00e9fense,Beard,Asterix,Pirate,Perle,Poison,Tempel,Ocean,Mumie,Snake,Couteau,Outlet,Cheese,Box,Opera,Ladder,Cannon,Wind
Guess,Zucker,,secret,,Turnier,Chevalier,Chest,Simpsons,Faith,Fromage,Singe,Metal,Devil,Necklace,Virus,Hammer,tunner,Jewel,,Cinema,Biscuit,Cheese,Marienk\u00e4fer,Bee,or,Prinzessin,Fi\u00e8vre,Storm,Pony,,Raie,Casino,Anneau,Sail,Candy,D\u00e9fense,Beard,Asterix,Pirate,Perle,Poison,,Ocean,Mumie,Schlange,Couteau,Current,Cheese,Box,Opera,ladder,Canon,Wind
