ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78
Table Number,474419875,474303583,474305169,474077866,474013322,474067568,473773078,473733866,473874684,473357607,473314665,473272593,473200177,472948780,473011763,472767188,472915923,472820585,472014796,472827452,472624516,472491678,472728936,472701687,471925093,472584209,472534582,472333626,471960175,472101225,471806145,471632804,471637804,471538830,471403469,470985362,471455477,471065112,471021839,470766270,470653537,470582954,470206440,470134481,469607092,468935763,469006869,467974821,467408855,466237768,466084294,465621249,465730355,465619295,465664095,465664286,464150236,463714023,461611363,459279309,458716764,457064795,457036000,454586755,451463411,449145581,445628197,431028877,421549329,374138794,348838927,344838144,337346134,323499397,322726720,322628136,319065151,314360735
Move,['9'],['8'],['24'],['28'],['10'],['16'],['27'],['18'],['18'],['37'],['31'],['5'],['14'],['45'],['44'],['56'],['43'],['55'],['16'],['41'],['32'],['46'],['42'],['39'],['12'],['25'],['6'],['37'],['99'],['73'],['38'],['75'],['98'],['57'],['45'],['93'],['32'],['81'],['83'],['58'],['30'],['45'],['93'],['37'],['62'],['84'],['65'],['63'],['61'],['83'],['22'],['70'],['17'],['44'],['17'],['17'],['44'],['57'],['102'],['40'],['19'],['36'],['103'],['11'],['40'],['73'],['75'],['601'],['95'],['1296'],['1468'],['1486'],['3633'],['4990'],['1139'],['4320'],['355'],['2961']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,Français,English,English,Deutsch,English,English,English,English,English,Français,English,English,Français,Français,English,Deutsch,English,English,English,English,English,Français,English,English,Français,English,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,English,English,Français,English,English,Français,English,English,English,Français,English,English,English,English,Français,Français,Français,Français,English,English,English,English,English,English,Deutsch,English,English,English,Français,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Gang', 'link', 'metal', 'saw', 'Magician', 'Gold']","['Camping', 'gitan', 'Voyageurs', 'Dodge', 'Dodge']","['Jonagold', 'NY', 'sauce', 'Newton']","['Ketchup', 'juice', 'lycopersicum', 'politicians', 'Red', 'Red']","['Marzipankugel', 'Amadeus', 'Nachtmusik', 'Wien']","['English', 'Carrier', 'Hole', 'Project']","['harlequin', 'insect', 'dotted', 'septempunctata', 'Dots', 'spotted']","['legged', 'Strings', 'archery', 'Compound', 'Loop', 'Bend']","['Kentucky', 'Bawk', 'Animal', 'Road', 'fried', 'Scared']","['stewardess', 'Fish', 'job', 'Driver', 'Senna', 'episode']","['Volcan', 'Feu', 'Vaisselle', 'Linge']","['Kerek', 'Zaj', 'Megnyomhat\\u00f3', 'Nyomogat\\u00e1s']","['Tab', 'invoice', 'Dollar', 'Fee']","['Nippon', 'Otaku', 'Dragonball', 'Bleach', 'Naruto', 'Anim\\u00e9']","['gr\\u00e9gorien', 'Mural', 'avent', 'Avent']","['bulgar', 'Food', 'Pasta', 'Rice', 'Semolina', 'Yellowish']","['B\\u00fcchse', 'fisch', 'Fischkonserve', 'Makrele']","['Thin', 'Dotted', 'Straight', 'Queue', 'queue', 'Straight']","[""Let's"", 'Thrill', 'rollercoaster', 'mount', 'skitch']","['Colorfull', 'Talking', 'pirate', 'shoulder']","['Spin', 'Wind', 'Energy', 'engine', 'Generator']","['Adjective', 'sakuraki', 'Idiot', 'Talent', 'Prodigy', 'Einstein']","['Coiffeur', 'Poils', 'Chute', 'Brushing']","['Sabre', 'Dentist', 'Fairy', 'Incisor', 'Teeth', '1']","['Picture', 'House', 'Film', 'Theatre', 'Projector', 'Multiplex']","['Or', 'Reproducteur', 'Empereur', 'Pingouin', 'Antarctique', 'Maladroit']","['leek', 'scallion', 'satire', 'website', 'Layers', 'Eye-watering']","['Bangle', 'necklace', 'hand', 'Jewelry', 'Wrist', 'Wrist']","['Ursa', 'School-age', 'Scale', 'Key', 'Key']","['Mozzarella', 'Toppings', 'Neapolitan', 'Oven', 'calzone', 'pepperoni']","['Wyrmspan', 'Mythology', 'Polunga', 'Mitologic', 'Fire', 'Romania']","['pulling', 'Transport', 'Field', 'farmer', 'Deere', 'Deere']","['presidential', 'Voter', 'campaign', 'Democracy', 'Choice', 'Poutine']","['Echo', 'Magaritaville', 'Ship', 'Iago', 'Pirates', 'repeat']","['Musical', 'Blonde', 'beard', 'BRUNETTE', 'Shampoo', 'shampoo']","['Alliance', 'shooting', 'Nova', 'Celebrity', 'Sun', 'Sun']","['Bernard', 'Moquette', 'Roulant', 'Marrakech', 'Aladdin', 'transport']","['Construction', 'Whooping', 'Frasier', 'Origami', 'origami']","['Concrete', 'Gym', 'Animals', 'Habitat', 'Tarzan', 'thicket']","['deadbolt', 'Combination', 'step', 'close', 'Jaw']","['Push', 'Bull', 'rage', 'butt', 'Male', 'Baa']","['Wall', 'Support', 'man', 'Humanbeing', 'Timber', 'Plasterboard']","['partnership', 'Star', 'Together', 'Club', 'union', 'friendship']","['mugiwara', 'yarhar', 'Hunter', 'Zoro']","['Apero', 'Fromage', 'Volume', 'Forme', 'Carr\\u00e9', 'Carr\\u00e9']","['Puma', 'Middle-aged', 'Sexy', 'chilidog', 'feline', 'Feline']","[""Conductor's"", 'Magician', 'Stick', 'Olivanders', 'Olivanders', 'Stick']","['Goji', 'Airelle', 'Cochons', 'Rio', 'Echancrure', 'Myrtille']","['Poutine', 'Tater', 'french', 'curly', 'Potato', 'Waffle']","['Versailles', 'Lilly', 'warand', 'Rest', 'Calm', 'Treaty']","['Roger', 'eminem', 'Jessica', 'jessica']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['cephalopod', 'camouflage', 'Sir', 'Tentaclot']","['Shoelaces', 'Knot', 'neck', 'Clothing', 'bow', 'Bow']","['snare', 'tom', 'Timpany', 'Bongo']","['Spirit', '-Ellis-', 'Dinosaur', '-Treasure-']","['lave-linge', 'baguette', 'Percussion', 'Percusion']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['D\\u00e9sert', 'ravitaillement', 'Tetrapack', 'Palmeraie', 'Fraicheur', 'Jus']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['gumiho', 'Vixen', 'Scully', 'Inari', 'Mulder', 'experiment']","['braces', 'occupation', 'fluoride', 'Enamel', 'Fillings', 'Teeth']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['\\u304b\\u3048\\u308b', '\\u304b\\u3048\\u308b']","['castle', 'master', 'Underneath', 'keep']","['Trompete', 'Signalton', 'Blasinstrumente', 'Signal', 'Einritt', 'Instrument']","['Lamb', 'milk', 'mutton', 'ewe', 'Wool', 'wool']","['male', 'Annoying', 'Morning', 'chicken', 'Chicken', 'Chicken']","['stem', 'phone', 'prison', 'prison']","['Sapin', 'Michel', 'ruche', 'Manuka', 'Propolis', 'Winnie']","['putter', 'association', 'Discotheque', 'Golf']","['Seamen', 'blackbeard', 'Falcon', 'crunch', 'Crunch']","['semisolid', 'Pens', 'Hair', 'hair', 'hair', 'Hair']","['Insect', 'Malaria', 'Blood', 'Bite', 'Bug', 'Bug']","['Express', 'Bamboo', 'marsupial', 'Red', 'Endangered']","['Vania', 'colegiata', 'sand', 'king']","['fungus', 'woodland', 'Forest', 'Food', 'Shiitake', 'Portobello']"
Mystery Word,Chain,Caravane,Apple,Tomato,Mozart,Pigeon,Ladybug,Bow,Chicken,Pilot,Lave,Button,Bill,Manga,Calendrier,Couscous,Sardine,Line,Ride,Parrot,Turbine,Genius,Cheveux,Tooth,Cinema,Manchot,Onion,Bracelet,Minor,Pizza,Dragon,Tractor,Election,Parrot,Hair,Star,Tapis,Crane,Jungle,Lock,Ram,Stud,Alliance,Pirate,Cube,Cougar,Wand,Baie,Fries,Peace,Rabbit,Patron,Octopus,Tie,Drum,Island,Tambour,Bouclier,Oasis,Bande,Pearl,Fox,Dentist,Crescent,Ninja,Dungeon,Fanfare,Sheep,Rooster,Cell,Miel,Club,Captain,Gel,Mosquito,Panda,Castle,Mushroom
Guess,Chain,roulotte,Apple,tomato,Mozart,pigeon,Ladybug,bow,Chicken,License,Lave,Drums,Bill,Manga,Calendrier,Grain,,line,Jet,Parrot,Windmill,genius,Cheveux,Tooth,Cinema,Manchot,Onion,Bracelet,,cheese,Dragon,Tractor,President,Parrot,Hair,Star,Tapis,crane,Jungle,lock,Ram,stud,alliance,pirate,Cube,Cougar,Wand,Baie,Fries,Peace,run,Coin,octopus,tie,drum,island,pain,Chevalier,Oasis,,mussel,Fox,Dentist,Crescent,,dungeon,Horn,sheep,DJ,cell,Miel,club,captain,Gel,Mosquito,Panda,Castle,Mushroom
