ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81,Scrapnumber82,Scrapnumber83
Table Number,475720547,474551305,475514781,475411876,475297037,475314039,475235402,475166463,474870937,474756662,474625360,474277157,474680005,474419875,474305169,473845441,474111019,473954600,473974998,473890082,472984391,473530228,473282195,472679632,473314665,473271916,473233005,472979883,472960433,472798573,472820585,472698771,472597677,472701687,471925093,472148204,472408139,472389809,472336239,472333626,472263103,472070558,471828804,470797000,471123855,471505439,471168377,470641163,470813149,469698127,470621188,470129046,469785842,467668952,468063879,467972395,466955772,467212152,467002741,466084294,465621249,465485322,463714023,463059537,461078968,459279309,458716764,457064795,454586755,451463411,449955800,449145581,445628197,421549329,411382679,402108912,374138794,348302073,344838144,338553253,328236739,322628136,319065151
Move,['45'],['6'],['9'],['16'],['19'],['26'],['8'],['7'],['18'],['55'],['16'],['21'],['60'],['27'],['59'],['28'],['5'],['29'],['42'],['9'],['55'],['25'],['28'],['57'],['47'],['55'],['84'],['42'],['63'],['115'],['82'],['24'],['19'],['64'],['31'],['36'],['93'],['74'],['64'],['56'],['48'],['45'],['95'],['61'],['28'],['35'],['91'],['85'],['37'],['31'],['74'],['65'],['49'],['109'],['79'],['53'],['86'],['96'],['68'],['22'],['70'],['92'],['57'],['62'],['39'],['40'],['19'],['36'],['11'],['40'],['306'],['73'],['75'],['95'],['708'],['1043'],['1306'],['2364'],['1486'],['1671'],['3269'],['4328'],['360']
Mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,English,English,Français,English,English,English,Deutsch,Français,English,English,English,English,English,Français,English,English,English,English,English,English,Français,English,English,Français,Français,English,English,English,Français,English,English,Deutsch,English,English,English,English,English,English,English,Français,English,Français,English,English,Français,English,English,English,English,Français,English,English,Français,English,Deutsch,English,Français,English,Français,Français,Deutsch,Français,English,English,English,English,English,English,Deutsch,English,English,English,English,Français,English,English,English,English,English
End,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['5', 'Chicken', 'Thursday', '13th']","['Kisses', 'clarinet', 'Tornado', 'Blow', 'blow', 'Blow']","['Joker', 'Laughter', 'Fool', 'king', 'circus', 'Jester']","['Monitor', 'Window', 'computeur', 'phone']","['wig', 'Alladdin', 'Carpet', 'oriental', 'mat', 'vacuum']","[""boat's"", 'left', 'Maritime', 'Wine', 'Commerce', 'Shipyards']","['Antoinette', 'D\\u00e9collation', 'Echaffaud', 'Bourreau', 'Bourreau']","['Frost', 'Tall', 'Beanstalk', 'Enormous']","['LICK', 'sodium', 'Flats', 'Ocean', 'Veruca', 'Rock']","['Ignite', 'Moon', 'Flash', 'illuminate', 'Feather', 'Bulb']","['L\\u00fcmmelplatz', 'Polster', 'Polstergarnitur', 'Sitzm\\u00f6bel', 'Dreisitzer...']","['Phylact\\u00e9re', 'P\\u00e9tillant', 'Champagne', 'Cr\\u00e9mant']","['\\u041c\\u0443', '\\u0422\\u0435\\u043b\\u044f\\u0442\\u0438\\u043d\\u0430', '\\u0416\\u0430\\u0440\\u0435\\u043d\\u0430\\u044f', '\\u043a\\u043e\\u0440\\u043e\\u0432\\u0430', '\\u041c\\u044f\\u0441\\u043e', '\\u043c\\u044f\\u0441\\u043e']","['tree', 'Needles', 'Rosin', 'Species', 'cone', 'Cone']","['umbilical', 'Belly', 'Fuzzy', 'orange']","['Bookshelves', 'Public', 'Literature', 'Free', 'Borrow', 'Borrow']","['Coke', 'Pip', 'Blossom', 'Lips']","['Crusoe', 'V\\u00e9nus', 'Sauvage', 'poisson', 'Fin', 'fin']","['somnolent', 'Impossible', 'Aspiration', 'aspiration']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['Vesuvio', 'Etna', 'eyjafjallaj\\u00f6kull', 'Stromboli', 'sicily', 'iceland']","['Snake', 'Slinky', 'Wrap', 'Mortal', 'Spring', 'Rope']","['Racquet', 'wimbledon', 'Aldila', 'Forehand', 'Sport', 'Nadal']","['Space', 'Adventurer', 'Hadfield', 'Payette', 'stratospheric', 'pilot']","['Pilou-pilou', 'Survie', 'Plaid', 'Plaid']","['Miyagi', 'Self-defense', 'Belt', 'Dojo', 'Chop', 'chop']","['Blair', 'Magic', 'Babayaga', 'Kiki', 'Bellatrix', 'duck']","['Dos', 'Mammif\\u00e8re', 'Peau', 'Bouriquet', 'Shrek', 'Cheval']","['Plomb', 'Or', 'aluminium', 'Cuivre', 'Gallium', 'aCIER']","['ocarina', 'piccolo', 'champagne', 'champagne', 'piccolo', 'Piccolo']","['Sol', 'summer', 'fireball', 'tan', 'hot', 'burn']","['High', 'Long', 'Trampoline', 'Rope', 'Halen', 'Panama']","['Poltrenesofa', 'Convertible', 'Repos', 'T\\u00e9l\\u00e9', 'Materiel', 'Salon']","['Hoo', 'Wise', 'Igneous', 'Flow', 'Night', 'Hoot']","['Steam', 'Carriages', 'Flying', 'Scotsman', 'Pacer', 'Sprinter']","['Pythagore', 'Ping', 'Klanginstrument', 'Schlagmusikmacher', 'Klangstab', 'Musik']","['crown', 'Sapphire', 'Facet', 'Emerald', 'Gem', 'Gems']","['D-bowie', 'dungeon', 'Maze', 'Maze', 'Maze']","['changing', 'Ensolarado', 'Metereologic', 'climate', 'climate', 'Meteorology']","['helix', 'rattler', 'spiral', 'ignition', 'Wrapped', 'Wire']","['drum', 'bagpipe', 'branding', 'Henna', 'Permanent']","['Gimli', 'Gloin', 'hammer', 'beard', '7', 'snowhite']","['Lepidoptera', 'Garden', 'flowers', 'monarch', 'Caterpillar', 'caterpillar']","['Apfelstrudel', 'Entremet', 'tiramisu', 'Tiramisu']","['sixletters', 'sunblock', 'Laptop', 'Shirt', 'JingHongWu', 'HiddenWeapon']","['Sucre', 'Liqueur', 'Boisson', 'Glucose']","['Velveteen', 'Jack', 'Trix', 'Peter', 'Easter', 'skin']","['slime', 'Mail', 'Mucin', 'Slug', 'slowest', 'Mollusk']","['Moules', 'Mayonnaise', 'Patates', 'Potatoes', 'potatoes', 'potatoes']","['cameras', 'establishment', 'Macau', 'Slot', 'Bellagio', 'Poker']","['adrift', 'glacier', 'Titanic', 'Lettuce', 'lettuce']","['Aslan', 'Simba', 'king', 'Mufasa', 'Roar', 'Mane']","['Baked', 'islie', 'carrot', 'yellow', 'Pan-', 'Pie']","['Acier', 'Sid\\u00e9rurgie', 'Fer', 'Lica', 'Alliage', 'Alliage']","['market', 'pillory', 'Nasdac', 'Dow', 'supply', 'inventory']","['Television', 'World', '24', 'Simpson']","['cochon', 'Baindesang', 'Abattoir', 'Viande', 'Viandes', 'Viande']","['blackout', 'Menorah', 'wick', 'Elton', 'light', 'Taper']","['Mixtape', 'video', 'Aufnehmen', 'Kasette', '\\u00dcberspielen', 'Mehrspur']","['Roger', 'eminem', 'Jessica', 'jessica']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['secure', 'pad', 'deadbolt', 'Vault']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['Tente', 'Camping', 'poiscaille', 'argent\\u00e9e', 'Boite', 'Poisson']","['Kakao', 'Suchtmittel', 'S\\u00fc\\u00dfes', 'Zartbitter']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['gumiho', 'Vixen', 'Scully', 'Inari', 'Mulder', 'experiment']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['\\u304b\\u3048\\u308b', '\\u304b\\u3048\\u308b']",['Seven'],"['castle', 'master', 'Underneath', 'keep']","['Trompete', 'Signalton', 'Blasinstrumente', 'Signal', 'Einritt', 'Instrument']","['male', 'Annoying', 'Morning', 'chicken', 'Chicken', 'Chicken']","['Aaa', 'Park', 'Lithium', 'rechargeable', 'Rechargeable']","['Frond', 'Rosy', 'pda', 'oasis', 'Exeggutor', 'coconut']","['round', 'pop', 'gum', 'hubble']","['titre', 'dumbledore', 'Tintin', 'Enseignant', 'Tournesol', 'Tournesol']","['putter', 'association', 'Discotheque', 'Golf']","['toddler', 'Blue', 'Santa', 'Ruth', 'Tot', 'infant']","['U9', 'Goldwing', 'underground', 'tube', 'tube']","['wamu', 'Vault', 'reserve', 'Savings', 'America']","['2D', 'Hands', 'stair', 'Stairs']"
Mystery Word,Friday,Wind,Clown,Screen,Rug,Port,Guillotine,Giant,Salt,Light,Sofa,Bulle,Beef,Pine,Navel,Library,Cherry,Vendredi,Dream,Dress,Volcano,Coil,Tennis,Astronaut,Couverture,Karate,Witch,\u00c2ne,M\u00e9tal,Flute,Sun,Jump,Canap\u00e9,Owl,Train,Triangel,Jewel,Labyrinth,Weather,Coil,Tattoo,Dwarf,Butterfly,Dessert,Sleeve,Sirop,Rabbit,Snail,Frites,Casino,Iceberg,Lion,Cake,M\u00e9tal,Stock,Series,Boucherie,Candle,Rekorder,Rabbit,Patron,Lock,Bouclier,Sardine,Schokolade,Bande,Pearl,Fox,Crescent,Ninja,Dwarf,Dungeon,Fanfare,Rooster,Battery,Palm,Bubble,Professeur,Club,Baby,Metro,Bank,Ladder
Guess,Friday,blow,Clown,Screen,rug,cruise,Guillotine,giant,salt,light,Sofa,Bulle,Steak,pine,navel,Library,flower,vendredi,Dream,,vulcano,Coil,Tennis,Astronaut,Couverture,karate,Witch,\u00c2ne,M\u00e9tal,Wind,Heat,Jump,,Owl,Train,Triangel,gem,neverending,,Coil,tattoo,Apple,Butterfly,g\u00e2teau,sleeve,sirop,rabbit,snail,Frites,Casino,iceberg,Lion,Cake,m\u00e9tal,Stock,Series,Boucherie,Candle,Recorder,run,Coin,lock,Chevalier,sardine,Schokolade,,mussel,Fox,Crescent,,es\u00e9lytelenhogykital\u00e1ljammertcsakkettenmaradtunk,dungeon,Horn,DJ,Car,,bubble,professeur,club,baby,Motorcycle,Bank,sketch
