ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49
Table Number,567139728,567106751,566942962,565933443,565837202,565220465,565520261,565375712,565318762,564865328,565211228,564116566,564325409,563782439,563814683,563836821,564003282,563804996,563841938,563764904,563422650,562871961,562787585,562462155,562524435,562133986,561660353,561574462,561063949,559495932,559608546,558785511,558172660,558150368,557532448,556715277,555376965,554819656,552904963,546837128,541324044,528042758,522327882,508130373,506189713,422619886,396307534,356959263,336562502
Move,['6'],['9'],['9'],['14'],['56'],['25'],['10'],['20'],['66'],['25'],['46'],['45'],['44'],['58'],['24'],['96'],['55'],['28'],['66'],['73'],['64'],['56'],['110'],['62'],['17'],['11'],['24'],['60'],['107'],['63'],['96'],['48'],['72'],['47'],['101'],['48'],['37'],['80'],['85'],['247'],['612'],['59'],['610'],['1671'],['1747'],['905'],['745'],['2189'],['2208']
Mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,English,Français,English,English,English,Français,English,English,English,Français,English,English,English,English,English,English,English,English,English,English,Français,English,English,Français,English,Français,English,English,English,Français,English,Deutsch,Français,Français,English,Français,English,English,Français,English,Deutsch,Français,English,English,English,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Gabriel', 'Lucifer', 'Halo', 'Wings', 'Halo', 'Wings']","['Evidence', 'bazooka', 'Firearm', 'Gun', 'missile', 'Missile']","['bretonne', 'paper', 'Suzette', 'Delicious', 'Galette', 'Sucre']","['Mornington', 'croissant', 'Moon', 'shape']","['Silly', 'Circus', 'jester', 'IT', 'It']","['Cake', 'Godmother', 'Dust', 'Ring', 'Wings', 'Circle']","['Economies', 'D\\u00e9p\\u00f4t', 'Argent', 'Compte']","['Ryugujo', 'Nymphalid', 'FLUTTER', 'FINAL', 'MONARCH', 'WINGS']","['Koopa', 'bullet', 'crab', 'Conch', 'gasoline']","['Tesla', 'Spark', 'juice', 'conduction', 'Outlet']","['Attelage', 'Remorque', 'poid', 'lourd']","['trouble', 'siamese', 'Dopplegangers', 'fraternal', 'Double', 'Double']","['Afternoon', 'Night', 'After', 'Dinner', 'Late', 'Proper']","['Dory', 'Nemo', 'Water', 'Chips', 'salmon', 'salmon']","['Caraway', 'Sunflower', 'Pumpkin', 'Planted', 'Sesame', 'Sesame']","['Mamifero', 'Azul', 'Mobydick', 'Enorme', 'jorobada', 'Ahab']","['rag', 'Playing', 'girls', 'Ken', 'ken', 'Ken']","['Master', 'Jacques', 'String', 'Rope', 'devo', 'Devo']","['hole', 'arm', 'Bottomless', 'Seed', 'Peach', 'center']","['jet', 'driver', 'first', 'episode', 'Twenty', 'One']","['Litterbox', 'Hat', 'Burglar', 'Meow']","['D\\u00e9mon', 'Asexu\\u00e9', 'Ezeqeel', 'Nardi', 'Gabriel', 'Gabriel']","['Amarena', 'Virginity', 'Chapstick', 'bing', 'Apple', 'wood']","['Cake', 'flute', 'Teflon', 'Risotto', 'Spiegelei', 'Fett']","['Flaque', 'Ond\\u00e9e', 'Mouill\\u00e9', 'Perturbations', 'nuage']","['Milky', 'Way', 'far', 'away']","['Pyr\\u00e9n\\u00e9es', 'Chaperon', 'Masque', 'Garou', 'Garou']","['Amenhotep', 'Ptolemy', 'Chefren', 'Menkaure', 'Pyramids', 'Monarch']","['display', 'ming', 'vessel', 'hydria', 'decorative', 'Flower']","['Bulb', 'Bloomin', 'Shrek', 'Layers']","['tradition', 'magique', 'pain', 'pain']","['salon', 'Manicure', 'Hammer', 'File', 'board', 'affix']","['Dur', 'T\\u00f6ne', 'Tonfolge', 'T\\u00f6ne', 'Tonfolge']","['dessin\\u00e9e', 'voleurs', 'basile', 'pote']","['pirouette', '\\u00c9l\\u00e9phant', 'Kraft', 'Peanut', '\\u00c9cureuil']","['Deluge', 'Rain-like', 'water', 'Segregated', 'coins']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['Grass', 'Irish', 'Four', 'lucky']","['Scrunchie', 'Stretch', 'Scrunchie', 'stretchy']","['Fumer', 'Tabac', 'botch', 'Fumoir']","['Long-chair', 'longue', 'longsofa', 'sofa', 'sofa']","['Pinky', 'Denken', 'Sch\\u00e4del', 'Gr\\u00fctze']","['Co\\u00fbt', 'Ticket', 'spectacle', 'Spectacle', 'Spectacle', 'Spectacle']","['Halo', 'Xmen', 'Winged', 'Guardian', 'heavenly', 'Anaheim']","['Cayenne', 'milk', 'Donut', 'Cocaine', 'talcom', 'Talcum']","['Female', 'beetles', 'Girl', 'Insect']","['Funkytown', 'Dreamlover', 'Karaoke', 'Words', 'sing', 'musical']","['Mambo', 'break', 'Delusional-Body-Movements', 'Tap', 'Disco', 'Polka']","['Queue', 'Copenhague', 'Dame', 'Sous-marine', 'Ariel', 'Ariel']"
Mystery Word,Angel,Weapon,Cr\u00eape,Crescent,Clown,Fairy,Banque,Butterfly,Shell,Electricity,Camion,Twins,Evening,Fish,Seed,Whale,Doll,Whip,Pit,Pilot,Cat,Ange,Cherry,Pan,Pluie,Galaxy,Loup,Pharaoh,Vase,Onion,Baguette,Nail,Melodie,Bande,Cacahu\u00e8te,Fountain,Noisette,Clover,Elastic,Cigarette,Couch,Gehirn,Billet,Angel,Powder,Ladybug,Song,Dance,Sir\u00e8ne
Guess,devil,weapon,Galette,Crescent,Clown,Fairy,banque,butterfly,shell,Electric,Camion,,Evening,Fish,Seed,ballena,doll,Whip,Pit,pilot,Cat,Ange,Cherry,pan,pluie,galaxy,Loup,Pharaoh,Vase,Onion,noel,Nail,Moll,Bande,Cacahu\u00e8te,,Noisette,clover,,cigarette,couch,Gehirn,Man\u00e8ge,angel,Powder,Ladybug,Lyric,Dance,Sir\u00e8ne
