ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71
Table Number,484861209,484363493,484682575,484312215,484351909,484320329,483949387,483707849,483717581,483589402,483310386,482797082,482610951,481793224,482508976,482542862,482311702,482466409,481815788,481556552,481747388,481261875,480688827,481143717,480162112,480965835,480899997,479677325,479108774,479166730,478712941,478668337,478694363,478416865,478362844,478269717,477899787,476564427,475857014,475748509,475235402,474111019,473319518,473890082,472781352,468125819,466793699,466086694,466081205,466083684,466084384,465621249,465731184,465728930,465664137,465664206,465664286,465668656,465435499,463714023,461036696,451463411,443775902,431028877,417255169,381777020,357001162,346689693,336562502,321888448,314360735
Move,['6'],['9'],['96'],['16'],['16'],['9'],['41'],['28'],['24'],['38'],['19'],['30'],['78'],['90'],['74'],['36'],['57'],['60'],['83'],['58'],['19'],['94'],['99'],['86'],['12'],['72'],['65'],['72'],['92'],['79'],['57'],['101'],['291'],['115'],['18'],['32'],['75'],['49'],['10'],['47'],['105'],['38'],['36'],['9'],['82'],['73'],['287'],['42'],['48'],['49'],['46'],['70'],['38'],['388'],['40'],['38'],['43'],['40'],['366'],['57'],['68'],['40'],['1486'],['731'],['1472'],['1147'],['1842'],['2730'],['1605'],['3251'],['3047']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,Deutsch,English,Français,Français,Français,English,English,English,English,English,English,Deutsch,English,English,English,Français,Français,Deutsch,Français,English,Français,Français,English,English,English,Français,English,English,English,Français,English,English,Français,English,English,English,English,English,English,Français,English,Deutsch,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,English,Deutsch,Français,English,English,Français,English,English,English,English,Français,Français,English,English
End,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Blades', 'France', 'Dumas', 'Three', 'Three', 'Dumas']","['Schlag', 'Friedens', 'Friedens', 'Guruguru', 'Gurren', 'Frieden']","['pizza', 'half', '15', '15minutes']","['Animal', 'Suiveur', 'Laine', 'Laine']","['pyromane', 'casque', 'Sapeur', 'Sam', 'Calendrier']","['Assaisonnement', 'cristaux', 'sucre', 'Chlorure', 'Condiment', 'condiment']","['buzzer', 'Fear', 'shock', 'rouse', 'snooze', '3-fire']","['Superhero', 'wet', 'Tuxedo', 'bowtie', 'Tie', 'leisure']","['Round', 'Currency', 'legal', 'tender', 'create', 'word']","['Flea', 'Bazaar', 'Farmers', ""Farmer's"", 'grocery', 'Grocery']","['Daddy', 'Brendan', 'Parent', 'Caregiver', 'Nursing', 'Tomb']","['scared', 'feathers', 'Kentucky', 'Fried']","['Polizei', 'Knauf', 'Tennisschl\\u00e4ger', 'Fenster']","['Chills', 'Pitch', '100.4', '103', 'Pyretic', '38.7f']","['sacrifice', 'lion', 'chops', 'juvenile', 'rack', 'rack']","['Ororo', 'Mutant', 'Cloud', 'Lightning', 'Hurricane', 'Gewehr']","['illusionniste', 'Turlututu', 'Garcimore', 'majax', 'Sorcier', 'sorcier']","['Tonnerre', 'Chocolat', 'G\\u00e2teau', '\\u00c9lectricit\\u00e9', 'Buzz', 'Buzz']","['Meister', 'Decken-', 'Dschinn', 'Taschen', 'Ampel', 'Schirm']","['close', 'Apparemment', 'Domicile', 'Habitation', 'Buanderie']","['embryo', 'germinate', 'plant', 'egg', 'Random', 'Sprout']","['laisse', 'Reine', 'Perles', 'Chien', 'sautoir', 'Sautoir']","['Blatte', 'Saudade', 'Oggy', 'D\\u00e9pression', 'Insecte']","['Swallows', 'Cuckoo', 'Eagles', 'Twigs', 'bird', 'Cookoo\\u2019s']","['Articles', 'Headlines', 'Print', 'Times', 'Constitution', 'Ajc']","['Strong', 'Aluminium', 'Weld', 'Heavy', 'braces', 'Bronze']","['M\\u00e9canique', 'langage', 'Coudre', 'COUDRE']","['Seals', 'Mallet', 'caveman', 'Dance', 'Discotheque', 'music']","['Danforth', 'stay', 'attach', 'Secure', 'newscaster', 'ship']","['Full', 'Calm', 'dove', 'War']","['Marie', 'Casque', 'Moussant', 'Tourbillon', 'Tourbillon', 'Tourbillon']","['vegetable', 'Flavorful', 'ring', 'Round', 'Layers', 'Layers']","['Flight', 'Captain', 'test', 'aviator']","['Ma\\u00efs', 'Soya', 'Cornpop', 'Bl\\u00e9', 'Orge', 'Orge']","['Butterfly', 'Cycle', 'cover', 'larva', 'caterpillar', 'pupa']","['Drinking', 'Last', 'Drink', 'Tube', 'Bucatini']","['Crimson', 'Sovereign', 'Mighty', 'regal', 'monarchy', 'monarch']","['Hamburger', 'Jerky', 'Dinner', 'Cow']","['Newton', 'lab', 'biology', 'biology']","['shirt', 'remote', 'Circular', 'Sewing']","['Ballon', 'Soif', 'Fendre', 'Bosc', 'Digestif']","['Church', 'Doom', 'Worship', 'Building']","['staubig', 'Pulver']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['HORSE', 'Troll', 'Trunk', 'Bank', 'Tree']","['Tropical', 'Guam', 'Tahiti', 'Atoll', 'Indonesia', 'Mackinac']","['Edison', 'Onion', 'Sprout', 'Light', 'Tulip', 'Tulip']","[""e'rbody"", 'tipsy', 'caveman', 'cudgel']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['happy', 'annually', 'another', 'year']","['Nero', 'Kuzco', 'Kuzco', 'Kuzco', 'Kuzco']","['Container', 'holder', 'Mail', 'mail']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['Sediment', 'Geode', 'granite', 'actor', 'salt', 'Gneiss']","['\\u304b\\u3048\\u308b', '\\u304b\\u3048\\u308b']","['Amazonie', 'Bor\\u00e9ale', 'sologne', 'broceliande']","['flag', 'wrecked', 'ferry', 'frigate', 'Titanic', 'HMS-victory']","['Bear', 'fuzzy', 'Faux', 'hairy', 'Coat', 'Coat']","['Biology', 'Project', 'Chemistry', 'Fair']","['Japanese', 'Hentai', 'samurai', 'booklets', 'comic', 'Comic']","['priorit\\u00e9', 'moindre', 'rumble', 'sombrefer']","['paques', 'chocolat', 'Avant', 'Omelette', 'Poussin', 'Poussin']","['Step', ""Jacob's"", 'climbed', 'Down', 'Up', 'Up']","['Cancer', 'Stick', 'Tobacco', 'smoking', 'Lighter', 'lighter']"
Mystery Word,Musketeer,Taube,Quarter,Mouton,Pompier,Sel,Alarm,Suit,Coin,Market,Mummy,Chicken,Griff,Fever,Lamb,Storm,Magicien,\u00c9clair,Lampe,Maison,Seed,Collier,Cafard,Nest,Newspaper,Metal,Machine,Club,Anchor,Peace,Bain,Onion,Pilot,C\u00e9r\u00e9ale,Cocoon,Straw,King,Beef,Science,Button,Poire,Temple,Puder,Dress,Branch,Island,Bulb,Club,Coin,Bar,Stone,Patron,Birthday,Emperor,Envelope,Card,Soap,Mill,Poker,Bouclier,Rock,Ninja,For\u00eat,Ship,Fur,Science,Manga,Mineur,Oeuf,Ladder,Cigarette
Guess,Saber,,mix,Moutons,Pompier,sel,alarm,Aquaman,coin,market,Mummy,Chicken,Griff,fever,Lamb,storm,Magie,Eclair,Lampe,Maison,Seed,collier,Cafard,nest,Newspaper,Metal,Signe,,Anchor,Peace,Bain,Onion,Pilot,C\u00e9r\u00e9ales,,Straw,Emperor,Beef,Science,Button,,Cathedral,Russ,,Branch,island,Bulb,Club,Coin,Bar,Stone,Coin,Birthday,Rome,Bag,Card,Soap,Mill,Poker,Chevalier,rock,,For\u00eat,ship,Fur,Science,Ninja,Mineur,Oeuf,Beanstalk,Cigarette
