ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58
Table Number,517038693,516570769,516715554,516410262,515856103,516024827,515693674,515417691,515468244,515568109,515484973,515428104,515499504,515340878,515084407,515080852,514892775,514749563,514496319,514503441,514436680,514167014,513879745,513648042,512785830,512715448,513156747,513175456,513180908,512998864,512911490,512786711,512695517,512598970,512408901,510920367,511675551,510746861,510522677,510269410,509897088,508116165,504783443,505196983,504721368,504876059,493769667,488379380,484123113,478910455,464921867,426921218,417255169,405054016,374138794,358827793,348302073,312552889
Move,['10'],['8'],['10'],['9'],['11'],['10'],['27'],['7'],['30'],['49'],['22'],['19'],['31'],['28'],['44'],['40'],['36'],['15'],['28'],['19'],['65'],['44'],['24'],['48'],['24'],['32'],['25'],['55'],['49'],['38'],['82'],['91'],['102'],['84'],['57'],['32'],['64'],['45'],['41'],['33'],['73'],['66'],['31'],['83'],['67'],['24'],['57'],['79'],['483'],['241'],['114'],['801'],['1999'],['2274'],['1687'],['2280'],['2933'],['2320']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode
Speed,Real-time • Normal speed (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only
Language,English,Deutsch,Français,English,English,English,Français,English,Français,English,English,English,Deutsch,English,Français,English,English,Deutsch,English,English,Deutsch,English,English,English,Deutsch,English,Français,Deutsch,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français,English,English,Français,English,English,English,English,English,English,English,Français,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['sip', 'cylindrical', 'Hat', 'Hay']","['Sonnenallergie', 'Twilight', 'Transsilvanien', 'RobertPattinson', 'Nacht']","['Gouache', 'Dessin', 'Tableaux', 'Art']","['eating', 'smorgasbord', 'Lunch', 'dish', 'recipe', 'Plate']","['parrot', 'Parasol', 'rain', 'Poppins', 'Rainshade', 'foldable']","['Dale', 'computer', 'Paint', 'Pringles']","['Paquebot', 'Banquise', 'Salade', 'Fonte', 'Gla\\u00e7on', 'flottant']","['cow', 'china', 'bamboo', 'bamboo']","['Braconnier', 'Gibier', 'Pecheur', 'Fusil']","['climbing', 'Everest', 'Everest', 'Everest']","['Huge', 'Goliath', 'Beanstalk', 'jack']","['bubbly', 'France', 'Fl\\u00fbte', 'Bubbley', 'region', 'Bollinger']","['Wei\\u00df', 'Winter', 'Yuki', 'Schuppen']","['Handed', 'Wrong', 'Direction', 'Correct', 'direction', 'Correct']","['Tipunch', 'Damoiseau', 'Baba-au...', '...-arrang\\u00e9']","['Fir', 'Needle', 'apple', 'Yearn', 'marten']","['Lightning', 'Free', 'merry-go-round', 'Rollercoaster', 'Carnival', 'Carnival']","['Waffen', 'Frieden', 'Frieden', 'Frieden']","['Chop', 'Gimli', 'deodorant', 'Guitar']","['Tent', 'Africa', 'Elephant', 'Park', 'browser', 'Browser']","['Oz', 'Windhose', 'Twist', 'twister', 'Luftwirbel', 'Taifun']","['UFC', 'confinement', 'Fence', 'Crate', 'animal', 'bars']","['bird', 'skin', 'light', 'pluck', 'Birds', 'White']","['stub', 'Admit', 'M\\u00e9tro', 'booth', 'Concert', 'Pass']","['Birkenkuchen', 'Allergiefood', 'Fr\\u00fchbl\\u00fcher', 'Zentis', 'Nutella']","['Tahiti', 'Gilligan', 'beach', 'exotic']","['Marseille', 'Boules', 'Cochonnet', 'Cochonnet']","['Jeanny', 'Musiker', 'Wien', 'Autounfall', '\\u00d6sterreicher', '\\u00d6sterreicher']","['Verwahrung', 'JVA', 'Insassen', 'Strafe', 'Gitter', 'Gitterst\\u00e4be']","['friendship', 'secret', 'Association', 'Collusion', 'union', 'allegiance']","['rocket', 'baby', 'carafe', 'Anger', 'Container', 'container']","['appointment', 'driller', 'Crying', 'Medic', 'Oral', 'Oral']","['Offense', 'guard', 'save', 'mechanism', 'castle', 'Protect']","['Singing', 'tenor', 'Classical', 'Ballet', 'Phantom', 'Pavarotti']","['Biscuit', 'Website', 'Baked', 'Snickerdoodle', 'Marie', 'gingerbread']","['Sunshine', 'Season', 'Beach', 'sweltering', 'Solstice', 'solstice']","['Slaughter', 'Chop', 'Mutton', 'Mutton']","['Gravy', 'Cube', 'sheep', 'Live', 'Broth', 'broth']","['Diner', 'Subway', ""Donna's"", 'Mcgivneys', 'Establishment']","['Camoflauge', 'Outdoor', 'Person', 'food', 'Tracking', 'tracking']","['\\u30c9\\u30ea\\u30c3\\u30d7', '\\u307e\\u3081', '\\u3059\\u305f\\u30fc\\u3070\\u3063\\u304f\\u3059', '\\u306b\\u304c\\u3044']","['Megan', 'Sourgrapes', 'news', 'Coyote']","['Cooker', 'Fan', 'Hot', 'Cooking']","['Flight', 'Commander', 'captain', 'license', 'Honda']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['flowing', 'water', 'Amazon', 'Mississippi', 'Rapids', 'Pocahontas']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['December', 'Solstice', 'chilly', 'months', 'snowy', 'wonderland']","['stone', 'music', 'butter', 'sourcream', 'grey', 'natural']","['Gun', 'noise', 'Chitty', 'Energy']","['Noctural', 'Hoot', 'hoot', 'nocturnal']","['Splendor', 'Gemstone', 'Precious', 'Crown', 'Singer', 'singer']","['Angle', 'Turn', 'Sharp', 'Vertices']","['spinnaker', 'Mizzen', 'jib', 'Jib']","['Biquette', 'Rendre', 'monsieur', 'seguin']","['Excel', 'D\\u00e9coration', 'Mural', 'Art', 'ardoise', 'mur']","['sunkist', 'Creamsicle', 'Juice', 'clementine', 'Tangerine']"
Mystery Word,Straw,Vampir,Peinture,Meal,Umbrella,Chip,Iceberg,Panda,Chasseur,Mountain,Giant,Champagne,Schnee,Right,Rhum,Pine,Ride,Krieg,Axe,Safari,Tornado,Cage,Feather,Ticket,Haselnuss,Island,P\u00e9tanque,Falco,Gef\u00e4ngnis,Alliance,Bottle,Dentist,Defense,Opera,Cookie,Summer,Lamb,Stock,Restaurant,Hunter,Coffee,Fox,Oven,Pilot,Vache,River,Spider,Poup\u00e9e,Winter,Rock,Bang,Owl,Jewel,Corner,Sail,Ch\u00e8vre,Tableau,Orange
Guess,galss,Vampir,peinture,Meal,,chip,\u00cele,clone,Chasse,Mountain,Giant,champagne,Schnee,Right,Rhum,Pine,,Pistole,axe,Safari,tornado,cage,Feather,,Haselnuss,Island,Petanque,Falko,Gef\u00e4ngnis,club,Bottle,dentist,Defense,opera,Cookie,summer,Butcher,Stock,Restaurant,,coffee,immigrant,fry,Pilot,Vache,river,Spider,Poup\u00e9e,Winter,noidea,Bang,,Jewel,Corner,sail,Ch\u00e8vre,Tableau,Orange
