ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71
Table Number,489054748,489260095,489254625,488879114,489028056,488826031,488975321,488552586,488805223,488606937,488762139,488443426,487877056,488382581,488490959,488379380,488305455,488032029,488056689,488032258,487940879,487888790,487275447,487368222,486400049,485832443,486048428,485796025,485880478,485625896,485019261,483967058,484682575,484435490,483688321,484267829,483931525,483588725,483394067,482313791,483310386,482542862,480162112,480442221,479677325,478910455,477794751,475857014,473319518,473890082,468164131,466086694,466081205,466083684,466084384,465621249,465731184,465664137,465664095,465664206,465664286,465668656,465435499,463714023,444471586,443775902,396307534,357001162,337346134,328236739,322726720
Move,['8'],['51'],['5'],['15'],['6'],['11'],['5'],['9'],['18'],['69'],['19'],['14'],['21'],['32'],['30'],['10'],['48'],['5'],['39'],['24'],['30'],['27'],['12'],['27'],['41'],['70'],['66'],['50'],['64'],['85'],['55'],['21'],['96'],['55'],['90'],['85'],['64'],['57'],['51'],['30'],['49'],['82'],['19'],['79'],['82'],['72'],['83'],['10'],['36'],['9'],['55'],['42'],['48'],['49'],['46'],['70'],['38'],['40'],['44'],['38'],['43'],['40'],['366'],['57'],['57'],['1592'],['457'],['1849'],['3939'],['3481'],['1182']
Mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only
Language,English,English,English,English,English,Français,English,English,English,English,English,English,English,English,English,Français,English,Français,English,English,English,English,English,English,English,English,English,Français,English,Français,English,Français,English,English,English,English,English,Français,Français,Français,English,English,English,Deutsch,English,English,English,English,Deutsch,English,English,English,English,English,English,Français,English,English,English,English,English,English,Deutsch,Français,English,Français,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Archeologist', 'Tomb', 'Daddy', 'Sarcophagus', 'Parent']","['-prosecution', 'Best', 'Offense', 'Clowney', 'self', 'Self']","['Peter', 'Kryb', 'Fange', 'Udstyr']","['Blue', 'Cherub', 'Castiel', 'Celestial']","['muppet', 'hand', 'show', 'scale', 'marionette', 'manchuria']","['Roche', 'Pr\\u00e9nom', 'Rome', 'palmade', 'chifoumi', 'G\\u00e9nie']","['Moresby', 'fortified', 'Wine', 'wine']","['Dictionaries', 'building', 'Borrow', 'Bodleian', 'Card', 'Research']","['Popeye', 'Ship', 'brake', 'RonBurgendy', 'point']","['Agriculture', 'Barley', 'Sand', 'silo', 'Whole', 'whole']","['Computer', 'Contagious', 'ACHOO', 'Airborn', 'Flu', 'flu']","['Twist', 'hump', 'Cheat', 'Phillips']","['versteinern', 'Perseus', 'Schlangenfrisur', 'Mythology']","['Milkshake', 'Chiquita', 'Split', 'Plantain', 'bunch', 'slip']","['security', 'Queen', 'protection', 'Protector']","['Circonflexe', 'marseill\\u00e9', 'Qu\\u00e9b\\u00e9cois', 'r\\u00e9gion', 'Patois', 'aigu']","['SanFran', 'Andre', 'tremendous', 'elephantitis', 'Peach', 'Jolly']","['Escalier', 'Cascade', 'Tomber', 'Tomber']","['consistent', 'Clothes', 'Parochial', 'Equal', 'Suit', 'Military']","['Stop', 'Driver', 'vehicle', 'monster', 'Garbage', 'Auto']","['Underage', 'moll', 'Child', 'young', 'Child', 'younger']","['relax', 'Seventh', 'easter', 'Roast', 'Roast', 'Easter']","['Dragging', 'Stationary', 'Sinks', 'Holds', 'Popeye', 'Bicep']","['Eggs', 'delicacy', 'expensive', 'Black', 'Sturgeon', 'sturgeon']","['Plague', 'flu', 'SaRS', 'COVID', 'Illness']","['Fogo', 'Rival', 'reservation', 'Hostess']","['Rak', 'Internet', 'Network', 'Computer', 'Waiter', 'Waiter']","['boite', 'Squelette', 'cavit\\u00e9', 't\\u00eate']","['twister', 'Hurricane', 'Kansas', 'Wind', 'Cyclone', 'Disaster']","['Injection', 'Intraveineuse', 'Moustique', 'Pincement', 'Seringue', 'seringue']","['Weight', 'Boa', 'Flight', 'Wing', 'Quill', 'Quill']","['Pantoufles', 'Sous-v\\u00eatements', 'Pied', 'V\\u00eatements']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Nemo', 'river', 'Chips', 'carp', 'Gold']","['Sword\\u2019n', 'Plank', 'Card', 'black', 'Games', 'Cutting']","['entombed', 'Wrapped', 'egypt', 'Monster', 'Egypt', 'Monster']","['Boulot', 'Dodo', 'transport', 'souterrain']","['Hiver', 'Chaud', 'Indien', 'Solstice']","['P\\u00eache', 'magret', 'Wc', 'WC']","['Of', 'Wallstreet', 'Howl', 'Canine', 'Balto', 'Cub']","['Morty', 'Hotgirl', 'Beach', 'Camp', 'July', 'July']","['Smoke', 'House', 'Earth', 'wind', 'Works', 'Pookie']","['Sunshine', 'Buffalobill', 'Jamaikamucke', 'Rastafari']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['fairy', 'baton', 'spell', 'stick', 'magic', 'staff']","['Phrase', 'Penny', 'Heads', 'Token', 'Purse', 'kr\\u00fcgerrand']","['Newton', 'lab', 'biology', 'biology']","['staubig', 'Pulver']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['Wind', 'Regen', 'Weer', 'Bliksem']","[""e'rbody"", 'tipsy', 'caveman', 'cudgel']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['happy', 'annually', 'another', 'year']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['guggenheim', 'gr\\u00e9vin', 'Orsay', 'orsay']","['Semolina', 'polished', 'carbohydrate', 'African', 'Wheat', 'wheat']","['Device', 'bunny', 'corn', 'eustachian', 'Listening', 'listen']","['Size.of.your.ballsack', 'clitoris', 'Legume', 'butter', 'butter']","['Piece', 'Azul', 'roof', 'Ceramic', 'plate']","['Sewing', 'Join', 'Clothes', 'Clothing', 'Edge', 'Edge']"
Mystery Word,Mummy,Defense,Spider,Angel,Puppet,Pierre,Port,Library,Anchor,Grain,Virus,Screw,Medusa,Banana,Guard,Accent,Giant,Chute,Uniform,Truck,Minor,Sunday,Anchor,Caviar,Virus,Restaurant,Server,Cr\u00e2ne,Tornado,Piq\u00fbre,Feather,Chaussette,Quarter,Root,Fish,Board,Mummy,M\u00e9tro,\u00c9t\u00e9,Canard,Wolf,Summer,Fire,Reggae,Guard,Wand,Coin,Science,Puder,Dress,Storm,Club,Coin,Bar,Stone,Patron,Birthday,Envelope,Plastic,Card,Soap,Mill,Poker,Bouclier,Vegetable,Mus\u00e9e,Couscous,Ear,Peanut,Tile,Seam
Guess,Mummy,Defense,Spider,angel,doll,pierre,Port,library,Anchor,grain,Virus,screw,Medusa,Banana,,accent,Giant,Escalier,Uniform,truck,Minor,,Anchor,Caviar,Virus,restaurant,Disk,Mort,Tornado,Piqure,Feather,Chaussettes,mix,,Fish,Board,Mummy,Train,\u00c9t\u00e9,Canard,Wolf,Holiday,iron,,guard,wand,Coin,Science,Russ,,Onweer,Club,Coin,Bar,Stone,Coin,Birthday,Bag,Cosmetics,Card,Soap,Mill,Poker,Chevalier,Vegetable,Mus\u00e9e,fufu,Ear,bulb,tile,Zip
