ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64
Table Number,542864433,542606628,542604093,542574101,542341519,541956550,541948454,541670213,541529805,541656772,541652192,541493139,541437175,541394865,541131533,541193624,540913641,540642421,540639198,539816519,540448425,539675526,540361426,540163937,540034017,539877940,539751525,539282611,539262180,539263213,538703282,537929434,538374635,537722907,537675646,537725271,536499183,536949914,536050302,535380893,535293267,534528798,533093056,531294042,531017180,530819309,528624330,528244412,528022855,527775627,526405578,526272417,523793465,521791242,498938279,473773078,431028987,423771261,420552674,411382679,358827793,356959263,319065151,313533300
Move,['5'],['49'],['14'],['22'],['18'],['18'],['45'],['27'],['19'],['15'],['22'],['18'],['43'],['44'],['44'],['39'],['36'],['36'],['37'],['36'],['25'],['237'],['53'],['25'],['49'],['20'],['55'],['93'],['60'],['43'],['43'],['27'],['59'],['67'],['50'],['63'],['107'],['55'],['21'],['11'],['109'],['25'],['30'],['14'],['60'],['49'],['52'],['44'],['107'],['147'],['153'],['24'],['85'],['38'],['2755'],['913'],['1444'],['3357'],['937'],['858'],['2566'],['1939'],['515'],['4527']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,Français,English,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,Français,English,Français,English,English,English,English,English,English,English,Deutsch,Français,English,English,English,English,Français,Deutsch,English,English,Français,English,Deutsch,English,Français,English,English,English,English,Français,English,Français,Français,English,English,English,English,English,Deutsch,English,English,Français,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['O', 'orbit', 'circumference', '360']","['\\u041c\\u0443\\u0436\\u0438\\u0447\\u043e\\u043a', '\\u041f\\u043b\\u0430\\u0441\\u0442\\u0438\\u043d\\u0430', '\\u041f\\u0430\\u043b\\u0435\\u0446', '\\u041f\\u0430\\u043b\\u0435\\u0446']","['Spedo', 'Baywatch', 'Spandex', 'Bikini']","['Indien', 'Arctique', 'Pacifique', 'Mer']","['Court', 'Investigation', 'Brief', 'pocketknife', 'Detective', 'Cold']","['\\u00c9tang', 'Lamartine', 'Dame', 'Eau', 'L\\u00e9man', 'L\\u00e9man']","['Training', 'Reinvent', 'invention', 'tire', 'Tire', 'Tyre']","['sobrek', 'Weigher', 'magnitude', 'Climb', 'Balance', 'Balance']","['Hunter', 'Detail', 'lucifer', 'Dirt', 'Hell', 'Cruella']","['Cold', 'melt', 'Titanic', 'titanic']","['Body', 'Bust', 'treasure', 'box']","['Dijon', 'colonel', 'hotdog', 'hotdog', 'gas', 'gas']","['Heavy', 'Titanium', 'Steel', 'Grey', 'iron']","['Saffron', 'Halliwell', 'Old', 'Nutmeg']","['Tea', 'Measuring', 'Championship', 'Saucer', 'sippy']","['grind', 'pulverize', 'water', 'Wind', 'puppy', 'Puppy']","['strategy', 'grandmaster', 'checkerboard', 'rook', 'pawn', 'pawn']","['barrel', 'bongos', 'snare', 'conga', 'African', 'roll']","['sea', 'Sand', 'shore', 'volleyball']","['Rock', 'symphonie', 'M\\u00e9tal', 'Song', 'M\\u00e9lodie', 'M\\u00e9lodie']","['Sidekick', 'ass', 'Hodie', 'Kong', ""Shrek's"", 'Shrek']","['Bois', 'Des-landes', 'Phalempin', 'Saint-amand', 'FSC', 'F']","['Cosmic', 'Crisp', 'Gala', 'Fuji']","['attack', 'accuse', 'Card', 'Price', 'AMP', 'Legal']","['Dromedary', 'Hump', 'travel', 'Animal', 'desert', 'Desert']","['snoop', 'sleuth', 'espionage', 'Espionage']","['Conclusion', 'death', 'apocalypse', 'game', 'Finish', 'finish']","['Policeman', 'PI', 'Inspector', 'Sherlock', 'sherlock', 'Sherlock']","['Repeating', 'Germinator', 'tungsten', 'halogen', 'tulip', '2700k']","['Loser', '...npost', 'Einweg', 'Trinkgef\\u00e4\\u00df', 'Sabrieren']","['Protection', 'Plage', 'soleil', 'ombre']","['Muffin', 'Butch', 'horse', 'Hottie', 'piercing', 'Bolt']","['cow', 'patty', 'grassy', 'dookie', 'doodie', 'shit']","['Goose', 'Ugly', 'bath', 'Daffy', 'Daffy', 'Daffy']","['Of', 'Fortune', 'Circular', 'Bus', 'rolling', 'rotating']","['course', 'textile', 'sol', 'sol']","['Ton...', 'Schornsteinfeger', 'Schuldirektor', 'Lenker', 'Sprossen', 'Sprosse']","['Eating', 'breakfast', 'Pasta', 'Lunch', 'Supper', 'supper']","['lick', 'seal', 'mail', 'letter']","['Collier', 'Doom', 'Bijou', 'Brillant', 'Hu\\u00eetre']","['Warmth', 'Ultraviolet', 'Hot', 'Astrology', 'shine', 'Shine']","['Religion', 'Sanctuary', 'Indiana', 'Kerkelijk', 'prey']","['Sea', 'Sail', 'Salty', 'Indian', 'Arctic', 'Tides']","['Restaurant', 'Maigre', 'Service', 'Choix', 'Carte', 'Carte']","['Eerst', 'Medaille', 'Waardevol', 'Staven']","['It', 'Bozo', 'Funny', 'Smaldini', 'circus', 'makeup']","['toothpaste', 'container', 'pipe', 'soft', 'you', 'inner']","['tuxedo', 'garfield', 'Nip', 'meow', 'meow', 'Meow']","['papier', 'chasse', 'vol', 'airbus']","['walk', 'Sugar', 'beat', 'pimp', 'pimp']","['Gardien', 'Mac\\u00e9o', 'Dieu', 'Aur\\u00e9ole']","['Concert', 'Notes', 'note', 'm\\u00e9lodie']","['Paste', 'off', 'Hair', 'bristle', 'groom', 'paint']","['wool', 'mehhhh', 'Count', 'grass', 'soft', 'Animal']","['Keg', 'Room', 'Talcum', 'Flour', 'Dust', 'Dust']","['dessert', 'Stick']","['Chocolate', 'Pub', 'Drinks', 'stool']","['Ottawa', 'Mounty', 'Sirup', 'Land', 'Montreal']","['emotional', 'luggage', 'Logel', 'Samsonite', 'personal', 'history']","['Overturn', 'day', 'Vance', 'November', 'November']","['maillons', 'accroch\\u00e9s', 'Nebulaire', 'String']","['Theoden', 'fairground', 'ordie', 'Carnival', 'share', 'Ticket']","['light', 'onion', 'Edison', 'Copy']","['Jonah', 'Mammal', 'orca', 'Trek', 'baleen', 'Baleen']"
Mystery Word,Circle,Nail,Swimsuit,Oc\u00e9an,Case,Lac,Wheel,Scale,Devil,Iceberg,Chest,Mustard,Metal,Spice,Cup,Mill,Chess,Drum,Beach,Musique,Donkey,For\u00eat,Apple,Charge,Camel,Spy,End,Detective,Bulb,Flasche,Parasol,Stud,Dung,Duck,Wheel,Tapis,Leiter,Meal,Envelope,Perle,Sun,Tempel,Ocean,Menu,Gold,Clown,Tube,Cat,Avion,Cane,Ange,Musique,Brush,Sheep,Powder,Fork,Bar,Kanada,Baggage,Election,Cha\u00eene,Ride,Bulb,Whale
Guess,Circle,Harmonica,Beach,Oc\u00e9an,Case,Mer,Wheels,Mountain,Devil,Ice,,mustard,metal,Spice,Cup,,Chess,Drum,beach,Musique,,Foret,Apple,Charge,camel,Detective,end,Detective,bulb,Flasche,Creme,lightning,Poop,duck,wheel,tapis,Leiter,Meal,Envelope,Perle,Light,,Ocean,Menu,Gold,clown,toothbrush,cat,Avion,Cane,,Musique,,sheep,Powder,,Bar,Kanada,Baggage,Election,Chaine,ride,Bulb,Whale
