ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61
Table Number,514736640,514679425,514436680,514401272,514438929,514377397,514352888,513520547,513607109,513897638,513706526,513582527,513280901,513416918,513156747,512758549,512804262,512972594,512980717,512433163,512408901,512094068,512084356,512142272,511757036,511898063,511199752,511359376,511070791,511194442,510943938,510824818,510858611,509900139,510269410,509509203,509416152,508497451,508602575,508116165,507864886,507064247,505741993,505623552,504783443,505196983,504721368,504876059,503370597,503454797,499939612,496712411,493769667,488379380,478910455,473773078,405054016,381777020,341401520,322726720,313533300
Move,['16'],['8'],['9'],['15'],['7'],['6'],['19'],['24'],['43'],['19'],['9'],['27'],['51'],['22'],['10'],['27'],['79'],['81'],['19'],['48'],['33'],['102'],['25'],['40'],['18'],['61'],['48'],['64'],['15'],['44'],['34'],['81'],['111'],['54'],['33'],['62'],['95'],['105'],['92'],['66'],['39'],['99'],['65'],['72'],['31'],['83'],['67'],['24'],['49'],['71'],['72'],['271'],['57'],['79'],['235'],['703'],['2228'],['1455'],['3361'],['1263'],['4073']
Mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only
Language,English,English,Deutsch,Français,Français,English,English,Français,Deutsch,Français,English,English,English,English,Français,English,English,English,Français,Deutsch,English,Deutsch,Français,Français,English,English,English,English,English,English,Français,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français,English,Français,English,English,English,English,Français,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Point', 'train', 'Intersection', 'intersect']","['Cinema', 'bio', 'Ribbon', 'image', 'Cling']","['funeral', 'alcohol', 'Hopfen', 'K\\u00f6stritzer', 'Heineken', 'Heinekin']","['Olympiques', 'Gagnant', 'R\\u00e9compense', 'Rond']","['Services', 'Chaussure', 'Nadal', 'Raquette', 'Sport', 'Sport']","['Konklawe', 'jp2', 'Jan', 'Pawe\\u0142', 'Watykan', 'watykan']","['Dado', 'Tronos', 'Cat\\u00e1n', 'Cascadia', 'Borgo\\u00f1a', 'tienda']","['Tintin', 'Tryphon', 'Tryphon', 'Professeur', 'Professeur']","['Fadenkreuz', 'Urmel', 'PUPPENKISTE', 'Puppentheater']","['C\\u00e9r\\u00e9ale', 'Entier', 'baguette', 'pain', 'Moissons', '\\u00c9peautre']","['propeller', 'wildfire', 'Fufufu', 'X', 'aviation', 'H']","['Hat', 'wide-brimmed', 'Mexican', 'Straw', 'Mariachi', 'Mariachi']","['Cake', 'Queen', 'Emir', 'Monarch']","['alohomora', 'closure', 'secure', 'click']","['Donjon', '\\u00c9checs', 'Guet', 'Ch\\u00e2teau']","['Pool', 'rubber', 'sea', 'donut', 'Water', 'water']","['Bugsbunny', 'Hare', 'carrot', 'Thumper']","['Display', 'Series', 'performance', 'Television', 'Talent']","['Silicone', 'G\\u00e2teau', 'Bouchot', 'Chatte', 'frite', 'coquillage']","['Dreieck', 'Stimmgabelinstrument', 'Musikunterricht', 'Klang']","['Puppet', 'Parton', 'Voodoo', 'Baby', 'barbie', 'Barbie']","['Bates', 'Pantimos', 'Hitchcock', 'geistig', 'Klappse', 'Duschszene']","['Dressing', 'Garde', 'Bal', 'Tenue', 'Mari\\u00e9e', 'Mari\\u00e9e']","['Bulle', 'Lait', 'Dessert', 'Chocolat', 'Matelot', 'Matelot']","['Head', 'Bathe', 'Waterfall', 'Indoors', 'april', 'baby']","['Liquid', 'Spring', 'Water', 'Spray']","['Rescue', 'Pullup', ""Duffy's"", ""Pepe's"", 'Lawyer', 'Test']","['swim', 'freshwater', 'Titicaca', 'Michigan', 'Huron', 'Erie']","['Ancient', 'Execute', 'behead', 'Behead']","['Stardust', 'Belagio', 'Vegs', 'Vegas']","['Ma\\u00eetre', 'MGEN', 'Lyc\\u00e9e', 'Tournesol', 'Tournesol']","['R\\u00e9compence', 'Cannes', ""D'or"", 'Laurier', 'Plong\\u00e9e', 'Huile']","['Reading', 'Hand', 'Fortune', 'swaying', 'Sunday', 'Sunday']","['Jesus', 'Iwankofu', 'lengthen', 'L']","['Camoflauge', 'Outdoor', 'Person', 'food', 'Tracking', 'tracking']",['Jewel'],"['Macadamia', 'Lunatic', 'Cracker', 'Case', 'Hazel']","['Hand', 'sugar', 'Sunday', 'Frond', 'Beach', 'Oil']","['slay', 'Toothless', 'Wyrm', 'Imaginary', 'Rheagal', 'Norbert']","['Megan', 'Sourgrapes', 'news', 'Coyote']","['Mankind', 'pollypocket', 'Living', 'Barbie', 'Pussycat', 'Bratz']","['Blow', 'Unicorn', 'French', 'french', 'Unicorn', 'French']","['Chantrel', 'porcini', 'Fungi', 'cap', 'Chanterelle', 'chanterelle']","['flesh', 'blob', 'duckling', 'fawn', 'infant', 'endearment']","['Cooker', 'Fan', 'Hot', 'Cooking']","['Flight', 'Commander', 'captain', 'license', 'Honda']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['flowing', 'water', 'Amazon', 'Mississippi', 'Rapids', 'Pocahontas']","['Coco', 'bavard', 'Menthe', 'Zoo', 'Ara']","['Lion', 'Lash', 'Flogger']","['Swine', 'Wilbur', 'oink', 'oink']","['Gym', 'Amazon', 'Fever', 'Bungle', 'Lion', 'Sleeps']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['Red', 'ant', 'spots', 'beetle', 'aphid', 'eater']","['oink', 'Pepa', 'Fat', 'Hentai', 'Babe', 'Babe']","['Math', 'Recess', 'Lockers', 'Education']","['Mermaid', 'Playboy', 'Cavern', 'Lotto']","['Spicy', 'Sushi', 'Starkist', 'Melt', 'Toro', 'Toro']","['Asia', 'Bear', 'Eyes', 'Animal', 'Bamboo', 'Bamboo']","['rule', 'Novel', 'Tome', '1984', 'Library', 'Middlemarch']"
Mystery Word,Junction,Film,Bier,M\u00e9daille,Tennis,Pope,Game,Tournesol,Marionette,Bl\u00e9,Helicopter,Sombrero,King,Lock,Tour,Tube,Rabbit,Show,Moule,Triangel,Doll,Psycho,Robe,Mousse,Shower,Fountain,Bar,Lake,Guillotine,Casino,Professeur,Palme,Palm,Nail,Hunter,Diamond,Nut,Palm,Dragon,Fox,Doll,Horn,Mushroom,Baby,Oven,Pilot,Vache,River,Perroquet,Whip,Pig,Jungle,Spider,Poup\u00e9e,Ladybug,Pig,School,Grotto,Tuna,Panda,Book
Guess,Bullet,film,Beer,M\u00e9daille,Tennis,Papiez,Juego,Tournesol,,Bl\u00e9,helicopter,sombrero,King,Lock,Tour,tube,rabbit,show,moule,Triangel,Doll,Psycho,Robe,mousse,Shower,Ocean,Bar,lake,guillotine,casino,Professeur,palme,,comic,,Ring,Nut,palm,dragon,immigrant,toys,Wind,Mushroom,baby,fry,Pilot,Vache,river,Perroquet,Whip,prg,jungle,Spider,Poup\u00e9e,ladybug,pig,School,Grotto,Candy,,Book
