ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76
Table Number,451625068,451595440,451582870,451437705,451217602,450991020,450978021,450855996,450820733,450739988,450631466,450617525,450600836,450476300,450449579,450311858,450251399,450216132,450053806,449982507,449943757,449853442,449750538,449496845,449428117,449366917,449167315,449157396,449127293,448800998,448792679,448716024,448705290,448494580,448202573,448123335,448119726,448045026,448023856,448018632,447878128,447854774,447559787,447438212,447143013,447127358,447063938,446640850,446614677,446514318,445363392,445278939,443958521,443524927,443365119,443085305,442941057,442252464,441488112,441032575,440978972,440932333,440225058,439020364,430526833,422619886,421549329,420552674,381826421,363390977,358827793,357001162,348838927,318929216,314877288,314360735
Move,18,9,51,34,9,48,18,18,12,19,16,56,14,16,15,38,27,24,38,36,27,73,43,63,66,76,67,54,57,37,36,51,74,86,40,55,77,85,68,39,72,37,95,78,92,55,38,42,39,20,100,82,74,68,31,45,67,119,102,15,7,67,107,111,18,326,70,291,558,1194,1525,1748,1375,2551,3314,2669
Clues,"['root', 'Cake', 'Top', 'bunny', 'Orange', 'Orange']","['Autumn', 'Vivaldi', 'Hunting', '4', 'Allergies', 'Spring']","['buffle', 'bovin', 'vol', 'oeuf', 'kob\\u00e9', 'Strogonoff']","['siperia', 'stripes', 'carnivore', 'Esso', 'Rocky']","['fruit', 'Stone', 'Georgia', 'melba', 'Sweet', 'nectarine']","['Paleo', 'calorie', 'vegan', 'exercise', 'Exercise']","['Shrek', 'Dragon', 'Mule', 'Kong', 'Ass', 'Ass']","['Food', 'Eyesight', 'Eyes', 'Bunny', 'orange', 'crunchy']","['fruit', 'vine', 'red', 'seedy', 'shortcake', 'shortcake']","['Arc', 'camera', 'DC', 'instant', 'Gordon', 'GORDON']","['Chemin', 'avanturiers', 'Parall\\u00e8les', 'Via', 'Via']","['Coals', 'Tool', 'Manwhore', 'Leaf', 'Leaves', 'Leaves']","['mountain', 'Huffy', '10-speed', 'wheels']","['Souffleuse', 'Festspielhaus', 'Sitzreihe', 'Kasperle...', 'Staats...']","['forbid', 'pub', 'Speakeasy', 'Dive']","['mall', 'Receptacle', 'pipe', 'Wall', 'Wallplug', 'Wall']","['cavern', 'cave', 'Mermaid', 'Mansion', 'Hidden', 'lagoon']","['cABINET', 'Drugs', 'Nyquil', 'pill', 'Aspirin']","['cookie', 'cane', 'fructose', 'xylitol', 'Cube', 'Cube']","['halal', 'oink', 'suckling', 'Swine', 'schnitzel', 'slop']","['Cavity', 'Land', 'cotton', 'gobstopper', 'Cane', 'cane']","['Nurejew', 'Grundpositionen', 'Arabesque', 'Eleve', 'Brett', 'Schwanensee']","['poudre', 'blanche', 'bl\\u00e9', 'Epis', 'moulin', 'Moulin']","['voix', 'Verdon', 'Rouge', 'profonde', 'Cou', 'cou']","['Carat', 'Klondike', 'm\\u00e9daille', 'Au']","['Shine', 'saber', 'fluorescent', 'Photon', 'illuminate', 'Lumens']","['Bending', 'fist', 'ace', 'Charizard', 'Flame', 'Flame']","['Cleaner', 'water', 'Billiards', 'Snooker', 'Natatorium', 'floatie']","['eyebrows', 'Tool', 'Gripping', 'nipper', 'grip', 'Grip']","['candle', 'Old', 'fire', 'retardant', 'Flickering', 'Thrower']","['Royal', 'Headwear', 'Royalty', 'Headpiece', 'diadem', 'coronet']","['interdiction', 'Barrer', 'Jesus', 'J\\u00e9sus']","['Hot', 'wealthy', 'Gigolo', 'puma', 'puma', 'Puma']","['Volt', 'Pikachu', 'F\\u00e9e', 'Courant', 'amp\\u00e8re', 'Amp\\u00e8re']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Tetrahedron', 'Astrological', 'giza', 'cone', 'Scheme', 'Triangle']","['D\\u00e9couper', 'piscine', 'paddle', 'Voile', 'Surf', 'Roulette']","['Chemistry', 'Physics', 'Astronomy', 'Astronomy']","['February', 'Starks', 'season', 'white', 'our', 'discontent']","['yarn', 'needle', 'hem', 'sewed', 'Baseball', 'Dressmaking']","['can', 'Tight', 'Tin', 'Mackerel', 'Small', 'Small']","['Time', 'Alarm', 'Watch', 'Hands']","['Upwards', 'Tree', 'Hill', 'Boulder', 'ascent', 'up']","['Pisces', 'Nemo', 'Tuna', 'Haddock']","['Unix', 'Waitstaff', 'Butler', 'Waiter', 'waiter', 'Waiter']","['Flower', 'Bunks', 'Headboard', 'Dream', 'knobs', 'Knobs']","['Aspergillus', 'outdated', 'Form', 'fungi', 'break', 'Break']","['Laryngitis', 'Tonsilitis', 'Sore', 'Swallow']","['Melbourne', 'Rugby', 'victorian', 'nrl']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['Island', 'chimpanzee', 'Simian', 'See', 'Gibbon', 'Rhesus']","[""McGivney's"", 'Hangar', ""Chili's"", 'Waiter', 'Diner']","['br\\u00fcten', 'Kuckuck', 'Vogel', 'Eier', 'Vogel', 'Eier']","['Beluga', 'Baleen', 'free', 'willy', 'Moby', 'Dick']","['Enamel', 'LOST', 'Molar', 'Bicuspid']","['S\\u00fcdpol', 'Happy', 'Feet', 'Kaiser', 'Vogel', 'Vogel']","['Respect', 'tie', 'tie', 'NA']","['stake', 'fangs', 'Morbin\\u2019', 'masquerade', 'bat', 'mosquito']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Melted', 'Burn', 'Wax', 'Wax']","['Game', 'Boardgame', 'dice', 'Rook', 'Rook']","['cloth', 'Square', 'Bib', 'Wipe', 'towelette', 'Towelette']","['Rommel', 'Oasis', 'badlands', 'barren', 'sand', 'sand']","['0', 'X', 'browser', 'Browser']","['Eden', 'Flowers', 'Edward', 'Edwards']","['hemispheres', 'stem', 'Mind', 'Head', 'Cerebrum', 'Genius']","['match', 'torch', 'cigarette', 'igniter', 'levitater', 'heavier']","['cold', 'pick', 'rink', 'Rink']","['Lava', 'Caldera', 'Iceland', 'Vesuvius', 'Vesuvius']","['b-d', 'japons', 'Dessin', 'Nippon']","['Major', 'Opposite', 'small', 'underage', 'Under', 'Age']","['Contenant', 'Idiote', 'Nounouille', 'b\\u00e9casse', 'Cruche', 'Cruche']","['Post', 'Mayflower', 'galleon', 'Lollipop', 'Bismarck']","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']","['familiar', 'Magic', 'Broomstick', 'Cauldron', 'broomstick', 'Cauldron']"
Mystery Word,Carrot,Season,B\u0153uf,Tiger,Peach,Diet,Donkey,Carrot,Strawberry,Flash,Rail,Rake,Bicycle,Theater,Bar,Outlet,Grotto,Medicine,Sugar,Pig,Candy,Ballett,Farine,Gorge,Or,Light,Fire,Pool,Pliers,Flame,Crown,Croix,Cougar,\u00c9lectricit\u00e9,Grape,Pyramid,Planche,Science,Winter,Seam,Sardine,Clock,Climb,Fish,Server,Bed,Mold,Throat,Storm,Meerjungfrau,Monkey,Restaurant,Nest,Whale,Tooth,Pinguin,Bow,Vampire,Anchor,Scale,Candle,Chess,Napkin,Desert,Safari,Garden,Brain,Lighter,Ice,Volcano,Manga,Minor,Gourde,Ship,Circle,Witch
Guess,Carrot,Season,Boeuf,tiger,Peach,diet,Donkey,Carrot,grape,lens,Routes,Hoe,Bike,Theater,Bar,Outlet,cove,medicine,Sugar,Pig,Farm,Ballett,Farine,Gorge,Or,light,Fire,pool,Tweezers,Flame,Crown,Panneau,cougar,\u00c9lectricit\u00e9,,Pyramid,Planche,science,Winter,embroidery,Tuna,Clock,Climb,Fish,server,Bed,mold,throat,storm,Meerjungfrau,monkey,Restaurant,,whale,Tooth,,artist,Vampire,,,,,,desert,,Garden,brain,Light,spell,Volcano,Manga,Minor,Cruche,ship,Circle,Cat
