ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81
Table Number,488396760,488382581,488494941,488438398,488314790,488214126,488253195,488216820,487889271,487888790,487747332,487630902,487415329,487559215,487491591,487501220,487457382,487319669,487207650,486714156,486867778,486981472,486775251,486659123,486430446,486366786,486295767,486124151,485628314,485185691,485185231,483967058,484233694,484682575,484435490,484195799,484351909,483994780,483944277,483310386,483013357,482955686,482658995,482501943,481844555,481212678,480162112,480965835,479677325,478712941,478518095,478269717,475857014,474111019,473319518,473890082,468164131,466086694,466081205,466083684,466084384,465621249,465731184,465664137,465664095,465664206,465664286,465668656,465435499,463714023,444471586,402108912,396307534,381826421,357001162,346689693,336562502,322726720,317609821,314360735,312552889
Move,['4'],['10'],['38'],['5'],['18'],['9'],['22'],['5'],['29'],['18'],['27'],['37'],['29'],['48'],['49'],['37'],['10'],['49'],['19'],['23'],['18'],['46'],['24'],['36'],['81'],['55'],['46'],['36'],['64'],['100'],['44'],['21'],['101'],['96'],['55'],['16'],['65'],['33'],['47'],['43'],['79'],['46'],['67'],['58'],['49'],['30'],['19'],['99'],['82'],['75'],['56'],['88'],['10'],['55'],['36'],['9'],['55'],['42'],['48'],['49'],['46'],['70'],['38'],['40'],['44'],['38'],['43'],['40'],['366'],['57'],['57'],['1253'],['457'],['761'],['1849'],['2823'],['1629'],['1182'],['1701'],['3066'],['2171']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,Français,Français,Deutsch,English,English,Français,English,English,Français,Français,Français,Français,Français,Français,Français,English,English,English,English,English,English,Français,English,English,English,Français,Français,English,Français,English,English,English,Français,Français,English,Français,English,English,Français,English,Deutsch,English,English,English,English,English,Français,Deutsch,English,English,English,Deutsch,English,English,English,English,English,English,Français,English,English,English,English,English,English,Deutsch,Français,English,English,English,English,English,Français,Français,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Bikini', 'Trunks', 'bikini', 'trunks']","['aroma', 'redolence', 'scent', 'Scent', 'Scent', 'Scent']","['Sandwich', 'Spread', 'Smooth', 'Crunchy', 'Reeses', 'Snickers']","['Pacific', '\\u00c9tendue', 'mer', 'atlantique']","['Couleur', 'Juteux', 'Clementine', 'Mandarine', 'Fruit', 'Fruit']","['Stall', 'Pferd', 'Pferdchen', 'klein', 'Shetland...', 'Shetland']","['Alarmcetral', 'Pludselig', 'S\\u00e6rligt', 'Uheldigt']","['heavy', 'feather', 'shining', 'lamp']","['Rubik', 'Film', 'm3', 'Parallepipede', 'D\\u00e9', 'D\\u00e9']","['Party', 'annually', 'celebrate', 'candle', 'Born', 'Born']","['kill', 'French', 'Robespierre', 'Headless', 'beheading', 'Beheaded']","['pr\\u00eat', 'Litt\\u00e9rature', '\\u00e9tag\\u00e8res', 'CDI', 'M\\u00e9diath\\u00e8que', 'Collection']","['Nuage', 'Bleu', 'Arc', 'arc']","['qui\\u00e9tude', 'utopie', 'onu', 'Colombe', 'Colombe', 'Colombe']","['Tryba', 'Regarder', 'Microsoft', 'Onglet', 'Velux', 'Velux']","['Cass\\u00e9e', 'Cerumen', 'helix', 'Tympans', 'Pavillon', 'Ou\\u00efe']","['Fiat', 'Goya', 'Ours', 'Bamboo']","['Dragueuse', 'ag\\u00e9e', 'nymphomane', 'Jeune', 'Vieille', 'Vieille']","['Concert', 'citation', 'entry', 'Admission', 'admittance', 'Office']","['voorbij', 'Verleden', 'Vroeger', 'Vroeger']","['African', 'George', 'Habitat', 'Amazon', 'Habitat', 'Amazonian']","['stinky', 'Tip', 'face', 'sniff', 'scent', 'snout']","['Santa', 'Clarita', 'Lose', 'Watchers', 'Weight', 'Weight']","['Plastic', 'Pocket', 'Arm', 'Hole']","['sherwood', 'Canop\\u00e9e', 'Clairi\\u00e8re', 'Tropicale', 'Broceliande', 'Rambouillet']","['Shellfish', 'Mantis', 'midget', 'crustacean', 'Tiny', 'Seafood']","['monthly', 'Time', 'Duration', 'duration', 'punctuation', 'Punctuation']","['Caterpillar', 'Monarch', 'Flutter', 'swallowtail', 'crysalis', 'Metamorphosis']","['urgentiste', 'Pimpon', 'Sapeur', '18', 'sapeur', '18']","['Combat', 'go', 'tortue', 'Furtif', 'Shuriken', 'Shuriken']","['Soap', 'Drinks', 'Pub', 'beer']","['Pantoufles', 'Sous-v\\u00eatements', 'Pied', 'V\\u00eatements']","['Incisor', 'Filling', 'Yaggababble', 'saber', 'root', 'dentin']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Caraibes', 'Perroquet', 'Corsair', 'Tipiac', 'Corsaire']","['Magritte', 'Tabac', 'Calumet', 'd\\u00e9', 'Fourreau']","['Ital', 'Alkoholos', 'Hord\\u00f3', 'Sz\\u0151l\\u0151']","['Taraud', 'mara', 'Dentiste', 'Baie', 'Rouge', 'rouge']","['Card', 'Fob', 'Padlock', 'Door', 'Peele', 'Crucial']","['undead', 'Brains', '-Cide', 'Corpse']","['Saloon', 'film', 'Cowboys', 'cowboy']","['Popov', 'Jester', 'Bozo', 'Bozo', 'Pennywise', 'Pennywise']","['Bauenhof', 'Stinkt', 'Haufen', 'Strohberg', 'M\\u00fcll', 'Kacke']","['Orbit', 'Burn', 'Ray', 'Capri', 'Celestial']","['Coulture', 'Week', 'Pavelski', 'Couture', 'water', 'tiger']","['Smoke', 'House', 'Earth', 'wind', 'Works', 'Pookie']","['Mountain', 'Billy', 'animal', 'Biles', 'Messi', 'mustache']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Ratatouille', 'Souris', 'Queue', 'Musqu\\u00e9', 'chien', '\\u00e9gout']","['Idee', 'Einfall', 'Verloren', 'In...']","['Insect', 'Swatter', 'Fishing', 'Soar', 'Wings']","['Newton', 'lab', 'biology', 'biology']","['Spray', 'Condiment', 'Salt', 'And']","['staubig', 'Pulver']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['Wind', 'Regen', 'Weer', 'Bliksem']","[""e'rbody"", 'tipsy', 'caveman', 'cudgel']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['happy', 'annually', 'another', 'year']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['gravy', 'gingerbread', 'Teatime', 'PETIT', 'cracker', 'Digestive']","['Semolina', 'polished', 'carbohydrate', 'African', 'Wheat', 'wheat']","['nectar', 'Pot', 'blossom', 'comb']","['Device', 'bunny', 'corn', 'eustachian', 'Listening', 'listen']","['bob', 'pepito', 'couvre-chef', 'mariachi']","['Clown', 'Zapatta', 'Tigres', 'Funambule', 'Chapiteau', 'Chapiteau']","['Sewing', 'Join', 'Clothes', 'Clothing', 'Edge', 'Edge']","['Guerre', 'paratonnerre', 'Thor', 'Coup', 'Zeus', 'Zeus']","['Ermintrude', 'Mammal', 'cattle', 'Milk', 'Milk', 'milk']","['Beanie', 'toque', 'Headdress', 'sombrero', 'Sombrero']"
Mystery Word,Swimsuit,Perfume,Peanut,Oc\u00e9an,Orange,Pony,Emergency,Light,Cube,Birthday,Guillotine,Biblioth\u00e8que,Ciel,Paix,Fen\u00eatre,Oreille,Panda,Cougar,Ticket,History,Jungle,Nose,Diet,Sleeve,For\u00eat,Shrimp,Period,Butterfly,Pompier,Ninja,Bar,Chaussette,Tooth,Quarter,Root,Pirate,Pipe,Wine,Fraise,Key,Zombie,Western,Clown,Mist,Sun,Shark,Fire,Goat,Guard,Rat,Gedanke,Fly,Science,Pepper,Puder,Dress,Storm,Club,Coin,Bar,Stone,Patron,Birthday,Envelope,Plastic,Card,Soap,Mill,Poker,Bouclier,Vegetable,Biscuit,Couscous,Honey,Ear,Sombrero,Cirque,Seam,Foudre,Cow,Hat
Guess,Shell,Fragrance,Peanut,Oc\u00e9an,orange,Pony,Ulykke,light,Cube,Birthday,guillotine,Biblioth\u00e8que,Ciel,Paix,Fen\u00eatre,Oreille,Animal,Cougar,Ticket,History,Jungle,Nose,,Sleeve,For\u00eat,Shrimp,Period,butterfly,pompier,ninja,Bar,Chaussettes,Tooth,mix,,Pirate,Pipe,Wine,,Key,zombie,Western,,Mist,Sun,Shark,iron,Goat,guard,Rat,,Fly,Science,pepper,Russ,,Onweer,Club,Coin,Bar,Stone,Coin,Birthday,Bag,Cosmetics,Card,Soap,Mill,Poker,Chevalier,Vegetable,Bisquit,fufu,honey,Ear,Sombrero,Cirque,Zip,Eclair,Cow,Hat
