ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80
Table Number,500575047,500574211,500621128,500599453,500560257,500412148,500103092,499991545,500208093,500094148,499762817,499765317,499503842,499434834,499015388,499137764,499143804,498984679,498946527,498938279,498763647,498320868,498548445,497900995,497811126,497675300,497697831,497724153,497046566,497407451,496405272,496950019,497098868,496533291,496883057,496863748,496474207,496712411,496352321,496296277,496180958,495942525,496017157,495984241,495122405,495349332,494781052,494569914,494522455,493675456,493611700,492255626,490945085,491305856,490280100,484682575,484435490,484195799,479677325,471793759,465912719,466086694,466081205,466083684,466084384,465731184,465664137,465664206,465668656,444471586,422619886,420552674,405054016,402108912,387173467,348302073,343894377,337346134,319065151,317609821
Move,['11'],['5'],['18'],['6'],['10'],['6'],['8'],['10'],['18'],['18'],['24'],['19'],['15'],['19'],['36'],['43'],['49'],['18'],['15'],['193'],['77'],['32'],['30'],['92'],['73'],['73'],['83'],['52'],['38'],['56'],['9'],['43'],['49'],['43'],['37'],['63'],['27'],['75'],['83'],['85'],['68'],['31'],['26'],['91'],['50'],['43'],['49'],['104'],['90'],['7'],['251'],['54'],['46'],['39'],['37'],['98'],['55'],['39'],['82'],['83'],['86'],['47'],['53'],['54'],['51'],['43'],['46'],['43'],['45'],['57'],['656'],['687'],['1918'],['1416'],['1520'],['2638'],['2608'],['4242'],['420'],['1804']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only
Language,English,Français,English,English,English,English,English,English,English,Deutsch,Deutsch,Deutsch,Français,English,English,English,English,English,Français,English,English,English,Français,Français,Deutsch,English,English,English,English,English,English,Deutsch,English,English,Français,English,Français,English,English,Français,English,Français,Français,English,English,English,Deutsch,English,English,English,English,English,English,Français,Français,English,English,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français,English,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['\\u305b\\u3044\\u3056', '\\u3082\\u3053\\u3082\\u3053', '\\u308f\\u305f\\u3042\\u3081', '\\u30af\\u30e9\\u30fc\\u30af\\u306f\\u304b\\u305b', '\\u308f\\u305f', '\\u30c9\\u30ea\\u30fc']","['Fabriquant', 'Baguette', 'Artisan', 'Pain']","['comb', 'graze', 'hair', 'Hair', 'Hair', 'Hair']","['scent', 'needles', 'cornifer', 'Christmas', 'tree', 'tar']","['esophagus', 'Swallow', 'Neck', 'Neck']","['Sledge', 'Butts', 'Mc', 'M.', 'C.', 'M.C.']","['\\u3061\\u3085\\u30fc\\u308a\\u3063\\u3077', '\\u307f\\u305a\\u3084\\u308a', '\\u3072\\u307e\\u308f\\u308a', '\\u30de\\u30ea\\u30fc\\u30b4\\u30fc\\u30eb\\u30c9', '\\u3070\\u3089']","['Boxing', 'Spiked', 'Fruit', 'Fist']","['Venomous', 'Pincers', 'Arachnid', 'Subzero', 'Astrology', 'Sting']","['Caipirinha', 'B52', 'Colada', 'Glas', 'Mojito', 'Mojito']","['107.7', 'Wellen', 'Funk', 'Musik', 'UKW', 'EMPF\\u00c4NGER']","['Film', 'Regie', 'Regisseur', 'Quentin', 'Quentin', 'Quentin']","['Pise', 'Eiffel', 'Beffroi', 'Citadelle']","['pastries', 'profession', 'Producer', '221b', 'Dozen', 'Dozen']","['Vivaldi', 'disco', 'mozart', 'Jazz', 'rythm', 'Rhythm']","['Snakes', 'Snake', 'Rungs', 'Rungs']","['Fleece', 'Llama', 'sheep', 'material', 'yarn', 'cashmere']","['Praline', 'witch', 'Nut', 'eyes', 'Nut', 'Eyes']","['Bl\\u00e9', 'Malt', 'Orge', 'Lait']","['Pit', 'Donut', 'target', '18', 'golf', 'Golf']","['Serra', 'Fischger\\u00e4t', 'Anaheim', 'Boreanaz', 'halo', 'Halo']","['praline', 'Galaxy', 'bittersweet', 'Brown']","['cuisine', 'jardin', 'Repas', 'Meuble']","['natation', 'Tuba', 'Troph\\u00e9e', 'plong\\u00e9e', 'huile', 'Huile']","['Citycar', 'Mitfahren', 'Busersatz', 'bestellen', 'Uber', 'Uber']","['Sk\\u00e1lm\\u00f6ld', 'Stam1na', 'brons', 'Doesjka', 'Muziekstijl', 'muziekgenre']","['zealot', 'Hazel', 'brazil', 'loony', 'pecan', 'pecans']","['\\u30af\\u30a4\\u30fc\\u30f3', '\\u3044\\u3057\\u3064\\u3076\\u3066', '\\u304a\\u3055\\u3051', '\\u3084\\u3056\\u308f\\u3048\\u3044\\u304d\\u3061']","['CQ', 'Noise', 'Am', 'Local', 'DJ', 'Dj']","['Meek', 'Grist', 'Grindstone', 'Pepper', 'grinder', 'grinder']","['celluloid', 'Ebert', 'Kodak', 'screen', 'movie', 'Movie']","['Kopfunterlage', 'Sofaauflage', 'Daunen', 'Kopf', 'Schlacht', 'Schlacht']","['Partridge', 'comice', 'Apple', 'Shaped', 'seed', 'Two']","['sky', 'Full', 'Ass', 'eclipse', 'lunar', 'lunar']","['Grappe', 'Bananes', 'Maigrir', 'Alimentaire']","['Blade', 'sallow', 'maple', 'maple', 'maple', 'maple']","['Clafoutis', 'dessert', 'Onion', 'Tatin', 'Tatin', 'Tatin']","['Clegane', 'Matterhorn', 'Denali', 'Shasta', 'Dew', 'Momma']","['Hut', 'Hawai', 'calzone', 'italy', 'pepperoni', 'Pepperoni']","['Compeed', 'Eclairage', 'Led', 'cloque', 'Id\\u00e9e', 'Id\\u00e9e']","['guided', 'wildlife', 'View', 'Animals', 'Natural', 'Exploration']","['Fumer', 'Cancer', 'Tabac', 'Nicotine', ""Export'a"", 'Marten']","['Embouteillage', 'Voiture', 'fermeture', 'liege']","['Shopping', 'Sale', 'Designer', 'power', 'discount', 'Plug']","['Mane', 'Fur', 'tresses', 'spray']","['Glass', 'Toe', 'Hint', 'Money']","['Magma', 'Vesuv', 'Lava', 'Ausbrechen', 'Eifel', 'Feuerberg']","['mexican', 'Girls', 'Peper', 'arrakis', 'Dune', 'Dune']","['Carpenter', 'Fuzzy', 'Apiary', 'Hive', 'Hive']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['Minotaur', 'Gangsystem', 'Majsmark', 'Udfordring']","['Shelter', 'Sleep', 'Pitched', 'Camping', 'Camping', 'Camping']","['Juliet', 'Dag', 'Luiedag', 'Strijken']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Jaune', 'Colis', 'D\\u00e9m\\u00e9nagement', 'd\\u00e9m\\u00e9nagement', 'D\\u00e9m\\u00e9nagement']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Slime', 'bundt', 'toxin', 'form', 'Moist', 'mildew']","['Saddle', 'Equestria', 'Small', 'Equine']","['Devo', 'hit', ""Indy's"", 'Weapon']","['Headwear', 'Headdress', ""King's"", 'Kingly']","['Cigarette', 'Plant', 'Maracaibo', 'trades-good']","['Medical', 'Facility', ""Patient's"", 'Building']","['DBZ', 'Villain', 'Prison', 'Room']","['Fermented', 'Grape', 'Viticulture', 'Product']","['Eden', 'Island-', 'Two', 'Tickets']","['Favorite', 'Theme', 'Libertalia', 'Crew']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['up', 'Code', 'Wear', 'Clothes']","['baking', 'gun', 'icing', 'baby', 'explosive', 'dust']","['French', 'Fish', 'Chips', 'Chips']","['Gift', 'Tense', 'Delibird', 'now', 'Now', 'now']","['Gold', 'SnowWhite', 'Bearded', 'Kryten', 'Grumpy', 'Grumpy']","['Bois', 'Mariguette', 'M\\u00fbre', 'Cassis', 'Gariguette', 'Gariguette']","['Taylor', 'Bash', 'Live', 'Music']","['Carrot', 'orange.dildo', 'orange', 'vegetable', 'cake']","['3D', 'square', 'rubik', '^3']","['Donatello', 'mus\\u00e9e', 'Tuyau', 'Splinter', 'Rat', 'Rat']"
Mystery Word,Sheep,Boulanger,Brush,Pine,Throat,Hammer,Flower,Punch,Scorpion,Cocktail,Radio,Tarantino,Tour,Baker,Music,Ladder,Wool,Hazel,C\u00e9r\u00e9ale,Hole,Angel,Chocolate,Table,Palme,Taxi,Metal,Nut,Rock,Radio,Mill,Film,Kissen,Pear,Moon,R\u00e9gime,Leaf,Tarte,Mountain,Pizza,Ampoule,Safari,Cigarette,Bouchon,Outlet,Hair,Tip,Vulkan,Spice,Bee,Heat,Labyrinth,Tent,Sunday,Baleine,Valise,Quarter,Root,Carton,Guard,Mold,Pony,Whip,Crown,Tobacco,Hospital,Cell,Wine,Paradise,Pirate,Vegetable,Dress,Powder,Fries,Present,Dwarf,Fraise,Concert,Carrot,Cube,\u00c9go\u00fbt
Guess,sheep,Boulanger,,pine,Throat,Toboggan,Flower,,Scorpion,Cocktail,Radio,,monument,baker,Music,Treasure,Wool,halloween,C\u00e9r\u00e9ale,hole,Mountains,Chocolate,Barbecue,,Taxi,metal,Nut,king,time,Ground,film,Kissen,Pear,moon,Fruit,,G\u00e2teau,mountain,Pizza,Ampoule,zoo,Cigarette,Bouchon,Stylist,Hair,Pochacco,,Cactus,bee,,Labyrint,Bed,Sunday,Baleine,valise,,,Poste,guard,mold,horse,Whip,Bonnet,Tobacco,Hospital,Cell,Wine,Paradise,Pirate,Vegetable,Formal,Sugar,Fries,,Dwarf,Fraise,Concert,carrot,Cube,\u00c9gouts
