ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67
Table Number,553654798,553593610,553423265,553424758,553197704,552858872,552408247,552985698,552788681,552744519,552701094,552842629,552511060,552318025,552113848,552199337,552074806,551871530,551572084,551324603,550920354,550601356,550142266,549440230,549941880,549977735,549857080,549656035,549575135,549497532,549449060,548751447,549185052,549292649,548940114,549003633,548659354,547517034,547537580,547212485,546915363,546837128,546893479,546021719,545618695,544734104,544337775,544179130,543879156,539937223,539056880,535380893,533993182,534528798,534335856,533093056,528822756,528042758,520583929,511221983,508762408,489469138,481212678,478416865,422619886,396307534,319065151
Move,['5'],['7'],['5'],['7'],['6'],['17'],['7'],['10'],['7'],['19'],['13'],['31'],['9'],['27'],['56'],['12'],['27'],['45'],['50'],['38'],['52'],['91'],['87'],['100'],['49'],['65'],['78'],['44'],['55'],['117'],['80'],['73'],['82'],['61'],['89'],['77'],['91'],['40'],['50'],['26'],['11'],['85'],['106'],['86'],['43'],['83'],['57'],['74'],['130'],['40'],['64'],['11'],['45'],['25'],['605'],['31'],['191'],['52'],['108'],['1464'],['511'],['1257'],['303'],['1336'],['842'],['693'],['545']
Mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,Français,English,Français,Français,English,Deutsch,Français,Français,English,English,English,Français,English,Français,English,English,English,English,English,English,English,Français,English,English,English,English,English,English,Français,Français,English,English,English,English,English,English,Français,Deutsch,English,English,Français,Français,English,Français,Français,English,Français,English,Français,Deutsch,Deutsch,Français,English,Deutsch,English,English,English,Deutsch,English,English,English,Français,English,Français,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Pr\\u00e9visions', 'Miss', 'Temps', 'Temps']","['LED', 'Mesh', 'Interview', 'Viewing']","['Cosmos', 'Gardiens', 'Tr\\u00e8s', 'Lointaine']","['Caf\\u00e9', 'Comptoir', 'Poisson', 'Poisson']","['freckled', 'produce', 'Anjou', 'Partridge', 'Shape', 'Fruit']","['Horrorkom\\u00f6die', 'Monster', 'Film', 'Mogwai']","['Eden', 'Dieu', 'Vanessa', 'Ange']","['paris', 'oiseau', 'mouette', 'villes']","['gel', 'shave', 'Rapunzel', 'Toupet']","['Crossroads', 'Link', 'Interstate', 'intersection', 'Connection', 'Connection']","['Jalape\\u00f1o', 'Spice', 'Lonely', 'Hearts', 'Salt', 'Grinder']","['Permis', 'Majorette', 'hotwheels', 'Moteur', 'Pneu', 'Essuieglace']","['Concerto', 'Stringed', 'Bowstring', 'String', 'Stradivarius', 'Stradivarius']","['bandit', 'cul-de-jatte', 'pingouin', 'amput\\u00e9']","['Forest', 'Spores', 'enoki', 'mycelium']","['Dough', 'Sliced', 'Ducks', 'Yeast', 'Carbs', 'Baked']","['Nutty', 'Lecturer', 'Flitwick', 'University', 'Snape', 'Snape']","['Pictures', 'Movie', 'Acting', 'Feature', 'Media', 'Kodak']","['Saturday', 'Night', '104', 'Fahrenheit', 'Flu', 'Temperature']","['Ulna', 'sex', 'Osteoporosis', 'Density', 'Femur', 'femur']","['NATO', 'Friends', 'Treaty', 'Accord', 'Military', 'Partnership']","['Pain', 'seigle', 'Poudre', 'T45', 'Bl\\u00e9']","['Dragons', 'Struck', 'Bolt', 'Bolt', 'Thor', 'Thor']","['Poppins', 'Shield', 'Academy', 'Folding', 'Rihanna']","['Geometric', 'String', 'Bowie', 'Bowie', 'bowie']","['axe', 'gnome', 'Dwalin', 'sneezy', 'sneezy']","['game', 'Boardgame', 'Go', 'bishop', 'Kasparov', 'kasparov']","['Hilarious', 'Club', 'Stand-up', 'Humour', 'Improv', 'genre']","['Carnutes', 'Racine', 'VIERGE', 'Bor\\u00e9ale', 'Paimpont', 'Broc\\u00e9liande']","['Babel', 'Nesle', 'Montparnasse', 'Circonf\\u00e9rence', 'Infernale', 'Donjon']","['fruit', 'mario', 'persica', 'cobbler', 'princess', 'princess']","['Cinnamon', 'Powder', 'Coriander', 'cloves', 'Paprika', 'Sugar']","['Focaccia', 'French', 'Rye', 'loaf', 'yeast', 'Yeast']","['Cyberpunk', 'Metal', 'Melody', 'Song']","['Bicycle', 'safety', 'Head', 'Hardhat', 'Motorcycle', 'Protect']","['dusk', 'Pm', 'moon', 'Night', 'Sunset', 'bedtime']","['3', 'universit\\u00e9', 'Coll\\u00e8ge', 'Devoirs', 'Maternelle', 'Maternelle']","['Trinity', 'Keanu', 'Neo', 'Neo']","['brim', 'Stovetop', 'Toque', 'fedora', 'fedora']","['Boat', 'in', 'Wind', 'wind']","['Raie', 'Avril', 'Brochet', 'Requin', 'Aquarium', 'Bocal']","['Lettre', 'Collant', 'philat\\u00e9lie', 'Enveloppe']","['Mensa', 'Loci', 'Einstein', 'Einstein', 'Smart', 'smart']","['Lucarne', 'Carreau', 'Volets', 'vitr\\u00e9e', 'Vitrail']","['Poisson', 'Fente', 'peigne', 'Cheveux']","['Mirage', 'Slot', 'Gambling', 'Royale', 'roulette']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['metal', 'vial', 'glass', 'container', 'alcohol', 'alcohol']","['Piquant', 'Pied', 'Rouge', 'Jaune', 'Pleurs', 'Ail']","['Troubadix', 'Film', 'Obelix', 'Comic', 'Idefix', 'Idefix']","['Hitze', 'Verwirrt', 'Haluzinazion', 'T\\u00e4uschung', 'W\\u00fcste', 'W\\u00fcste']","['Collier', 'Doom', 'Bijou', 'Brillant', 'Hu\\u00eetre']","['Hemlock', 'Toxin', 'sick', 'Oak']","['Religion', 'Sanctuary', 'Indiana', 'Kerkelijk', 'prey']","['Bamboo', 'whistle', 'wind', 'Blow', 'Music', 'Piccolo']","['Sea', 'Sail', 'Salty', 'Indian', 'Arctic', 'Tides']","['Benjamin', 'Panic', 'Lives', 'Factory']","['Eingewickelt', '\\u00c4gypten', '\\u00c4gyptisch', 'Toilettenpapier']","['Ka', 'kriechen', 'Boa', 'Lang', 'Giftig']","['curds', 'Gruy\\u00e8re', 'Big', 'Feta', 'Camembert']","['Mjolnir', 'MC', 'Thor', 'Nail']","['Pr\\u00e9cieux', 'ru\\u00e9e', 'brille', 'Bijou']","['Brunette', 'Blonde', 'Band', '80s', 'follicle', 'lice']","['\\u00c9li', 'Bras', 'Tribal', 'Peau', 'Encre', 'Encre']","['Kids', 'The', 'List', 'Dishes']","['Climb', 'Tool', 'climbing', 'Up', 'step', 'extension']","['migjorn', 'gregal', 'Air', 'Movement']"
Mystery Word,M\u00e9t\u00e9o,Screen,Galaxie,Bar,Pear,Gremlins,Paradis,Pigeon,Hair,Junction,Pepper,Voiture,Violin,Manchot,Mushroom,Bread,Professor,Film,Fever,Bone,Alliance,Farine,Thunder,Umbrella,Labyrinth,Dwarf,Chess,Comedy,For\u00eat,Tour,Peach,Spice,Bread,Music,Helmet,Evening,\u00c9cole,Matrix,Hat,Sail,Poisson,Timbre,Genius,Fen\u00eatre,Raie,Casino,Anneau,Flask,Oignon,Asterix,Fata Morgana,Perle,Poison,Tempel,Flute,Ocean,Button,Mumie,Snake,Cheese,Hammer,Or,Hair,Tatouage,Menu,Ladder,Wind
Guess,M\u00e9t\u00e9o,Screen,Galaxie,Bar,Pear,Godzilla,Eve,Pigeon,Hair,Junction,Pepper,Voiture,Orchestra,Mancho,mushroom,Bread,Professor,Film,fever,Bone,alliance,Farine,Sword,Umbrella,,dwarf,Chess,comedy,,Tour,Peach,spice,bread,beat,Helmet,Evening,\u00c9cole,Matrix,Hat,sail,,Timbre,iq,,Raie,Casino,Anneau,Syringe,oignon,Asterix,Illusion,Perle,Poison,,flute,Ocean,Button,Mumie,Schlange,Cheese,Hammer,Or,Hair,Tatoo,Chores,ladder,Wind
