ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81,Scrapnumber82,Scrapnumber83
Table Number,499536715,499428870,498895619,498891809,498884071,498542875,498320868,498375628,498332560,497614150,498436600,498337657,498136926,497956953,498123851,498108109,497900995,497898386,497830850,497577135,497721422,497475123,497398022,497228733,497293911,497257045,496884758,497202908,497098868,496743020,496938426,496883057,496688279,496531476,496595655,496466712,496418420,496416430,496190594,496122321,496058086,495708536,495847278,495605195,495552382,495349332,495050738,494412075,494674952,494540885,492863434,493675456,493151089,493334781,491305856,490280100,490555540,485539344,484682575,484435490,484195799,479677325,478416865,470247957,465912719,465730124,465730355,465730615,465732005,465733714,465664095,465664286,465669875,465665695,464921867,444471586,417255169,381777020,374138794,356959263,322726720,319065151,313533300
Move,['53'],['5'],['6'],['18'],['13'],['18'],['32'],['45'],['56'],['25'],['13'],['32'],['9'],['28'],['49'],['18'],['56'],['49'],['53'],['12'],['42'],['37'],['91'],['90'],['41'],['36'],['56'],['75'],['30'],['22'],['30'],['21'],['72'],['53'],['45'],['54'],['31'],['46'],['100'],['92'],['67'],['67'],['60'],['28'],['82'],['43'],['60'],['57'],['72'],['93'],['68'],['7'],['97'],['86'],['39'],['37'],['95'],['65'],['98'],['55'],['39'],['82'],['380'],['865'],['79'],['48'],['43'],['43'],['43'],['48'],['44'],['43'],['42'],['43'],['51'],['57'],['1741'],['1290'],['1477'],['1537'],['1214'],['420'],['3879']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode
Speed,Real-time • Normal speed (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Fast Turn-based • 8 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Français,Français,Deutsch,Deutsch,English,Français,English,English,Deutsch,Deutsch,Français,English,Français,English,English,Français,Français,English,Deutsch,Français,English,English,English,Français,English,English,Deutsch,English,English,English,Français,Français,English,English,English,Français,English,Français,English,English,English,English,English,English,English,English,English,English,English,Français,Français,English,Deutsch,English,Français,Français,English,English,English,English,Français,English,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['\\u00e9puration', 'Plaques', 'effluves', 'souterrain', 'Rat', 'Evacuation']","['martin', 'filet', 'amorce', 'patient']","['Knopf', 'Notruf', 'Schrill', 'Gefahr', 'Sirene', 'Sirene']","['Pille', 'Mathe', 'Unternehmensorganisation', 'Kaninchen', 'Film', 'Film']","['Skeleton', 'Collector', 'Skull', 'Cross', 'Dog', 'Dinosaur']","['Insecte', 'urticante', 'M\\u00e9tamorphose', 'Papillon', 'pyrale', 'proc\\u00e9ssionnaire']","['praline', 'Galaxy', 'bittersweet', 'Brown']","['Bronze', 'Wearable', 'Winner', 'Award', 'Olympic', 'Olympics']","['Paarhufer', 'Eber', 'Pumba', 'Peppa', 'Borstenvieh', 'Iberico']","['K\\u00f6nig', 'Mufasa', 'Wildtier', 'Leo', 'Gehege']","['Dumbledore', 'Elle', 'M\\u00e9chante', 'Balai', 'B\\u00fbcher', 'Poison']","['Computer', 'Block', 'Salt', 'Vinegar', 'Wood', 'Chocolate']","['Abri', 'Piquets', 'Oncle', 'B\\u00e2che', 'Roulotte', 'Roulotte']","['Compact', 'hatchback', 'Mustang', 'Automobile', 'Wheels', 'race']","['Eiffel', 'Pisa', 'Twin', 'Rapunzel', 'Control']","['Br\\u00e9silien', 'Electronique', 'Poignet', 'Bijoux', 'Poignet', 'Bijoux']","['Arbal\\u00e8te', 'Cible', 'arc', 'Direction', 'arc', 'Direction']","['Sucralose', 'sweet', 'Dessert', 'Granulated', 'Candy']","['Kugel', 'Komponist', 'Zauberfl\\u00f6te', 'Constanze']","['Tique', 'March\\u00e9', 'insecte', '\\u00e9lectronique', 'demangeaison', 'chien']","['Eyeless', 'Slimy', 'Gross', 'Bait']","['Smelly', 'Barracuda', 'trout', 'Fingers', 'Scales', 'haddock']","['Trombone', 'Chute', 'Electric', 'Push', 'Alpine', 'Baseball']","['Piqu\\u00e9', 'permanent', 'Encres', 'piercing', 'Encre', 'Piercing']","['Obgyn', 'Cardiologist', 'Medicine', 'Hospital']","['TMNT', 'food', 'ninja', 'turtles', ""Domino's"", 'Hut']","['Extremsport', 'laufen', 'Ironman', 'Fahrrad', 'Schwimmen', 'schwimmen']","['Decor', 'Ming', 'Bouquet', 'Flowers', 'amphora', 'Amphora']","['Syringe', 'Heroin', 'tricot', 'haystack', 'Haystack', 'Haystack']","['alfalfa', 'brussel', 'Fresh', 'bean']","['Ville', 'Zone', 'Morceau', 'Orange', 'Minimes', 'Bonnefoy']","['One', 'Piece', 'Bd', 'Japonaise']","['Hocus', 'magic', 'Salem', 'Salem']","['Catholic', 'Leader', 'religious', 'president']","['Cigarettes', 'Dupont', 'Flame', 'Bic', 'Fluid', 'Fluid']","['Cloque', 'Rond', 'Champagne', 'Z\\u00e9ro', 'Savon', 'Savon']","['Rollercoaster', 'Fairground', 'Bike', 'Horse', 'Bike', 'Horse']","['Tricot', 'Capitaine', 'mousqueton', 'pirate', 'Esse', 'Aiguille']","['Kermit', 'Marionette', 'Figurehead', 'Muppet', 'master', 'Master']","['Nautical', 'Heavy', 'Tattoo', 'Mooring', 'Chain', 'Fix']","['COME', 'command', 'foot', 'Fido', 'Louboutin', 'Louboutin']","['entitlement', 'inalienable', 'ambiguous', 'Mr.', 'Price', 'true']","['Biology', 'Geek', 'Chemistry', 'Geology', 'Physics', 'Physics']","['Rihanna', 'Bling', 'Carat', 'sparly']","['Unwavering', 'Lake', 'chiral', 'reflect', 'on', 'wall']","['Glass', 'Toe', 'Hint', 'Money']","['Scruff', 'Goatee', 'Goatee', 'goatee']","['Official', 'Officer', 'Ceremony', 'Napittaa', 'Soldier', 'Sotilas']","['Vermin', 'Earwig', 'pest', 'insect', 'pest', 'insect']","['Past\\u00e8que', 'Charentais', 'egocentrisme', 'Chapeau', 'Cavaillon', 'Cavaillon']","['Mario', 'Terrestre', 'Etoiles', 'interstellaire']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['Mum', 'Bohemian', 'King', 'Latifah', 'Mercury', 'Mercury']","['Knot', 'Windsor', 'shoelaces', 'Shoelaces']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['nutricionista', 'stevia', 'atkins', 'cetogenica', 'Control', 'Men\\u00fa']","['salt', 'habanero', 'condiment', 'spicy']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Jaune', 'Colis', 'D\\u00e9m\\u00e9nagement', 'd\\u00e9m\\u00e9nagement', 'D\\u00e9m\\u00e9nagement']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Feuille', 'Tronc', 'S\\u00e9quoia', 'Merisier', 'Fr\\u00eane', 'Fr\\u00eane']","['infantry', 'DiCaprio', 'All', 'Porthos', 'rifleman', 'Rifleman']","['ichabod', 'Lift', 'Construction', 'heron']","['Bird', 'KungFu', 'karate', 'kick']","['Titanic', 'ship', 'Killer', 'killer']","['Furry', 'bear', 'Two-toned', 'two-tone']","['Cashew', 'Brazil', 'squirrel', 'treat']","['Crimson', 'and', 'lucky', 'irish']","['Mean', 'Girls', 'kardashian', 'face']","['Dish', 'Liquid', 'sudsy', 'clean']","['Miniature', 'Prep', 'my', 'job']","['Great', 'desire', 'fruit', 'love']","['Engagement', 'gold', 'circus', 'perimeter']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['Geometric', 'Scheme', 'Geometry', 'Khufu', 'Tomb', 'Egypt']","['Shoestring', 'Animal', ""McDonald's"", 'Potato']","['blades', 'chopper', 'Huey', 'Lynx']","['in-point', 'Trunk', 'file', 'Basket', 'court', 'Pencil']","['Full', 'Square', 'Door', 'Terraced', 'Home', 'Home']","['3D', 'square', 'rubik', '^3']","['Cinderella', 'Croquet', 'sphere', 'billiard', 'Dodge', 'drop']"
Mystery Word,\u00c9go\u00fbt,P\u00eacheur,Alarm,Matrix,Bone,Chenille,Chocolate,Medal,Schwein,L\u00f6we,Sorci\u00e8re,Chip,Tente,Car,Tower,Bracelet,Fl\u00e8che,Sugar,Mozart,Puce,Worm,Fish,Slide,Tatouage,Doctor,Pizza,Triathlon,Vase,Needle,Sprout,Quartier,Manga,Witch,Pope,Lighter,Bulle,Ride,Crochet,Puppet,Anchor,Heel,Right,Science,Diamond,Mirror,Tip,Beard,Uniform,Cockroach,Melon,Galaxie,Heat,Queen,Tie,Baleine,Valise,Diet,Pepper,Quarter,Root,Carton,Guard,Arbre,Musketeer,Crane,Crane,Iceberg,Panda,Nut,Clover,Plastic,Soap,Painting,Passion,Ring,Vegetable,Pyramid,Fries,Helicopter,Case,House,Cube,Ball
Guess,\u00e9gout,peche,Alarm,,bone,Chenille,Chocolate,medal,Wildschwein,L\u00f6we,Sorci\u00e8re,Chips,Tente,Car,Tower,Cigarette,,Sugar,Mozart,puce,worm,fish,Slide,Tatouage,Doctor,Pizza,Triathlon,Vase,drug,WAFFEL,quartier,Manga,Trick,Pope,lighter,bulle,Ride,Crochet,puppet,Rope,,right,Science,Diamond,mirror,Pochacco,Beard,uniform,pest,Melon,Galaxie,,queen,Tie,Baleine,valise,Dieta,sals,,,Poste,guard,Arbre,Musketeers,Crane,Crane,Lifeboat,Grizzly,Nut,Clover,Cosmetics,Soap,Paint,Passion,Ring,Vegetable,Pyramid,Fries,helicopter,Case,House,Cube,Ball
