ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59
Table Number,456608225,456344312,456222316,455954034,455855863,455340110,455082060,455034556,455017730,454944699,454581307,454408709,454347001,454259371,454097047,454009839,453630167,453589776,453157825,452780156,452785813,452751482,452672686,452357391,452316821,451595440,451359006,451213664,451153700,450758314,450600836,449716212,449361717,448202573,447297035,446585119,446514318,445628197,444843544,443958521,443775902,442941057,441538900,441488112,441032575,431028987,426921218,422619886,393621459,381826421,363390977,357001162,338553253,337346134,331907183,323499397,322726720,314877288,312552889
Move,['11'],['7'],['9'],['16'],['20'],['20'],['21'],['21'],['32'],['41'],['18'],['57'],['47'],['54'],['44'],['73'],['11'],['73'],['24'],['65'],['74'],['32'],['49'],['82'],['45'],['75'],['41'],['71'],['73'],['43'],['64'],['18'],['117'],['40'],['61'],['57'],['20'],['26'],['60'],['75'],['622'],['67'],['82'],['102'],['16'],['378'],['284'],['356'],['870'],['573'],['1280'],['1767'],['1519'],['3328'],['875'],['4491'],['1039'],['3314'],['2006']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Deutsch,Français,English,English,Français,Français,English,Deutsch,Deutsch,English,Deutsch,English,English,English,English,English,English,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français,English,Deutsch,Deutsch,English,Deutsch,Français,English,Français,English,English,English,English,English,Français,English,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Krankheit', 'Infekt', 'Grippeverursacher', 'Herpes']","['Pichu', 'minato', 'patisserie', 'Orage']","['Reynard', 'Fire', 'Hound', 'Sports', 'Cub', 'Vulpes']","['crawl', 'rocks', 'every', 'mountain']","['Suite', 'Double', 'Orchestre', 'Mortuaire', 'Robe', 'Dormir']","['Feuilles', 'chance', 'Parfum\\u00e9', 'Irlande', '4', 'quatre']","['tiny', 'stallion', 'Mule', 'Mare']","['bauernfreundlich', '\\u00d6kodusche', 'Wolken', 'Niesel', 'Niederschlag', 'Niederschlag']","['Standesamt', 'Gravur', 'juwelier', 'Symbol']","['Cotton', 'Razzles', 'Sweet', 'Chocolate']","['King', 'Adlige', 'Elisabeth', 'Corgis', 'Bohemian', 'Freddy']","['intestines', 'stuffed', 'brat', 'kolache']","['Kumite', 'Dojo', 'Kid', 'Taekwondo', 'Martial', 'Martial']","['Cylindrical', 'Cylinder', 'duct', 'Pipe', 'Plastic', 'Underground']","['Tooth', 'Tinkerbell', 'Mythical', 'Fantasy', 'Godmother', 'Wings']","['Crusoe', 'X', 'dabloons', 'Map', 'National', 'Pirate']","['Panes', 'Translucent', 'glass', 'view']","['alv\\u00e9ole', 'Pops', 'Ruche', 'Nectar', 'Acacia', 'Malaury']","['Gunpowder', 'Nick', 'Warship', 'Stationary', 'Artillery', 'Artillery']","['grim', 'black', 'cheese', 'humid', 'Cake', 'Aspergillus']","['13th', 'weekday', 'crusoe', 'Week', 'Jason', 'Weekend']","['Stich', 'Fabric', 'Sewing', 'Ripper', 'Ripper']","['Belly', 'pants', 'Something', 'Click', 'Press', 'Press']","['Crimp', 'Janja', 'Corporate', 'Ladder', 'Everest', 'journey']","['Ororo', 'Daniels', 'gale', 'X-Man', 'Thunder', 'Thunder']","['Sheldon', 'Albert', 'Brilliant', 'O', 'Einstein', 'Einstein']","['Animal', 'Slaughterer', 'Cutter', 'Cutter']","['Shaker', 'Iodized', 'Sodium', 'sodium']","['Sew', 'String', 'Conversation', 'Train', 'Tapestries', 'Composition']","['Rail', 'Point', 'Petticoat', 'coupling', 'Train', 'Pipe']","['lamp', 'fire', 'Magma', 'magma']","['1978', 'Mustang', 'Mare', 'Neigh', 'Neigh', 'Neigh']","['Boob', 'Casaba', 'Winter', 'Cavaillon', 'Cantaloupe', 'cantaloupe']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Centimes', 'Salle', 'Monnaie', 'Appartement']","['guacamole', 'Hat', 'Mexican', 'Mexican', 'hat', 'hat']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['Zigaretten', 'Rauchen', 'Pflanze', 'nikotin', 'Nikotinhaltig', 'pflanzlich']","['Wooden', 'Aim', 'Direction', 'Robin', 'Fletcher', 'Fletching']","['br\\u00fcten', 'Kuckuck', 'Vogel', 'Eier', 'Vogel', 'Eier']","['bill', 'p\\u00e9tanque', 'Fion', 'Spherique']","['Respect', 'tie', 'tie', 'NA']","['Vin', 'Gourde', 'Verre', 'Boire', 'Plastique']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Nursing', 'educational', 'Uniform', 'Teacher']","['Looking', 'Glass', 'reflection', 'broken']","['Place', 'Site', 'Card', 'Cineplex']","['Moche', 'pis', '\\u00c9cr\\u00e9m\\u00e9', 'regi', 'brique']","['Freaky', 'fifth', 'fish', 'TGI']","['Braxton', 'hole', 'Skeleton', 'Essential', 'Peele']","['shell', 'cracker', 'Brazilian', 'Pea', 'Case', 'Job']","['Chips', 'Screen', 'Tanning', 'tan', 'rise', 'Solar']","['Not.you', 'you', 'Sheva', 'Hugo', 'Hugo']","['Aria', 'Sydney', 'Carmen', 'Phantom', 'Phantom', 'Phantom']","['Barbie', 'Nesting', 'marionette', 'Ken', 'Baby', 'baby']","['12th', 'Advent', 'Month', 'Twelfth', 'Month', 'Twelfth']","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']","['Double', ""George's"", 'Born', 'Puff', 'Puff']"
Mystery Word,Virus,\u00c9clair,Fox,Climb,Chambre,Tr\u00e8fle,Pony,Regen,Ehering,Candy,Queen,Sausage,Karate,Tube,Fairy,Treasure,Window,Miel,Cannon,Mold,Friday,Seam,Button,Climb,Storm,Genius,Butcher,Salt,Thread,Junction,Lava,Horse,Melon,Grape,Pi\u00e8ce,Sombrero,Meerjungfrau,Tabak,Arrow,Nest,Boule,Bow,Bouteille,Anchor,Scale,School,Mirror,Scene,Lait,Friday,Key,Nut,Sun,Boss,Opera,Doll,December,Circle,Dragon
Guess,Virus,Eclair,Fox,climb,Chambre,Trefle,Pony,Regen,Ring,candy,Queen,sausage,Karate,,Fairy,Treasure,Window,Miel,Cannon,mould,Friday,thread,belt,Mountain,Storm,Genius,Butcher,Salt,Write,Junction,,horse,melon,,pi\u00e8ce,Vegetable,Meerjungfrau,Tabak,Arrow,,boule,artist,Bouteille,,,Educator,Mirror,Scene,lait,friday,Key,Nut,Sun,black,Opera,Doll,December,Circle,twins
