ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52
Table Number,510811961,510858611,510564854,510750194,510728018,510518366,510245688,509984871,510360489,510234757,510074790,509545345,509667079,508912001,508928205,508984237,508740938,508699652,508030633,508145393,508116165,508053280,507088910,507832390,507660714,507334076,506713688,506120988,504670748,505476685,505313146,504721368,504876059,503521596,501889987,499553464,496926213,496712411,493972187,493769667,489194416,488379380,484682575,470247957,466081205,423771261,417255169,405054016,387173467,343894377,341401520,312552889
Move,['10'],['9'],['6'],['14'],['12'],['10'],['14'],['28'],['38'],['9'],['43'],['29'],['57'],['28'],['25'],['38'],['18'],['65'],['53'],['53'],['66'],['45'],['36'],['10'],['74'],['45'],['19'],['40'],['44'],['93'],['56'],['67'],['24'],['231'],['66'],['73'],['92'],['247'],['290'],['57'],['377'],['79'],['98'],['1141'],['95'],['2526'],['1936'],['2166'],['1675'],['2700'],['3244'],['2287']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only
Language,Français,English,Deutsch,English,English,Français,English,English,Français,Deutsch,English,Deutsch,English,Français,English,English,English,Français,Deutsch,English,English,Deutsch,English,English,Français,English,Deutsch,English,English,English,English,Français,English,English,English,English,English,English,English,English,Français,Français,English,English,English,Deutsch,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Chaussures', 'Double', 'Ciseaux', '...']","['Soar', 'Swatter', 'Paper', 'swat', 'Wings', 'maggot']","['Kungfu', 'Schwarzwei\\u00df', 'Taotao', 'Katjes', 'Takenoko', 'Fiattyp']","['Glazed', 'break-in', 'pane', 'glass']","['Thunder', 'Mcqueen', 'Sky', 'Bolt', 'Electricity', 'Electricity']","['petit-d\\u00e9jener', '...', 'Avant', 'Midi']","['Propeller', 'Airbus', 'Air', 'Vehicle']","['Follicle', 'afro', 'head', 'stylist', 'ball', 'Bouffant']","['Octopode', 'C\\u00e9phalopode', 'poulpe', 'octopus']","['Kirche', 'W\\u00e4chterin', 'Feuerfalle', 'Parthenon', 'Hinduistischer', 'Karnak']","['Legume', 'crack', 'Mister', 'Salted', 'Butter', 'butter']","['Konzentrat', 'Klebrig', 'Dicksaft', 'Dicksaft']","['Mitochondria', 'Mitosis', 'Meiosis', 'Membrane', 'Jail', 'Jail']","['Zazie', 'Rame', 'Station', 'Souterrain', 'RER', 'RER']","['water', 'surrounded', 'madagascar', 'Hawaii', 'Japan', 'Japan']","['Frames', 'Pint', 'Plural', 'Monocle', 'Bifocals', 'Bifocal']","['military', 'sleeve', 'school', 'cop', 'same', 'sameness']","['R\\u00e9gion', 'Prosecco', 'Vin', 'Epernay', 'Mousseux', 'Mousseux']","['Merlot', 'Chardonnay', 'Alkohol', 'K\\u00e4se']","['Cordless', 'Rechargeable', 'Power', 'Laptop']","['Megan', 'Sourgrapes', 'news', 'Coyote']","['Anime', 'Zeichnungen', 'Gro\\u00dfbr\\u00fcstig', 'Comic', 'Japan', 'Japanisch']","['Shrek', 'Layers', 'cooking', 'crying', 'Bunnings', 'Sausage']","['spade', 'diamond', 'UNO', 'Deck']","['PVC', 'Esth\\u00e9tique', 'Recyclable', 'Alimentaire', 'Bertrand', 'Bertrand']","['#2', 'Fecal', 'Faeces', 'excrement', 'beetle', 'beetle']","['Ohrloch', 'Gotthard', 'Dunkel', 'Geheim', 'Gothard', 'Agility']","['Plantain', 'split', 'Chiquita', 'Monkey']","['Parthenon', 'Stonehenge', 'Genesis', 'Church']","['Gills', 'Chips', 'Betta', 'Salmon', 'Salmon', 'Salmon']","['battle', 'Lumberjack', 'lochaber', 'Guitar', 'Chop', 'chop']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['flowing', 'water', 'Amazon', 'Mississippi', 'Rapids', 'Pocahontas']",['Per-second'],"['Yarn', 'Cotton', 'Rot', 'Schnur', 'Forum', 'N\\u00e4hen']","['Cardboard', 'Packing', 'Check', 'Cube']","['fall', 'Projector', 'Chutes', 'skid', 'Playground', 'Park']","['solstice', 'Glau', 'cookout', 'Adder', 'Hot', 'Hot']","['database', 'Micro-processor', 'HAL9000', 'keyboard', 'Laptop', 'Laptop']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['-a2mains', 'sklibur', 'arme', 'bouclier']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['pizza', 'half', '15', '15minutes']","['Bosc', 'partridge', 'Lemon', 'Poached', 'Fruit', 'Fruit']","['Smalltalk', 'Topic', 'zacs', 'colder']","['Mast', 'Herrmann', 'Katamaran', 'ohren', 'Ahoi']","['Keratin', 'tortoise', 'Barbershop', 'Blonde', 'homonym', 'Bald']","['Ink', 'Permanent', 'Body', 'Body']","['Hiphop', 'Disco', 'Piano', 'Jazz', 'Eurovision', 'Eurovision']","['Car', 'petro', 'Fuel', 'fuel']","['Oil', 'Fungus', 'Black', 'Gold', 'Sottocenere', 'Underground']","['Company', 'Game', 'Crab', 'Crab', 'crab']"
Mystery Word,Paire,Fly,Panda,Window,Lightning,Matin,Plane,Hair,Pieuvre,Tempel,Peanut,Sirup,Cell,M\u00e9tro,Island,Glasses,Uniform,Champagne,Wein,Battery,Fox,Manga,Onion,Card,Plastique,Dung,Tunnel,Banana,Temple,Fish,Axe,Vache,River,Frame,Thread,Box,Slide,Summer,Computer,Spider,\u00c9p\u00e9e,Poup\u00e9e,Quarter,Pear,Weather,Segeln,Hair,Tattoo,Music,Gas,Truffle,Shell
Guess,Paire,Fly,Panda,Window,Lightning,matin,Helicopter,Hair,Calmar,Tempel,Peanut,Leim,Cell,M\u00e9tro,Island,Glasses,,Champagne,Wein,Battery,immigrant,solders,onion,Cards,Plastique,Poop,Tunnel,Banana,History,Fish,Axe,Vache,river,rate,Spinnen,Box,Ladder,summer,computer,Spider,Epee,Poup\u00e9e,,Pear,Weather,Segel,Hair,Tattoo,Music,Gasoline,Truffle,Monopoly
