ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80
Table Number,497554315,497274140,497257045,497278122,496926213,496533291,496863748,496668490,496595655,496542707,496418420,496469143,496416430,496259244,496296277,496190594,496041089,495708536,495122405,495617876,495407558,495560314,495552382,495125062,494733829,495050738,494668877,494858490,494939501,494886767,494801385,494412075,494473652,494522455,494239717,494123669,492863434,493675456,493595501,493383316,492972524,492207414,491114338,491657169,491237606,491305856,491136219,490280100,490601549,489469138,490240657,489373277,489547867,489194416,488975321,484682575,484435490,484206945,482734999,479677325,478910455,471793759,465730124,465730355,465730615,465732005,465733714,465664095,465664286,465669875,465665695,465435499,464921867,444471586,405054016,387173467,348838927,343894377,319065151,314360735
Move,['6'],['7'],['6'],['25'],['9'],['6'],['18'],['37'],['18'],['73'],['18'],['37'],['20'],['18'],['38'],['55'],['40'],['40'],['22'],['57'],['85'],['74'],['32'],['92'],['45'],['37'],['42'],['73'],['52'],['43'],['36'],['48'],['49'],['56'],['71'],['67'],['45'],['7'],['81'],['74'],['85'],['53'],['64'],['72'],['84'],['39'],['109'],['37'],['103'],['125'],['109'],['42'],['33'],['157'],['37'],['98'],['55'],['96'],['43'],['82'],['142'],['74'],['48'],['43'],['43'],['43'],['48'],['44'],['43'],['42'],['43'],['366'],['51'],['57'],['1846'],['1464'],['1638'],['2566'],['420'],['3172']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode
Speed,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only
Language,English,Français,English,English,English,English,English,English,English,English,English,Français,Français,Français,Français,English,Français,English,English,English,Deutsch,Français,English,English,English,English,English,English,English,English,Français,English,English,English,English,Français,Français,English,Français,English,Français,English,English,English,English,Français,Français,Français,English,Français,English,English,Deutsch,Français,English,English,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,English,English,English,English,Français,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Cork', 'Phillips', 'Thread', 'Coil', 'Decking', 'Turns']","['Protection', 'Self', 'arm\\u00e9e', 'Arm\\u00e9e']","['From', 'Lungs', 'Hold', 'Your', 'Expired', 'Air']","['Inhale', 'Exhale', 'fresh', 'air', 'fresh', 'air']","['bullion', 'Finger', 'Jewelry', 'First', 'Nugget', 'nugget']","['argentina', 'malbec', 'vineyard', 'moscato', 'Reisling', 'Grigio']","['Sperm', 'orca', 'calf', 'Beluga', 'animal', 'baleen']","['Foreign', 'spoken', 'Tilde', 'lilt', 'Hyundai', 'Pronunciation']","['place', 'Bath', 'Space', 'house', 'Compartiment', 'Spacious']","['Harmony', 'Hippy', 'Quiet', 'Two', 'Hippie']","['Magic', 'Shot', 'Mischief', 'Treat', 'Treat', 'Treat']","['ANIMAL', 'SAUVAGE', 'Roux', 'Blanc']","['Macdo', 'belges', 'Huile', 'Patate', 'patates', 'Patates']","['Dejections', 'Salopard', 'Purin', 'paille', 'Engrais', 'engrais']","['Molette', 'Sol', 'Voute', 'Locked', 'Serrure', 'serrure']","['Kneel', 'Hunting', 'Recurve', 'tie', 'Pigtails', 'Nod']","['Cocaine', 'Train', 'Coca\\u00efne', 'Locomotive']","['Wedding', 'bigamy', 'betrothed', 'contract', 'Common-law', 'union']","['Shoo', 'Insect', 'Soar', 'soar']","['Take', 'album', 'Duvet', 'Under']","['Menschlich', 'Untoter', 'Apokalypse', 'Nemesis', 'Cranberries', 'Cranberries']","['Classique', 'Tourn\\u00e9e', 'Musique', 'Zenith', 'Spectacle', 'Spectacle']","['Lazuli\\u2019s', 'Daughter', 'irritant', 'enclosure', 'shell', 'gem']","['Polyethylene', 'Pollution', 'Surgery', 'cutlery', 'man-made', 'bag']","['Food', 'egg', 'Breakfast', 'Cervelat', 'cylindrical', 'Johnsonville']","['comb', 'Winnie', 'Pooh', 'Bun']","['D.Bowie', 'J.Henson', ""'80s"", 'movie', 'Jareth', 'maze']","['netflix', 'Odeon', 'Reel', 'Hollywood', 'epic', 'Screenplay']","['Linnet', 'Tea', 'ceramic', 'coffee']","['Exhale', 'Meditating', ""Baby's"", 'Air']","['Netflix', 'saison', '\\u00e9pisodes', 'film', 'The', '100']","['ankerias', 'Pikatchu', 'Wire', 'Tesla', 'Current', 'Virta']","['Taco', 'kitty', 'Ding', 'Liberty', 'Liberty']","['Taiko', 'snare', 'Percussion', 'Stick', 'Stick']","['Morel', 'fungi', 'Pizza']","['Robinet', 'Mario', 'Huggy', 'cylindre', 'Conseil', 'Conseil']","['Warrior', 'Naruto', 'Tortue', 'Tortue']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['Casse', 'Coco', 'Ol\\u00e9agineux', 'cajou', 'Macadamia', 'Macadamia']","['Blood', 'Injections', 'intravenous', 'Arya', 'Thread', 'Eye']","['Op\\u00e9ra', 'Tatouille', 'Animal', '\\u00e9gouts', 'Radin', 'Paris']","['Biscuit', 'Nom', 'oreo', 'snickerdoodle']","['Claw', 'Time', 'Fist', 'tool', 'Sledge']","['Alarm', 'Sos', 'Ambulance', 'ambulance']","['Spotted', 'pesticide', 'Beetle', 'beetle', 'beetle', 'Beatle']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['ourlet', 'Lacroix', 'Gauthier', 'V\\u00eatements', 'Charl\\u00e9lie', 'Aiguille']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['Combo', 'Reaction', 'Metal', 'Gang', 'Alice', 'Letter']","['sonner', 'Sonnerie', 'r\\u00e9veil', 'Incendie', 'Sir\\u00e8ne', 'Sir\\u00e8ne']","['Shot', 'Detonation', 'Clash', 'fireworks', 'noisily', 'Noise']","['Gold', 'Finger', 'Cod', 'Salmon']","['...Ganele', 'Frau', '23', 'Grammy', 'Sengerin', 'S\\u00e4ngerin']","['basket', '3m05', 'Quartier', 'Marseille']","['stinky', 'casserole', 'Sushi', 'Avodcado']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['vampire', 'Cooking', 'Italian', 'Bread', 'breath', 'Breath']","['Gleit', 'Styling', 'Haarschmiere', 'Haar-', 'Festigend']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['basket', 'bouncy', 'roll', 'sphere', 'soccer', 'soccer']","['Free', 'Bird', 'Nicolas', 'Bars', 'actor', 'avoidant']","['Bird', 'KungFu', 'karate', 'kick']","['Titanic', 'ship', 'Killer', 'killer']","['Furry', 'bear', 'Two-toned', 'two-tone']","['Cashew', 'Brazil', 'squirrel', 'treat']","['Crimson', 'and', 'lucky', 'irish']","['Mean', 'Girls', 'kardashian', 'face']","['Dish', 'Liquid', 'sudsy', 'clean']","['Miniature', 'Prep', 'my', 'job']","['Great', 'desire', 'fruit', 'love']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['Engagement', 'gold', 'circus', 'perimeter']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['Theatre', 'Tenor', 'Phantom', 'Adia']","['Tictac', 'Atomic', 'Grandfather', 'Cuckoo', 'Work', 'BigBen']","['Candia', 'R\\u00e9gi', 'Mammif\\u00e8re', 'Chocolat\\u00e9', 'Moche', 'Moche']","['sugar', 'water', 'Chocolate', 'Table']","['3D', 'square', 'rubik', '^3']","['Ice', 'Double', 'Whipped', 'Clotted', 'cookies', 'and']"
Mystery Word,Screw,D\u00e9fense,Breath,Breath,Gold,Wine,Whale,Accent,Room,Peace,Trick,Renard,Frites,Fumier,Cl\u00e9,Bow,Rail,Marriage,Fly,Cover,Zombie,Concert,Pearl,Plastic,Sausage,Honey,Labyrinth,Cinema,Mug,Breath,S\u00e9rie,Electricity,Bell,Drum,Mushroom,Tuyau,Ninja,Heat,Noix,Needle,Rat,Cookie,Hammer,Emergency,Ladybug,Baleine,Couture,Valise,Chain,Alarme,Bang,Fish,Adele,Panier,Tuna,Quarter,Root,Garlic,Gel,Guard,Ball,Cage,Crane,Iceberg,Panda,Nut,Clover,Plastic,Soap,Painting,Passion,Poker,Ring,Vegetable,Opera,Clock,Lait,Syrup,Cube,Cream
Guess,Screw,d\u00e9fense,breath,Breathe,Gold,wine,Whale,Accent,Room,Duo,Make,Renard,frites,fumier,Cl\u00e9,bow,rail,marriage,fly,Cover,Zombie,Concert,pearl,Plastic,sausage,Honey,labrynth,Movie,Cup,Breath,S\u00e9rie,electricity,cat,Drum,,tuyau,Dessin,,Noix,Needle,Rat,Cookie,Hammer,Emergency,tick,Baleine,couture,valise,Chain,Alarme,explosive,fish,,Panier,Tuna,,,Garlic,Gel,guard,ball,cage,Crane,Lifeboat,Grizzly,Nut,Clover,Cosmetics,Soap,Paint,Passion,Poker,Ring,Vegetable,Opera,clock,Lait,Syrup,Cube,Cream
