ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49
Table Number,558744776,558578098,558481236,558367092,558081825,557952345,557621079,557208302,557698342,557655393,557578622,557608876,557205402,557080537,556940256,556287078,556704174,556021741,556181685,555893789,556146953,555420350,555376965,555552287,555066907,554454907,553759106,553907990,553847875,553700790,552408247,552711037,550718299,550240089,548181663,546837128,546055893,544337775,539675526,539937223,537929434,533993182,528022855,496712411,470247957,420552674,396307534,336562502,312552889
Move,['9'],['5'],['8'],['29'],['6'],['18'],['51'],['32'],['50'],['54'],['20'],['30'],['31'],['28'],['47'],['70'],['58'],['64'],['65'],['58'],['37'],['36'],['37'],['44'],['30'],['43'],['45'],['100'],['50'],['56'],['58'],['103'],['79'],['56'],['13'],['175'],['187'],['57'],['1373'],['40'],['94'],['45'],['184'],['784'],['2308'],['1010'],['717'],['2157'],['2466']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only
Language,English,Français,English,English,English,English,English,Deutsch,English,English,English,Français,Deutsch,English,English,English,Français,English,English,English,English,English,Français,English,English,English,English,English,Deutsch,Français,Français,English,English,English,English,Français,English,Français,Français,Deutsch,English,English,Français,English,English,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Hippie', 'Lily', 'Tranquil', 'dove']","['Creux', 'Ressac', 'Houle', 'Houle']","['Breaker', 'Blow', 'Chimes', 'Tornado', 'Janna']","['decorative', 'flower$', 'Urn', 'Crete', 'Ceramic', 'ceramics']","['May', 'Vehicle', 'Suspension', 'Easter', 'Season', 'Season']","['boat', 'harbour', 'Transporting', 'sea', 'Send', 'Mail']","['Toilette', 'Cologne', 'fragrance', 'Cologne', 'fragrance']","['Sieben', 'Schneewittchen', 'Gimli', 'Axt']","['L\\u00e8vres', 'Mario', 'Luigi', 'chat', 'Poils', 'Poilu']","['Arcana', 'Bed', 'Mollusk', 'Gem', 'cum', 'necklace']","['tied', 'tastebuds', 'Lick', 'Mother..', 'Licking', 'Licking']","['Grain', 'Blanc', 'D\\u00e9gla\\u00e7ant', 'Sodium']","['Spiel', 'Geld', 'Gesellschaftsspiel', 'Kapitalismus']","['Shove', 'Horns', 'Thrust', 'Trucks', 'Memory', 'memory']","['Mozzarella', 'Napoli', 'Margherita', 'Cheesy', 'Circle', 'Hot']","['Sisyphus', 'igneous', 'geology', 'Alternative']","['beurre', 'Cajou', 'arachide', 'Arachide', 'Arachide']","['Shredded', 'gorgonzola', 'Havarti', 'Ricotta', 'Manchengo']","[""Cadbury's"", 'Milka', 'Cadbury', 'Bean', 'Sprinkles', 'easter']","['Herny\\u00f3', 'B\\u00e1b', 'Beszoptuk', 'Eselytelen', 'bog\\u00e1r', 'pupa']","['Plane', 'Drives', 'light', 'palm']","['Anti-tomato', 'Broccoli', 'Category', 'Comatose']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['Australia', 'Fireman', 'November', 'schedule', 'MAYA', 'lunar']","['HK', 'Card', 'rounded', 'head', 'Mollusk', 'Squid']","['Apparition', 'Casper', 'Casper', 'Casper']","['pillow', 'sleeptime', 'twin', 'size', 'rest', 'mattress']","['armhole', 'card', 'Raglan', 'hand']","['Kaliber', 'Magnum', 'Pistole', 'Beatlesalbum', 'Colt', 'Colt']","['P\\u00e2ques', 'Tournois', 'Canne', 'Nid', 'Pondeuse', 'Pondeuse']","['abatjour', 'Aladin', 'Chevet', 'Chevet']","['Pearl', 'Pendant', 'Jewelry', 'collarbone', 'Glamour', 'diamond']","['Pub', 'Tavern', 'Saloon', 'Location']","['Head', 'Star', 'Invisible', 'Waves', 'gaga', 'VHF']","['Petrol', 'Lighting', 'Air', 'Babies', 'Pipe', 'Bio']","['cartes', 'unique', 'seul', 'seul']","['Electrical', 'Power', 'Bicester', 'Village', 'Socket', 'Socket']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['Enfer', 'Horrible', 'Yuei', 'Seirin', 'Prison', 'Enfant']","['Troubadix', 'Film', 'Obelix', 'Comic', 'Idefix', 'Idefix']","['list', 'Options', 'Board', 'cuisine', 'QR', 'main']","['Hemlock', 'Toxin', 'sick', 'Oak']","['pasteque', 'orange', 'porto', 'serrano']","['Shaving', 'Styling', 'Coagulate', 'Oobleck', 'Cube', 'hair']","['troposphere', 'rim', 'TV', 'Island', 'blue', 'Blue']","['Ceasar', 'Crouton', 'dressing', 'vinaigrette', 'mixture', 'vegetables']","['Ice', 'Topping', 'white', 'sicle', 'Whip', 'Whipped']","['Gu\\u00e9pard', 'Jaguar', 'lion', 'rayure', 'L\\u00e9opard', 'L\\u00e9opard']","['Placemat', 'folding', 'Excel', 'pivot', 'Picnic']"
Mystery Word,Peace,Vague,Wind,Vase,Spring,Ship,Perfume,Zwerg,Mustache,Pearl,Tongue,Sel,Monopoly,Ram,Pizza,Rock,Cacahu\u00e8te,Cheese,Chocolate,Cocoon,Pilot,Vegetable,Noisette,Calendar,Octopus,Ghost,Bed,Sleeve,Revolver,Poule,Lampe,Necklace,Bar,Radio,Gas,Solitaire,Outlet,Anneau,\u00c9cole,Asterix,Menu,Poison,Melon,Gel,Sky,Salad,Cream,Tigre,Table
Guess,peace,Vague,Wind,Vase,,Ship,Perfume,Zwerg,Moustache,Pearl,Tongue,Sel,Monopoly,Push,pizza,Rock,Noisette,cheese,Chocolate,GrrrBear,Fly,vegetable,Noisette,Calendar,Octopus,Ghost,Bed,sleeve,Revolver,Oeuf,Tapis,Necklace,Bar,radio,Gas,Joker,Outlet,Anneau,\u00c9cole,Asterix,menu,Poison,Melon,Goo,Border,Salad,snowflake,Tigre,Table
