ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66
Table Number,449855370,449833405,449780617,449788232,449750538,449634138,449630687,449639325,449617826,449560263,449490894,449331697,449245785,449201530,449184057,449104108,448820332,448792679,448551683,448292547,448223939,448202573,447714414,447616638,447297035,447116429,446951295,446952202,446733878,446640850,446591963,446585119,446539469,446514318,446384335,445975209,445702967,445647568,444843544,444468376,443819359,443300228,443085305,442941057,442755037,442523856,442334438,442252464,442051748,441850019,441488112,441032575,440978972,440225058,435781132,430526833,429726886,424877761,423771261,374138794,350584338,350481361,318929216,314877288,313533300,312552889
Move,9,8,5,25,18,18,8,5,18,12,18,40,51,41,6,25,16,24,15,82,68,40,42,65,30,91,76,68,82,31,85,26,55,20,78,27,101,49,36,67,69,18,45,67,56,52,57,92,116,119,102,15,7,107,11,18,67,855,943,1065,2799,3815,2527,3314,3052,1955
Clues,"['007', 'KGB', 'Philby', 'Investigator', 'undercover', 'Undercover']","['block', 'Bloody', 'Deli', 'Knife', 'Cleaver']","['Animal', 'Mouton', 'pr\\u00e9-sal\\u00e9', 'm\\u00e9choui']","['Bug', 'Frightening', 'Electric', 'Storm', 'electricity']","['Profonde', 'Tarn', 'pharynx', 'oesophage', 'Lisopa\\u00efne', 'Angine']","['arme', 'Armstrong', 'Catapulte', 'Chevaliers', 'javelot', 'Javelot']","['Seaside', 'Parasol', 'Boys', 'Sandcastle', 'Sand']","['Primat', 'Banane', 'Schimpanse', 'Lemur']","['reptile', 'Camouflage', 'Karma', 'Change', 'colorful', 'Color']","['set', 'alarm', 'large', 'watch', 'analog', 'digital']","['m\\u00e9cano', 'Gazole', 'Machine', 'Propulsion', 'Piston', 'engrenages']","['Beluga', 'pinocchio', 'Monstro', 'Largest', 'orca', 'MAMMAL']","['Board', 'Break', 'Compartment', 'Building', 'Wiseau', 'The']","['Leafy', 'roots', 'Christmas', 'Pine', 'Pine']","['Summer', 'Fall', 'vernal', 'equinox', 'has', 'sprung']","['soleil', 'Voeux', 'Scintillante', 'Place', 'danseuse', 'Danseuse']","['Eden', 'coldplay', 'Sunny', 'Island', 'Afterlife']","['Skydiving', 'Glide', 'Descend', 'Slowly', 'pants', 'Hammer']","['Magic', 'Sorcerer', 'STick', 'Potter']","['High', 'overboard', 'Long', 'Bounce', 'leap', 'leap']","['peso', 'yuan', 'euro', 'Tender', 'money', 'Money']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Princess', 'Castle', 'Building', 'royal', 'Versailles', 'Palatial']","['bouquet', 'hip', 'Petals', 'Red']","['Or', 'Argent', 'Gourmette', 'Menottes']","['thongs', 'Ken', 'blanket', 'Alki', 'seaside', 'Surfing']","['14', 'Crunchy', 'Orange', 'gold', 'snowman', ""snowman's""]","['Achilles', 'Villain', 'Crust', 'Dog', 'High', 'Wedge']","['Nut', 'furniture', 'Fastener', 'Twist', 'Driver', 'driver']","['Hondeydew', 'Water', 'large', 'fruit']","['Ding', 'Three', 'Angle', 'Bermuda', 'Isosceles', 'Isoceles']","['Band', 'Under', 'Dust', 'Jacket', 'manhole', 'house']","['photosynthesis', 'autumn', 'birch', 'rake', 'Maple', 'Green']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['red', 'teeth', 'orifice', 'Gape', 'Speak', 'Speak']","['Himalayan', 'Flats', 'sodium', 'seasoning', 'pinch', 'Deice']","['yellow', 'Star', 'Shining', 'bathe', 'Solar', 'Nova']","['barbouze', 'Nid', 'James', 'Secret']","['Backsplash', 'Grout', 'Mosaic', 'Pattern', 'Ceramic', 'Ceramic']","['Michael', 'Lucifer', 'Seraphim', 'Cherubim', 'Azrael', 'Smite']","['Euphonium', 'Mellophone', ""ram's"", 'bull', 'Upper', 'Lower']","['Pink', 'Flying', 'Woolley', 'Mammoth', 'Horton', 'Babar']","['S\\u00fcdpol', 'Happy', 'Feet', 'Kaiser', 'Vogel', 'Vogel']","['Respect', 'tie', 'tie', 'NA']","['Gibson', 'film', 'emotion', 'love', 'Fruit', 'Red']","['proxy', 'Storage', 'Terraria', 'apache']","['Belt', 'Pliers', 'Hammer', 'Wrench']","['politician', 'polling', 'stolen', 'Presidential', 'Primary', 'vote']","['Plant', 'Shallot', 'Layered', 'Davos', 'Leek', 'cry']","['Pole', 'Anziehungskraft', 'Noden', 'K\\u00fchlschrank', 'Kluster', 'Eisen']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Melted', 'Burn', 'Wax', 'Wax']","['cloth', 'Square', 'Bib', 'Wipe', 'towelette', 'Towelette']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['0', 'X', 'browser', 'Browser']","['Bath', 'Air', 'Toes', 'Pop', 'Snot']","['aviator', 'Richthofen', 'Earhart', 'Driver']","['kampf', 'Gockel', 'Korb', 'Halber', 'Wasser']","['fastener', 'chocolate', 'benjamin', 'moon']","['Trompe', 'Afrique', 'Mammif\\u00e8res', 'Gris']","['dawn', 'Leghorn', 'RWBY', 'Poultry']","['tango', 'Resistance', 'Protozoa', 'Battery', 'Alcatraz']","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']","['Carcassonne', 'Hexagon', 'parquet', 'Domino', 'Azul', 'Azul']","['Crimping', 'Grippers', 'Holding', 'needlenose', 'Needle']"
Mystery Word,Spy,Butcher,Agneau,Lightning,Gorge,Lance,Beach,Affe,Chameleon,Clock,Moteur,Whale,Room,Tree,Spring,\u00c9toile,Paradise,Parachute,Wand,Jump,Currency,Grape,Palace,Rose,Bracelet,Beach,Carrot,Heel,Screw,Melon,Triangle,Cover,Leaf,Meerjungfrau,Mouth,Salt,Sun,Espion,Tile,Angel,Horn,Elephant,Pinguin,Bow,Passion,Server,Tool,Election,Onion,Magnet,Anchor,Scale,Candle,Napkin,Poil,Safari,Bubble,Pilot,Hahn,Button,\u00c9l\u00e9phant,Rooster,Cell,Circle,Tile,Pliers
Guess,Spy,Blade,Agneau,Lightning,Gorge,canon,Beach,Affe,Cameleon,clock,Moteur,Whale,House,tree,Spring,\u00e9toile,paradise,Parachute,Wand,Jump,Dollar,,Palace,Rose,bracelet,beach,,Heel,screw,Melon,Triangle,cover,leaves,Meerjungfrau,Mouth,Salt,Sun,espion,Tile,Archangel,Horn,Elephant,,artist,Apple,web,,election,Onion,Kompass,,,,,Poil,,Bubble,Pilot,Hahn,Button,\u00c9l\u00e9phant,Rooster,Cell,Circle,tile,pliers
