ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76
Table Number,471177801,470917578,470885662,470879205,470845626,470708473,470679986,470556675,470354687,470319199,470238100,470147258,469826207,469806483,469785842,469220736,469207379,469202058,469203044,469137006,468841644,468772534,468681757,468546726,468250337,468164131,468125819,468125230,467668952,467318071,467293460,467258974,467242825,467212152,467193910,467145665,467108244,466961807,466757321,466190211,466154882,466086694,466086884,466036389,465731184,465699067,465664137,465661217,465668656,465665616,465664206,465619295,465435499,465108118,463650557,461611363,461105701,459279309,458716764,457064795,454586755,453839362,451463411,449145581,446155644,445297184,423771261,421549329,420552674,402108912,357001162,356959263,344838144,330741642,324806575,322628136
Move,['25'],['9'],['18'],['18'],['42'],['18'],['13'],['18'],['7'],['28'],['67'],['35'],['37'],['49'],['20'],['38'],['58'],['81'],['46'],['108'],['37'],['67'],['6'],['78'],['35'],['5'],['9'],['74'],['45'],['60'],['91'],['84'],['57'],['49'],['105'],['81'],['87'],['55'],['55'],['68'],['63'],['11'],['11'],['66'],['7'],['94'],['7'],['7'],['7'],['7'],['7'],['32'],['156'],['33'],['80'],['83'],['73'],['39'],['19'],['36'],['11'],['82'],['40'],['73'],['37'],['32'],['1520'],['95'],['464'],['986'],['1824'],['1314'],['1486'],['2759'],['1689'],['4275']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode
Speed,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only
Language,English,English,English,English,Français,English,English,Français,Deutsch,English,English,English,Deutsch,English,English,English,English,Français,English,Français,English,English,Deutsch,English,Français,English,English,Français,Français,English,English,English,English,English,English,Français,English,English,Français,English,Français,English,English,English,English,English,English,English,English,English,English,English,Deutsch,English,Français,Français,English,Français,English,English,English,English,English,English,English,Deutsch,Deutsch,English,English,English,English,English,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Inmate', 'Incarcerated', 'Bars', 'Cops', 'Orange', 'Crime']","['Twinkle', 'Shine', 'hollywood', 'Galaxy', 'SKy', 'Sky']","['potato', 'Chips', 'Crinkle', 'potatoes', 'French', 'French']","['gratuity', 'Server', 'Hint', 'Fee', 'Advice', 'Advice']","['SAMU', 'Ciel', 'Secours', 'Gazelle', 'Pales', 'Pales']","['Guggenheim', 'Louvre', 'Artifact', 'Metropolitan', 'Exhibition', 'Display']","['Nude', 'Relaxation', 'Abbey', 'Tub', 'Spa', 'Spa']","['Tabac', 'Sucer', 'Popeye', 'Magritte', 'Cigare', 'Cigare']","['Zeus', 'Legende', 'Legende', 'Legende']","['mud', 'Toothy', 'Tears', 'Dundee', 'Tears', 'Dundee']","['boxer', 'carnivore', 'atkins', 'keto', 'Keto', 'Keto']","['Gravitational', 'sound', 'Tidal', 'Tidal']","['FeuerwehrUtensil', 'Biegsam', 'aufdrehen', 'Garten']","['transparent', 'Fragile', 'Windshield', 'Wine', 'bottle', 'Window']","['slides', 'mogul', 'Vonn', 'Snow', 'apres-', 'apres']","['Javelin', 'mint', 'hoplites', 'sharp']","['dungeon', 'puff', 'Komodo', 'Hydra', 'Maleficent', 'Toothless']","['Mari\\u00e9e', 'Vin', 'Jupe', 'Chambre', 'Chasuble', 'Cocktail']","['Month', 'Landing', 'Crescent', 'reflects', 'walk', '1969']","['chlorophylle', 'Pelouse', 'provence', 'Foin', 'Tondre', 'Tondue']","['correct', 'Wrong', 'starboard', 'Direction', 'Conservative', 'Conservative']","['Timeshare', 'Break', 'Cruise', 'Holiday', 'Holiday', 'Holiday']","['Augen', 'Sehschw\\u00e4che', 'Gl\\u00e4ser', 'Accessoire', 'Potter', 'Rahmen']","['mud', 'Food', 'Pudding', 'Bakery', 'sponge', 'Design']","['Fleur', 'Rouleau', 'Arabe', 'Avril']","['Vallen', 'Frans', 'Gaten', 'Melk']","['changing', 'autumn', 'spice', 'Winter', 'Playoff', 'Summer']","['Latin', 'Galoche', 'Idiome', 'Dialecte', 'Vivante', 'Anglais']","['Internet', 'Tableau', 'Rideau', 'Cir\\u00e9e', 'Parachute', 'filet']","['Performance', 'Weapon', 'Hunting', 'Hair']","['Nauvoo', 'Building', 'Doom', 'Holiness', 'synagogue', 'Sealing']","['cadet', 'SWAT', 'Cuffs', 'Coppers', 'Pig', 'Constable']","['Solstice', 'Cold', 'Season', 'Season', 'season']","['Golf', 'Gopher', 'Crater', 'Dig', 'Dig', 'dig']","['Fountain', 'Cake', 'Chip', ""Valentine's"", 'wonka', 'wonka']","['Matou', 'birman', 'Miaou', 'F\\u00e9lin', 'Gris', 'Whiskas']","['cheep', 'Hatchling', 'egg', 'Weak', 'Peep', 'Hen']","['Jurassic', 'Pterodactyl', 'Stegosaurus', 'Ankleosaurus', 'Say', 'Goodnight']","['Bikini', 'Hiroshima', 'Atomique', 'Canon']","['Cheap', 'Recyclable', 'Surgery', 'Bag', 'ban', 'doll']","['R\\u00e9publique', 'Pompidou', 'dirigeant', 'Macron', 'Camembert', 'Camembert']","['Theatre', 'Film', 'Fancy', 'Movie']","['Umbrella', 'Mushroom', 'Kirby', 'Ability']","['area', 'Persian', 'Wig', 'Throw', 'carpet', 'Carpet']","['Adjustable', 'Grabbers', 'needlenose', 'torture']","['Lego', 'Barbie', 'Silicon', 'Bakelite', 'free', 'cling']","['Cacao', 'Sweet', 'Charlieandthe', 'dark']","['Wonka', 'Hershey', 'finished', 'cocoa']","['Blitz', 'fancy', 'Dancing', 'dancing']","['JerrySpringer', 'emotional', 'Luggage', 'luggage']","['Jams', 'Tunes', 'Soundof', '-Man']","['Shot', 'Reading', '3D', 'BIFOCAL', 'Drinking', 'Drinking']","['Sternzeichen', 'Luise', 'Sternbild', 'Stier']","['Roy', 'Siegfried', 'Tophat', 'Wand', 'performer', 'illusions']","['or', 'revers', 'podium', 'Olympique']","['Coupante', 'Lame', 'Pipe', 'viande', 'fendre', 'Guerre']","['Night', 'Disco', 'Travola', 'Vegas', 'Pitch', 'Yellow']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['gumiho', 'Vixen', 'Scully', 'Inari', 'Mulder', 'experiment']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Relics', 'building', 'Artifacts']","['\\u304b\\u3048\\u308b', '\\u304b\\u3048\\u308b']","['castle', 'master', 'Underneath', 'keep']","['Electrical', 'Tesla', 'Life', 'AAA']","['Cowboy', 'Filmgenre', 'eastwood', 'indianer']","['Strom', 'pferd', 'Elbe', 'Donau', 'Diagramm']","['male', 'Annoying', 'Morning', 'chicken', 'Chicken', 'Chicken']","['fight', 'tooth', 'hammer', 'polish', 'finger', ""finger's""]","['beautician', 'hairfashion', 'Profession', 'Zohan', 'dresser', 'hair']","['Farming', 'Vehicle', 'farmer', 'wagob', 'Con', 'Ex']","['Horde', 'association', 'Bond', 'unite', 'Wartime', 'NATO']","['putter', 'association', 'Discotheque', 'Golf']","['Fromage', 'Mammif\\u00e8re', 'Bouc', 'Bouc']","['manicure', 'Nine', 'Brad', 'Stud', 'Thumb', 'Cuticle']","['Rainier', 'Fuji', 'Olympus', 'Alps', 'king']"
Mystery Word,Prison,Star,Fries,Tip,H\u00e9licopt\u00e8re,Museum,Bath,Pipe,Mythos,Crocodile,Diet,Wave,Schlauch,Glass,Ski,Spear,Dragon,Robe,Moon,Herbe,Right,Vacation,Brille,Cake,Printemps,Cheese,Season,Langue,Toile,Bow,Temple,Police,Winter,Hole,Chocolate,Chat,Chick,Dinosaur,Bombe,Plastic,Pr\u00e9sident,Cinema,Parasol,Rug,Pliers,Plastic,Chocolate,Chocolate,Ballroom,Baggage,Music,Glasses,Widder,Magician,M\u00e9daille,Hache,Fever,Bande,Pearl,Fox,Crescent,Museum,Ninja,Dungeon,Battery,Western,Fluss,Rooster,Nail,Stylist,Tractor,Alliance,Club,Ch\u00e8vre,Nail,Mountain
Guess,Prison,star,Fries,tip,helicoptere,museum,bath,Pipe,Mythen,,protein,Scream,schlauch,Glass,Ice,spear,dragon,Champagne,moon,Herbe,Right,vacation,Brille,Cake,printemps,Cheese,season,Langue,Toile,Bow,Temple,police,winter,bunker,Chocolate,chat,Chick,Dinosaur,Bombe,plastic,,Cinema,Float,Rug,Pliers,,Chocolate,Chocolate,Ball,Reality,Music,Glasses,Widder,Magician,M\u00e9daille,Tranche,Fever,,mussel,Fox,Crescent,,,dungeon,Battery,Western,Fluss,DJ,Dentist,Stylist,Tractor,Alliance,club,Souris,Nail,Mountain
