ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50
Table Number,561807014,561471436,561534650,561440098,561417593,561119824,561126491,560943061,560826487,560891969,560087124,560684815,560298054,560316074,559496271,559107484,559299159,559369299,558983329,558642603,557504133,558251247,558274604,557923673,558081825,558178570,557952345,557890730,556940256,556691236,556472565,556270645,556269424,555624853,555420350,555376965,552904963,552600882,551020732,549836070,546837128,544337775,521199099,516738278,511221983,481212678,387173467,374138794,358827793,312552889
Move,['10'],['29'],['9'],['16'],['14'],['9'],['25'],['47'],['50'],['65'],['30'],['40'],['28'],['63'],['36'],['50'],['100'],['58'],['10'],['64'],['24'],['22'],['37'],['104'],['33'],['53'],['62'],['28'],['83'],['66'],['56'],['37'],['64'],['18'],['115'],['37'],['50'],['74'],['36'],['96'],['214'],['57'],['581'],['1166'],['1515'],['334'],['2409'],['2166'],['2844'],['2474']
Mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,Deutsch,English,English,Français,English,Français,English,Français,English,English,English,English,English,English,English,Français,English,English,English,English,English,Deutsch,English,English,English,English,English,English,Français,English,Français,English,English,English,Français,English,English,Français,Deutsch,Français,Français,Français,English,English,English,English,English,Français,English
End,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['golf', 'Samsung', 'Milky', 'Way']","['Klavierst\\u00fcck', 'Musik', 'Lyrics', 'Song', 'Disney', 'Vokalst\\u00fcck']","['Venetian', 'cover', 'Ski', 'Disguise', 'Halloween', 'Halloween']","['juggling', 'tent', 'Soleil', 'Soleil', 'Tent']","['espelette', 'harissa', 'Echelle', 'Scoville']","['Mallard', 'Feed', 'Dagobert', 'Peking', 'Waterbird', 'water']","['emporter', 'd\\u00e9gustation', 'Gastronomique', '\\u00c9toil\\u00e9', 'repas', 'lieu']","['Tabby', 'Eye', 'Lion', 'Bear']","['Joconde', 'Peinture', 'Tableau', 'Tableau', 'Peinture']","['Inline', 'ice', 'Roller', 'roller']","['quest', 'Andromeda', 'Spiral', 'SKY', 'Stars', 'STARS']","['MSG', 'YeeHaw', 'brogue', 'Beercan', 'diacritic']","['Insect', 'Shoo', 'Buzzing', 'Fire', 'plane', 'Birds']","['Season', 'school', 'July', 'hot', 'Cruel', 'sausage']","['Robber', 'luchador', 'Cover', 'Facial']","['Flame', 'Smoke', 'Hydrant', 'Lighter', 'Wood', 'Fighter']","['Chef', 'Bollor\\u00e9', 'Directeur', 'Couture', 'Hi\\u00e9rarchie']","['Odds', 'Stake', 'racing', 'Lose', 'Double', 'Nothing']","['Alv\\u00e1s', '\\u00c1lom', 'K\\u00e9s\\u0151n', 'Vacsi']","['vegetables', 'Savage', 'Flower', 'Flowers', 'flowerbed', 'allotment']","['Beer', 'Shiny', 'Olympic', 'honor', 'honorable']","['Klein', 'Eten', 'tarwe', 'Haver']","['knochenlos', 'Tintenfisch', 'Lovecraft', 'Verne']","['Green', 'plant', 'orchard', 'separation', 'fruit', 'fruit']","['season', 'sweaty', 'Heat', 'Beach', 'Cool', 'For']","['hidden', 'Island', 'Chest', 'Find', 'X', 'X']","['Caterpillar', 'Wings', 'Monarch', 'Wing', 'Cocoon', 'Metamorphosis']","['Degrees', 'Appliance', 'Bun', 'Bake']","['elephants', 'Monkey', 'Trapeze', 'Magic', 'clown', 'Acrobatics']","['Cassonade', 'Taux', 'roux', 'muscovado', 'Cafe', 'Canne']","['Gratuity', 'Top', 'glans', 'suggestion', 'hint', 'Advice']","['Militaire', 'Aviateur', 'Sauvetage', 'A\\u00e9rien', 'Saut', 'Saut']","['septum', 'nostrils', 'Frosty', 'button']","['horse', 'Dark', 'Steed', 'paladin', 'shining', 'Shining']","['Sleep', 'REM', 'MLKJr', ""Don't""]","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","[""'70s"", 'case', 'Musical', 'Talent']","['Water', 'factory', 'grinding', 'flour', 'stone', 'Cyder']","['Abeille', 'Tartines', 'Apiculteur', 'Apiculteur']","['Blutwurst', 'Kalt', 'V', 'Zur\\u00fcckschlagen', 'RAMBO']","['Froid', 'Antarctique', 'Manchot', 'Manchot']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['Patates', 'Belges']","['Anime', 'Book']","['Tie', 'Legolas', 'Compound', 'archery', 'Archery']","['Dollar', 'Clinton', 'Murray', 'Paxton', 'Nye', 'Gates']","['Pendant', 'Singapore', 'Koh-i-noor', 'Gold', 'crown', 'Crown']","['moon', 'road', 'lunar', 'curve']","['putter', 'fairway', 'Volkswagen', 'Green']","['Astronomy', 'Study', 'teacher', 'subject', 'Physics']"
Mystery Word,Galaxy,Lied,Mask,Circus,Piment,Duck,Restaurant,Tiger,Toile,Skate,Galaxy,Accent,Fly,Summer,Mask,Fire,Patron,Bet,Evening,Garden,Medal,Grain,Krake,Pear,Summer,Treasure,Butterfly,Oven,Circus,Sucre,Tip,Parachute,Nose,Knight,Dream,Noisette,Show,Mill,Miel,Rache,Pingouin,Anneau,Frites,Manga,Bow,Bill,Jewel,Crescent,Golf,Science
Guess,galaxy,Lied,Mask,trick,piment,Duck,restaurant,tiger,Tableau,Skating,Galaxy,white,Fly,Summer,Mask,Fire,Patron,Bet,Night,,Trophy,Koekje,Oktopus,Pear,summer,treasure,Bee,oven,circus,sucre,tip,parachute,Nose,Knight,Dream,Noisette,show,Mill,miel,Rache,polaire,Anneau,Frites,Manga,Draw,Bill,Jewel,orbit,Golf,Science
