ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51
Table Number,563082938,562706994,562570299,562737570,562611596,562531208,562328713,562045291,561944791,561626374,561960544,561967606,561849076,561417593,561268230,561119824,561063949,560961969,560701697,560929380,560726303,559941530,559495932,559496271,559660754,559639534,559586570,559311799,559052537,559300850,558983329,557504133,558442042,558081825,558178570,557890730,556940256,556144913,555376965,554163028,554160523,551020732,550187728,546837128,539412516,537713044,536949914,508762408,484123113,358827793,319065151
Move,['18'],['6'],['7'],['50'],['13'],['5'],['9'],['32'],['11'],['27'],['14'],['22'],['14'],['30'],['30'],['9'],['39'],['38'],['41'],['72'],['43'],['49'],['28'],['50'],['75'],['103'],['33'],['51'],['54'],['66'],['10'],['24'],['52'],['39'],['53'],['28'],['103'],['71'],['37'],['51'],['65'],['36'],['139'],['214'],['116'],['68'],['116'],['686'],['1301'],['2849'],['576']
Mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode
Speed,Real-time • Normal speed (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only
Language,English,English,Deutsch,English,English,English,English,English,English,English,English,English,Français,Français,English,English,English,Deutsch,Deutsch,English,Français,English,English,English,English,Français,English,English,English,Français,English,English,Français,English,English,English,English,English,Français,English,English,Français,Français,Français,English,English,English,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['is', 'born', 'Supernova', 'David', 'Betelgeuse', 'Sirius']","['Saga', 'Addition', 'book', 'succession', 'Docu', 'Sequence']","['Flaum', 'Princesses', 'Pelzig', 'Platt....']","['locomotive', 'rail', 'Ticket', 'Preparing', 'Choochoo']","['Soap', 'Sing', 'TTA', 'culture', 'Performance', 'Vocal']","['Plaid', 'Sleep', 'Casino', 'Odds']","['Man', 'Sugar', 'Halloween', 'Cane', 'Cane', 'cane']","['life', 'line', 'clapping', 'skin', ""Grauman's"", 'Imprint']","['Stiller', 'T-Rex', 'Docent', 'Gallery']","['Roll', 'Curved', 'Islam', 'Croissant', 'Moon', 'Moon']","['Absorbent', 'Milker', 'moo', 'Udders']","['April', 'Slinky', 'season', 'jump']","['Mot', 'Mince', 'Terminus', 'Terminer']","['\\u00e7a', 'Zavatta', 'Auguste', 'Souliers']","['royal', 'monarch', 'Charles', 'Kong']","['Mallard', 'Feed', 'Dagobert', 'Peking', 'Waterbird', 'water']","['cuckoo', 'Tock', 'Minute', 'analog', 'swatch', 'hands']","['Eimer', 'Wish', 'Pechmarie', 'Goldmarie', 'Wasser', 'Water']","['Hungerstreikender', 'Indira', 'Indien', 'Salzmarsch']","['Spanish', 'Mexican', 'Fiesta', 'Hat', 'Hat', 'Hat']","['Peuplier', 'ONF', 'Tronc', 'Ch\\u00eane', 'Foret', 'Foret']","['bruise', 'Fields', 'Preserves', 'Festival', 'sweet', 'cake']","['Binoculars', 'Expedition', 'Vacation', 'Grassland']","['tankini', 'Bathers', 'Wetsuit', 'Monokini']","['Boy', 'bovine', 'milk', 'Dairy', 'Milka', 'Moo']","['Sexuelle', 'Tramway', 'ligne', 'londres', 'S.O.A.D.', 'RER']","['Cheesecake', 'Tiramisu', 'Karakum', 'Arid', 'Dry', 'Hot']","['Microbe', 'Rona', 'Contagion', 'Ebola', 'Cyrus']","['Carrier', 'Newyork', 'city', 'clay', 'Avian', 'Avian']","['voile', 'Repasser', 'Plastique', 'Bois', 'Saucisson', 'board']","['Alv\\u00e1s', '\\u00c1lom', 'K\\u00e9s\\u0151n', 'Vacsi']","['Beer', 'Shiny', 'Olympic', 'honor', 'honorable']","['mirage', 'jet', 'Airbus', 'g\\u00e9om\\u00e9trie']","['black', 'Fungus', 'Cheese', 'shape', 'fungi', 'fungi']","['hidden', 'Island', 'Chest', 'Find', 'X', 'X']","['Degrees', 'Appliance', 'Bun', 'Bake']","['guess', 'Wager', 'lose', 'all', 'Gamble', 'Gamble']","['Bike', 'Hat', 'Cap', 'Safety', 'hair', 'motorcycle']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['college', 'Buscopan', 'OTC', 'Rx']","['clove', 'Saut\\u00e9', 'bread', '-bread']","['Abeille', 'Tartines', 'Apiculteur', 'Apiculteur']","['Tibia', 'F\\u00e9mur', 'Morceau', 'Squelette', 'Chien', 'Friandise']","['Froid', 'Antarctique', 'Manchot', 'Manchot']","['Tug', 'War', 'string', 'skipping']","['Animal', 'Humps', 'Hump', 'Daaaaaaay', 'hump', 'dayyyy']","['Italian', 'Gangsters', 'Mob', 'Sicily', 'Boss', 'Gang']","['Andromeda', 'Universe', 'Suns', 'Caramel']","['Headstones', 'Skeletons', 'Arlington', 'gravesite', 'tombstone', 'interred']","['Divertissement', 'Show', 'salle-de', '-de-magie']","['Lechugo', 'Cogombro', 'fruit', 'salad']"
Mystery Word,Star,Series,Pfirsich,Train,Opera,Bet,Candy,Palm,Museum,Crescent,Cow,Spring,Fin,Clown,King,Duck,Clock,Brunnen,Gandhi,Sombrero,Arbre,Strawberry,Safari,Swimsuit,Cow,M\u00e9tro,Desert,Virus,Pigeon,Planche,Evening,Medal,Avion,Mold,Treasure,Oven,Bet,Helmet,Noisette,Medicine,Garlic,Miel,Os,Pingouin,Rope,Camel,Mafia,Galaxy,Cemetery,Spectacle,Tomato
Guess,star,Sequel,Pfirsich,train,Star,Hot,sweets,Palm,Museum,,Cow,Spring,Fin,clown,King,Duck,Clock,,Ghandi,Pinata,Arbre,STRAWBERRY,Safari,Swimsuit,Cow,Metro,Dessert,virus,pigeon,Planche,Night,Trophy,Doubler,Mold,treasure,oven,,Helmet,Noisette,Medicine,,miel,Os,polaire,Rope,pig,mafia,Galaxy,Cemetery,Spectacle,Tomato
