ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64
Table Number,512580998,511473406,511604096,511848543,511546171,511516012,511578558,511439172,511013877,511387001,511308590,511145771,510824814,510439731,510376074,510392027,510270235,509355375,509693967,509509203,509085593,509085681,509348231,508968080,508999573,508273744,508600105,508273965,508116165,507832390,506533866,506723751,506348845,506189713,505623552,504783443,505681893,505196983,504721368,504876059,504600378,503684985,502033632,500892294,500334503,499617694,498936864,498938279,497964824,494728196,493769667,493662581,489469138,489194416,488379380,484123113,423771261,420552674,387173467,374138794,356959263,343894377,322726720,317609821
Move,['50'],['8'],['21'],['16'],['6'],['44'],['15'],['44'],['22'],['27'],['55'],['47'],['33'],['39'],['76'],['53'],['57'],['87'],['30'],['32'],['24'],['29'],['94'],['36'],['12'],['33'],['82'],['56'],['66'],['16'],['52'],['65'],['91'],['128'],['60'],['20'],['71'],['82'],['67'],['24'],['44'],['102'],['107'],['101'],['90'],['89'],['37'],['1028'],['103'],['123'],['57'],['49'],['381'],['398'],['79'],['437'],['2571'],['763'],['1684'],['1621'],['1618'],['2711'],['1257'],['1918']
Mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only
Language,English,English,Français,English,English,English,Français,Deutsch,English,English,English,English,English,English,Français,Français,English,English,Deutsch,English,English,English,English,English,English,Deutsch,Français,English,English,English,English,English,Français,English,English,English,English,English,Français,English,Français,English,English,English,Deutsch,Français,Français,English,English,English,English,English,Français,Français,Français,English,Deutsch,English,English,English,English,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['wagon', 'Intensity', 'Fruit', 'fruit']","['Memorial', 'Digger', 'Serious', 'cemetery', 'Casket']","['Thalys', 'Express', 'Convoi', 'Vie']","['harbor', 'Jam', 'Vermeer', 'Necklace', 'Bivalve']","['Gabbia', 'Nicholas', 'Zoo', 'Prigione', 'Canili', 'Prigionia']","['insert', 'euphemism', 'b-b-b-b-b-b-b', 'bad', 'dog', 'treat']","['Passage', 'Souterrain', 'Trou', 'Montagne']","['Feuer', 'Knopf', 'Warnung', 'Sirene', 'Sirene', 'Sirene']","['Weaving', 'Bread', 'Easter', 'container']","['underground', 'Bridge', 'holland', 'Subway', 'Subway']","['Mount', 'Vernon', 'pipe', 'leaf', 'nicotiana', 'plant']","['Kitchen', 'spicy', 'police', 'exhaustion', 'Wave', 'kelvin']","['Red', 'dippable', 'jam', 'Shortcake', 'Shortcake']","['Stove', 'convection', 'kitchen', 'Hot', 'Baking', 'Bake']","['Suite', 'Plusieurs', 'Soap', 'Op\\u00e9ra', 'ncis', 'sonic']","['Martinique', 'Dillon', 'Charette', 'Blanc']","['box', 'Kleenex', 'Charmin', 'toilet', 'paper', 'paper']","['Tsar', 'Kuzco', 'Hirohito', 'Hirohito', 'Kuzco']","['Blut', 'Stoker', 'Transsilvanien', 'Knoblauch', 'Sarg', 'Fangz\\u00e4hne']","['Transalvania', 'garlic']","['era', 'menstruation', 'Monthly', 'Punctuation', 'Final']","['Itsy-bitsy', 'Web', 'octo', 'eight']","['mix', 'Drink', 'mojito', 'Mojito']","['Me', 'dayo', 'minions', 'Belafonte', 'curved', 'yellow']","['Mormon', 'Burn', 'skedaddle', 'reserve', 'Cook', 'Yellow']","['Alm', 'Wald', 'Unterschlupf', 'ski', 'Garten']","['Italienne', 'Pommeau', 'Baignoire', 'Bain', 'Froide', 'Froide']","['Underground', 'jail', 'Slytherin', 'Dormitory']","['Megan', 'Sourgrapes', 'news', 'Coyote']","['dorito', 'smith', 'Salt', 'Vinegar']","['Knives', 'Chopping', 'Cook', 'Boyardee']","['Sourdough', 'Dozen', 'profession', 'bread', 'Pastery', 'Pastry']","['B\\u00e9luga', 'Aileron', 'second', 'Violeur', 'Flipper']","['Necktie', 'string', 'bend', 'Ribbon', 'Arrow', 'arrow']","['WW11', 'Cold', 'country', 'conflicts', 'Prussian', 'Adverary']","['Gordon', 'Wipes', 'Allen', 'West']","['Bypass', 'arrhythmia', 'Cor', 'Pump']","['Flight', 'Commander', 'captain', 'license', 'Honda']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['flowing', 'water', 'Amazon', 'Mississippi', 'Rapids', 'Pocahontas']","['flipper', 'gallack', 'Mer', 'Bateau']","['farm', 'farmer', 'agriculture', 'Big', 'Vehicle', 'Vehicle']","['Wrap', 'Spiderling', 'Sticky', 'Metamorphosis', 'Movie']","['Santa', 'butter', 'snickerdoodle', 'Biscuit', 'Oreo', 'Oreo']","['Stein', 'Flussstein', 'Stein', 'stein', 'Ministein']","['Dimanche', 'Enfant', 'cartes', 'Mise', 'Monopoly']","['Recipiant', 'Th\\u00e9', 'Mug', 'Bol']","['Castaway', 'Stranded', 'isolated', 'surrounded', 'Gilligan', 'Desert']","['Black', 'Mr.Bean', 'drollery', 'Mirth', 'laugh', 'Laugh']","['Engine', 'Gas', 'machine', 'rotor', 'generate', 'energy']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Computer', 'LCD', 'Fly', 'Genetic', 'Oled', 'Spf50']","['briquet', 'd\\u00e9funt', 'Combustion', 'folet', 'Flamme', 'go']","['bagouze', 'colliers', 'leclerc', 'man\\u00e8ge-a-']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['Carcassonne', 'Pictionary', 'Board', 'Arena', 'Catan', 'scrabble']","['Thriller', 'Kreide', 'Nachname', 'Five', 'Five']","['bikini', 'beach', 'burkini', 'clothing', 'fastskin', 'outfit']","['Walker', 'Wooden', 'Bundaberg', 'Blind', 'Rod', 'Sugar']","['bikini', 'trunks', 'bathe', 'outfit']","['Sheep-Granny', 'Plantain', 'slippery', 'Split', 'Split', 'Split']","['Bad', 'Bug', 'Survives', 'Apocalypse']","['Woodland', 'Sherwood', 'Green', 'Nots', 'Trees', 'Trees']","['Cornebidouille', 'Derri\\u00e8re', 'Salem', 'Carabosse', 'Samantha', 'McGonagall']"
Mystery Word,Passion,Grave,Train,Pearl,Cage,Bone,Tunnel,Alarm,Basket,Tunnel,Tobacco,Heat,Strawberry,Oven,S\u00e9rie,Rhum,Tissue,Emperor,Dracula,Vampire,Period,Spider,Cocktail,Banana,Book,H\u00fctte,Douche,Dungeon,Fox,Chip,Chef,Baker,Dauphin,Bow,War,Flash,Heart,Pilot,Vache,River,Dauphin,Tractor,Cocoon,Cookie,Kiesel,Jeu,Tasse,Island,Humor,Turbine,Spider,Screen,Feu,Bijou,Poup\u00e9e,Game,Jackson,Swimsuit,Cane,Swimsuit,Banana,Cockroach,Forest,Sorci\u00e8re
Guess,station,Grave,Train,Pearl,Sbarra,bone,,alarm,basket,Amsterdam,tobacco,Heat,strawberry,Oven,S\u00e9rie,Rhum,tissue,Sultan,vampir,Vampire,period,Spider,cocktail,Banana,Book,H\u00fctte,Douche,Dungeon,immigrant,Chips,Chef,baker,Dauphin,knot,war,Water,heart,Pilot,Vache,river,Dauphin,field,cocoon,Cookies,,jouer,tasse,Island,Comedy,Motor,Spider,Screen,Feu,Bijoux,Poup\u00e9e,game,Jackson,Swimsuit,Guardian,swimsuit,banana,Cockroach,Forest,sorci\u00e8re
