ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50
Table Number,586379522,585897434,585875472,585693317,585700541,585472940,584999173,584917326,584841578,584471879,584628766,584368486,584063144,582937121,583878438,583845229,583657818,583153790,582850705,582631433,582638952,581764072,581343883,581767722,580454340,580245345,579557069,578349815,578656661,578883648,578335080,578524385,576920182,577180892,576413622,575723606,575403846,571815545,571195661,570734438,569665701,567969300,563368518,559608546,546837128,542849457,496712411,470247957,396307534,319065151
Move,['24'],['9'],['19'],['10'],['18'],['19'],['24'],['29'],['12'],['16'],['18'],['72'],['55'],['57'],['30'],['48'],['46'],['42'],['65'],['43'],['83'],['18'],['31'],['9'],['66'],['73'],['136'],['57'],['91'],['110'],['109'],['109'],['10'],['91'],['19'],['41'],['44'],['89'],['37'],['38'],['80'],['255'],['148'],['217'],['440'],['1203'],['1116'],['2790'],['790'],['718']
Mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Real-time • Slow speed (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,Français,English,English,English,Français,English,English,Français,Français,Deutsch,English,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,English,English,Deutsch,Français,English,English,English,Français,Deutsch,English,English,English,Deutsch,English,English,English,Français,Français,Français,English,English,English,English,English
End,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['mouche', 'm\\u00e2t', 'haddock', 'babord', 'Foc', 'Proue']","['scaffolding', 'time', 'holder', 'surround', 'portrait', 'eye-glass']","['Mississippi', 'Ebb', 'Boat', 'Waitingforsolution', 'nile', 'Nile']","['earring', 'jewel', 'Oster', 'Clam']","['mer', 'transport', 'Bateau', 'Uaetab', 'barque', 'chalutier']","['Electrical', 'plug', 'mall', 'Bargins', 'store', 'outlet']","['Sugary', 'sticky', 'sap', 'Simple', 'Simple']","['Pralin\\u00e9', 'Cacahu\\u00e8tes', 'Caf\\u00e9', 'Noix', 'Martin', 'Beurre']","['Couleur', 'Vole', 'Ailes', 'Lumi\\u00e8re', 'Chenille', 'Chenille']","['Mehrgliedrig', 'Vielraucher', 'Anh\\u00e4nger', 'Schmuck', 'Schmuck']","['white', 'liquid', 'Cow', 'Goat', 'Shake', 'Dud']","['Image', 'laverdure', 'Illusion', 'hallucination', 'reflection', 'Phantasmagoria']","['Display', 'Tickets', 'Time', 'visible', 'Broadway', 'Broadway']","['Bury', 'Undertaker', 'death', 'Flowers', 'Graveyard', 'Buried']","['Brisket', 'Ground', 'Wagyu', 'Steak', 'sirloin', 'flank']","['tang', 'handle', 'Fileting', 'Boning', 'hone', 'whetstone']","['lobby', 'California', 'Guest', 'Inn.', 'Hostel', 'Stars']","['shot', 'tea', 'Big', 'Cup', 'Milk', 'Drink']","['Strategy', 'Rook', 'castling', 'mate', 'Checkmate', 'checkmate']","['Pig', 'Oil', 'Delicacy', 'candy']","['Canard', 'petit', 'Angle', 'Angle', 'Corner', 'Corner']","['Heaven', 'grandline', 'Coldplay', 'Vacation', 'Tranquility', '-lost']","['LAST', 'WORKDAY', 'Shabbat', 'Finally']","['Winner', 'award', 'bronze', 'Olympics', 'Olympic', 'olympic']","['Paparbox', 'Cigarette', 'cardboard', 'recycled', 'MILK', 'milk']","['Patch', 'Smashing', 'Carve', 'Carving', 'carving', 'Carving']","['Clap', 'Cats', 'Clouds', 'Rolling', 'Loud', 'Loud']","['drapes', 'Glass', 'Singular', '2000', 'Vista', 'Vista']","['Zwille', 'Hinkel-', 'Mauer', 'Uli', 'Edel', 'Kies']","['allumettes', 'Fish', 'Belges', 'Belge', 'Belgique', 'Belgique']","['Desert', 'saguaro', 'Prickly', 'succulent', 'prickly', 'Succulent']","['pourer', 'Speakeasy', 'Psi', 'Hershey', 'Bell', 'Tavern']","['Mug', 'goblet', 'Saucer', 'coffee', 'Jockstrap']","['tuichi', 'George', 'Liane', 'Mowgli']","['Land', 'Nizza', 'Nachbar', 'Wei\\u00dfbrot', 'Hahn', 'Libert\\u00e9']","['Wolftrap', 'listen', 'Hollywood', 'Bowl']","['Jackie', 'Taekwondo', 'Smith', 'Jaden', 'Kid', 'kid']","['Prick', 'Wasp', 'bee', 'Mosquito']","['Bl\\u00fcte', 'Strauch', 'Titanic', 'Dornen', 'Dornen', 'Dornen']","['Fouton', 'Leather', 'Potato', 'Pull-Out', 'Sofa', 'Sofa']","['beating', 'pumps', 'shape', 'valve', 'barracuda', 'aeorta']","['Surf', 'undulate', 'Cosine', 'hello', 'Tidal']","['Double', 'Longue-Vue', 'meme', 'uterus']","['cages', 'animals', 'Captivit\\u00e9', 'Faune']","['glac\\u00e9e', '35%', '35%', 'Glac\\u00e9e']","['Hen', 'Tikka', 'Rooster', 'Schnitzel', 'Fried', 'Fried']","['Great', 'Patch', 'squirrel', 'food', 'Spice', 'Pie']","['Aquata', 'atlantis', 'ariel', 'naiad', 'Splash', 'Siren']","['Chain', 'cancer', 'Marlboro', 'Camel', 'Smoking', 'smoking']","['ring', 'necklace', 'Gemstone', 'Precious']"
Mystery Word,Bateau,Frame,River,Pearl,Bateau,Outlet,Syrup,Noisette,Papillon,Kette,Milk,Mirage,Show,Cemetery,Beef,Knife,Hotel,Mug,Chess,Truffle,Coin,Paradise,Friday,Medal,Carton,Pumpkin,Thunder,Window,Stein,Frites,Cactus,Bar,Cup,Jungle,Frankreich,Concert,Karate,Sting,Rose,Couch,Heart,Wave,Jumelles,Zoo,Cr\u00e8me,Chicken,Pumpkin,Mermaid,Cigarette,Jewel
Guess,b\u00e2teau,frame,River,Pearl,paquebot,outlet,Syrup,Noisette,Avion,Kette,Milk,Mirage,screen,grave,Meat,Knife,Hotel,,Chess,Truffle,Poussin,Paradise,Friday,medal,box,Pumpkin,,light,Stein,,Cactus,Keg,,Jungle,Frankreich,Music,kennedy,Sting,Rose,Couch,Heart,wave,Jumelle,zoo,tortue,Chicken,pumpkin,Mermaid,smoker,Jewel
