ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59
Table Number,503636736,503690824,503753424,503470225,503273217,503027611,502854123,502955507,502914053,502610170,502527562,502480831,502198421,501891319,502163110,500876135,501902196,501283844,501082077,501009823,501082636,500575047,500396303,500412148,499995757,499697763,499679877,499015388,499001295,498403224,496970715,495942525,494781052,493675456,493150387,493159831,492435846,491305856,490280100,488379380,484682575,481212678,478910455,473773078,466086694,466081205,466084294,465731184,465664137,465664206,465668656,444471586,431028987,422619886,356959263,348838927,338553253,337346134,328236739
Move,['7'],['6'],['6'],['5'],['5'],['43'],['12'],['47'],['36'],['29'],['52'],['57'],['19'],['30'],['66'],['30'],['23'],['38'],['103'],['41'],['36'],['107'],['48'],['51'],['83'],['45'],['22'],['103'],['76'],['65'],['75'],['63'],['74'],['7'],['61'],['56'],['75'],['39'],['37'],['79'],['98'],['91'],['173'],['517'],['57'],['65'],['53'],['53'],['56'],['53'],['55'],['57'],['997'],['662'],['1564'],['1702'],['1864'],['4295'],['3700']
Mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+
Language,English,Français,Français,Français,Français,English,Français,English,English,Deutsch,English,Français,English,English,Deutsch,English,English,English,Deutsch,English,English,English,English,English,English,Deutsch,Français,English,English,English,Français,Français,Deutsch,English,Français,Deutsch,Deutsch,Français,Français,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Treat', 'Impressive', 'prank', 'Prank']","['Auchan', 'Supermarch\\u00e9', 'Priorit\\u00e9', 'Route', 'Croisement', 'Croisement']","['bagnole', '53', 'Boite', 'Pet', 'enregistreuse', 'Enregistreuse']","['Ermite', 'Un', 'Seul', 'Cartes']","['Speed', 'Tropical', 'tarzan', 'mowgli']","['T\\u00f8j', 'Lang', 'albue', 'd\\u00e6kket', 'R\\u00f8r', 'Skjorte']","['Sarcophage', 'cadavre', 'Rascar-Capac', 'Bandelettes', 'Bandelettes', 'bandelettes']","['Branch', 'hay', 'cuckoo', 'house', 'bird', 'egg']","['Wildlife', 'Boogie', 'Mowgli', 'Book']","['Liverpool', 'Rock', 'Musik', 'Alt']","['Municipal', 'Underground', 'smell', 'conduit']","['dollar', 'rendre', 'Yen', 'Peintre', 'Yen', 'peintre']","['Neil', 'Armstrong', 'Gagarin', 'Aldrin', 'Aldrin', 'Gagarin']","['Source', 'Light', 'light', 'bulb', 'bulb', 'light']","['abspielen', 'Spule', 'Video-Aufnahme', 'Shadowplay', 'Audio']","['polyhedron', 'Wombat', 'Block', 'Die', 'Game', 'Game']","['Longshan', 'synagogue', 'Doom', 'Church']","['\\u00e9poca', 'menstruacion', 'Flujo', 'Tiempo', 'Fin', 'Final']","['Kampfsportart', 'japanisch', 'Budo', 'WingTsun', 'Kid', 'Tritttechnik']","['Shrek', 'Layers', 'Pickled', 'Root']","['Bakewell', 'Fruit', 'Chapstick', 'Pop', 'Pie', 'Cola']","['\\u30a6\\u30a7\\u30a4\\u30af', '\\u3068\\u3046\\u304d\\u30aa\\u30ea\\u30f3\\u30d4\\u30c3\\u30af', '\\u30b5\\u30fc\\u30d5\\u30a3\\u30f3', '\\u30b9\\u30ce\\u30fc', '\\u30b9\\u30ce\\u30fc', '\\u3059\\u306e\\u30fc']","['Birthday', 'Pant', 'Sweat', 'Jump', 'Formal', ""Men's""]","['peas', 'Planters', 'cashew', 'goober', 'GeorgeWashingtonCarver', 'goober']","['Einstein', 'Brilliance', 'Nobel', 'shelrock', 'Smart', 'Smart']","['Schnappi', 'Ledertasche', 'Alligator', 'Kaimane', '...Dundee', '....Dundee']","['Cuivre', 'Argent', 'Gris', 'Dur']","['stocking', 'Puppet', 'Foot', 'glove', 'bombas', 'Crew']","['Bansuri', 'Instrument', 'champagne', 'Woodwind']","['cards', 'tailored', 'formal', 'birthday', 'Zoot', 'Zoot']","['Iris', 'farine', 'P\\u00e9tunia', 'Bouquet', 'P\\u00e2querette', 'Paquerette']","['Descendre', 'Jeux', 'Pr\\u00e9cieux', 'Karat', 'Bague', 'Facette']","['Musik', 'Tasten', 'Musikinstrument', 'Piano', 'Fl\\u00fcgel', 'Fl\\u00fcgel']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['cavit\\u00e9', 'Ours', 'Caverne', 'Caverne']","['Bautzner', 'Grillwurst', 'L\\u00f6wen', 'L\\u00f6wen']","['Zielkarten', 'Bahnhof', 'Gleis', 'Brettspiel', 'Lift']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['pizza', 'half', '15', '15minutes']","['Beauty', 'Hairdresser', 'Kim', 'Kimble', 'Designer', 'Designer']","['Duke', 'Blue', 'evil', 'spirit', ""God's"", 'enemy']","['Ecco', 'miami', 'mammal', 'Clever', 'Willy', 'Willy']","['barley', 'rye', 'Wheat', 'Sand']","['college', 'lecturer', 'Jones', 'Evil']","['Desktop', 'Laptop', 'Antikythera', 'Mechanism']","['Wingspan', 'spam', 'Arrived', 'Second']","['cha-cha', 'smooth', 'Shutup', 'And']","['investment', 'certificate', 'Take', '-Re-']","['kiddie', '-swimming-', 'Dirty', 'Billiards']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['Thermos', 'Face', 'tankard', 'tea']","['African', 'Lion', 'Dubai', 'Desert']","['stealthy', 'Assassin', 'Martialartist', 'foodi', 'Turtle', 'turtles']","['velours', 'Jennyfer', '1989', 'rotation', 'fran\\u00e7aise', 'Danton']","['Gale', 'Mighty', 'Breaker', 'Turbine', 'Turbine']","['bikini', 'U', 'sand', 'Sand', 'u']","['Exorcist', 'Beelzebub', 'Lucifer', 'lucifer', 'Lucifer']"
Mystery Word,Trick,Carrefour,Caisse,Solitaire,Jungle,Sleeve,Momie,Nest,Jungle,Beatles,Sewer,Monnaie,Astronaut,Lamp,Rekorder,Cube,Temple,Period,Karate,Onion,Cherry,Board,Suit,Peanut,Genius,Krokodil,M\u00e9tal,Sock,Flute,Suit,Fleur,Diamant,Klavier,Heat,Grotte,Senf,Zug,Baleine,Valise,Poup\u00e9e,Quarter,Stylist,Devil,Dolphin,Grain,Professor,Computer,Egg,Dance,Stock,Pool,Vegetable,Mug,Safari,Ninja,R\u00e9volution,Wind,Beach,Devil
Guess,Eclair,Centre,Gaz,Solitaire,Jungle,Sleeve,Pharaon,Seed,Jungle,Beatles,Pipeline,don,Astronaut,code,,Cube,temple,Per\u00edodo,Judo,onion,Cherry,board,Suit,pod,Science,Krokodil,M\u00e9tal,Sock,Flute,suit,Fleur,Diamant,klavier,,Grotte,Senf,Zug,Baleine,valise,Poup\u00e9e,,Hairstylist,demon,dolphin,Grain,Professor,Computer,Egg,Dance,Stock,Pool,Vegetable,Pot,Safari,Ninja,R\u00e9volution,Wind,swimsuit,Demon
