ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61
Table Number,467512228,467336623,467185669,467186949,467142106,467145665,467070249,466907236,466870090,466789661,466722845,466713018,466664757,466623179,466297017,466154882,466084294,466036389,466000816,465921149,465849302,465830557,465728930,465613095,465569986,465485322,465246185,465106691,464876793,464829747,464743592,464654046,464501269,464187399,464150236,464036197,463974258,463172184,463080062,462571609,461863604,461818753,461504647,459645657,459279309,458774327,458716764,458603611,457762341,457064795,455115775,454586755,453839362,449145581,446155644,431028987,421549329,420552674,344838144,330654495,319065151
Move,['8'],['9'],['13'],['6'],['28'],['9'],['16'],['11'],['32'],['12'],['18'],['26'],['19'],['38'],['63'],['19'],['5'],['24'],['46'],['36'],['56'],['46'],['73'],['45'],['36'],['21'],['49'],['65'],['82'],['18'],['40'],['76'],['47'],['54'],['29'],['45'],['114'],['36'],['92'],['117'],['93'],['91'],['52'],['60'],['39'],['100'],['19'],['37'],['111'],['27'],['52'],['11'],['82'],['72'],['36'],['526'],['95'],['409'],['1486'],['2037'],['308']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,Français,English,English,Français,Français,Deutsch,English,English,English,English,Français,English,Français,Français,Français,English,English,Français,English,English,Français,English,Deutsch,Français,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,English,English,English,Deutsch,Français,Deutsch,English,English,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['T\\u30a6\\u30a4\\u30eb\\u30b9', 'MaryPoppins', '\\u3058\\u305e\\u3046', '\\u306c\\u308c\\u306a\\u3044', 'rain']","['Musique', 'spectacle', 'Orchestre', 'Orchestre', 'Orchestre', 'Spectacle']","['group', 'Tour', 'rock', 'Musicians', 'Music', 'Rock']","['Rod', 'Stick', 'Candy', 'Walking', 'CANDY', 'WALKING']","['Dentaire', 'Galette', 'T\\u00eate', 'T\\u00eate']","['Gout', 'Incendie', 'langue', 'egout', '\\u00c9gout', 'Egout']","['Gaius', 'Julius', 'Imperator', 'Asterix']","['graverobber', 'snow', 'Dig', 'Sand']","['murphy', 'Kong', 'Heehon', 'Shrek', 'Ass']","['Shell', 'shelled', 'Slow', 'Slimy', 'Slug', 'slug']","['crust', 'Marguerita', 'slice', 'Michelangelo', 'Italian', 'Italy']","['Miel', 'Glace', 'Cassonade', 'Cassonade']","['zucchini', 'Meatless', 'Carrot', 'Carrots', 'Broccoli', 'Broccoli']","['Cheveux', 'Poils', 'Warner', 'Adam', 'r\\u00e9curer', 'dent']","['\\u00c9lectrique', 'Arbal\\u00e8te', 'Tir', 'Triomphe', 'Triomphe', 'Tir']","['Chataigne', 'Grenoble', 'Fruit', 'P\\u00e9can', 'Coque', 'coque']","['wall', 'board', 'nail', 'into']","['tail', 'plummage', 'Boa', 'Birds', 'Quill', 'Light']","['di\\u00e9t\\u00e9ticienne', 'totalitaire', 'maigrir', 'Alimentation']","['Petals', 'Crocus', 'staimen', 'Stamen']","['Bedouin', 'Pole', 'Circus', 'Pup', 'Teepee', 'tepee']","['essuyer', 'table', 'tissu', 'douche']","['Dr.Teeth', 'Enamel', 'Manaois', 'Cavity', 'Cavity']",['Fracktier'],"['Chinchin', 'Dinatoire', 'Martini', 'Cocktail', 'Spritz', 'Cacahou\\u00e8tes']","['lodging', 'Marriott', 'California', 'Astor']","['Orochimaru', 'secret', 'Stealthy', 'Tenchu', 'Turtles', 'Kakashi']","['Over', 'Walk', 'Red', 'Route', 'Crucifix']","['godmother', 'Woodland', 'Pixie', 'ethereal', 'tinker', 'Tinkerbell']","['Sea', 'crab', 'Oil', 'She', 'Conch', 'gas']","['Skydiver', 'airborne', 'Geronimo', 'Sail', 'Sky']","['Selling', 'corner', 'Agora', 'Barter', 'Super', ""Farmer's""]","['Cloth', 'Serviette', 'Paper', 'Tissue', 'Tissue', 'tissue']","['basking', 'Hammerhead', 'Surf', 'Attack', 'fin', 'Mako']","['aile', ""D'Aix"", 'CLOCHETTE', 'clochette']","['duvet', 'quilt', 'sangbag', 'Me', 'Up', 'cozy']","['anniversary', 'grow', 'age', 'Candles', 'candles', 'candles']","['Golden', 'skydive', 'Plane', 'Falling']","['Animal', 'Lucas', 'redback', 'creepy', 'Tarantula', 'Tarantula']","['Episode', 'rollerball', 'Pen', 'Earhardt', 'Sullenberger', 'Sullenberger']","['football', 'Crash', 'MIPS', 'visor', 'bike', 'Headgear']","['scope', 'aphids', 'Economies', 'Libra', 'justice', 'map']","['Small', 'Overshadow', 'tunnelling', 'Miner']","['Mogwai', '1984', 'Horrorfilm', 'Zweif\\u00e4ltig']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['Schmuck', 'Versprechen', 'Gravur', 'Verloren', 'Verbundenheitssymbol', 'Verbundenheitssymbol']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['Protect', 'Marvel', 'Defense', 'Sword']","['Make-up', 'Pierrot', 'Pipo', 'Creepy', 'funny', 'Circus']","['Hurled', 'Skewer', 'Mint', 'pointy', 'Fishing', 'Brittany']","['Dose', 'Blauflossen', 'Pizzabelag']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Relics', 'building', 'Artifacts']","['castle', 'master', 'Underneath', 'keep']","['Electrical', 'Tesla', 'Life', 'AAA']","['Hair', 'honcho', 'Fore', 'Cranium']","['male', 'Annoying', 'Morning', 'chicken', 'Chicken', 'Chicken']","['you', 'test', 'Cillindric', 'Line', 'Underground', 'Train']","['putter', 'association', 'Discotheque', 'Golf']","['Pungente', 'Paulie', 'vampire', 'Bulbo', 'Cebola', 'cebola']","['Shark', 'diapers', 'kid', 'toothless']"
Mystery Word,Umbrella,Concert,Band,Cane,Couronne,Bouche,Caesar,Shovel,Donkey,Snail,Pizza,Sucre,Vegetable,Brosse,Arc,Noix,Stud,Feather,R\u00e9gime,Flower,Tent,Serviette,Dentist,Pinguin,Ap\u00e9ritif,Hotel,Ninja,Cross,Fairy,Shell,Parachute,Market,Napkin,Shark,F\u00e9e,Cover,Birthday,Parachute,Spider,Pilot,Helmet,Scale,Dwarf,Gremlins,Bande,Ehering,Pearl,Shield,Clown,Spear,Thunfisch,Crescent,Museum,Dungeon,Battery,Head,Rooster,Tube,Club,Garlic,Baby
Guess,umbrella,groupe,Band,pole,,Bouche,C\u00e4sar,shovel,Donkey,Snail,Pizza,Gelee,Lasagna,brosse,Arc,noix,Stud,Feather,nutritionniste,Flower,Tent,Serviette,Dentist,Pinguin,Ap\u00e9ritif,Hotel,Ninja,cross,fairy,Shell,Plane,Market,napkin,Shark,Montgolfi\u00e8re,Cover,Birthday,parachute,Spider,Ink,Helmet,scales,Dwarf,Gremlins,,Ring,mussel,,Clown,Spear,Thunfisch,Crescent,,dungeon,Battery,Head,DJ,tube,club,Dead,baby
