ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81,Scrapnumber82,Scrapnumber83
Table Number,488521575,488438398,488195735,487600598,487420404,487747332,487715360,487504595,487559215,487446545,487319669,487110978,487079534,487059129,486372094,486988616,486295767,485539344,486048428,485796025,485651419,485786319,485628314,483967058,484233694,485012503,484600474,484774766,484682575,484435490,484195799,484320329,484065329,484249985,483944277,484078046,483703728,483627458,483707849,483394067,483310386,482593659,482707285,482797082,482658995,481844555,481212678,481021567,480162112,480965835,479553934,479677325,479232973,475857014,474111019,473319518,473890082,468164131,466086694,466081205,466083684,466084384,465621249,465731184,465664137,465664095,465664206,465664286,465668656,465435499,463714023,444471586,426921218,405054016,396307534,387173467,381777020,341401520,322726720,317609821,314360735,313533300,312552889
Move,['5'],['5'],['67'],['18'],['6'],['18'],['31'],['14'],['47'],['18'],['37'],['85'],['27'],['32'],['61'],['73'],['37'],['14'],['56'],['36'],['75'],['52'],['64'],['21'],['101'],['48'],['73'],['48'],['96'],['55'],['16'],['73'],['71'],['101'],['47'],['62'],['101'],['65'],['84'],['24'],['43'],['56'],['92'],['60'],['67'],['49'],['30'],['48'],['19'],['99'],['87'],['82'],['1048'],['10'],['55'],['36'],['9'],['55'],['42'],['48'],['49'],['46'],['70'],['38'],['40'],['44'],['38'],['43'],['40'],['366'],['57'],['57'],['551'],['1615'],['457'],['1353'],['1175'],['2696'],['1182'],['1701'],['3066'],['3726'],['2171']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Français,Français,English,English,English,English,Deutsch,English,Français,English,Français,Français,English,English,Deutsch,English,English,English,English,Français,English,English,Français,Français,English,Français,Deutsch,English,English,English,Français,Français,English,English,Français,English,English,English,English,Français,English,English,English,English,English,English,English,Français,English,English,Français,English,English,English,English,Deutsch,English,English,English,English,English,English,Français,English,English,English,English,English,English,Deutsch,Français,English,English,English,English,English,English,English,English,Français,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Russie', 'Ukraine', 'Litige', 'Combat']","['Pacific', '\\u00c9tendue', 'mer', 'atlantique']","['Nest', 'Magic', 'Dove', 'Bird', 'letter']","['Scapes', 'Medicinal', 'Clove', 'Clove', 'Clove', 'clove']","['victory', 'sign', 'Accord', 'Tolstoy', 'calm', 'quiet']","['Speak', 'big', 'dee', 'speaking', 'Nose', 'palatine']","['Amerika', 'Wirbel', 'Kuh', 'drehen', 'Naturereignis', 'Wasser']","['\\u30ab\\u30e9\\u30aa\\u30b1', 'sing', '\\u30d2\\u30c3\\u30c8', '\\u30c6\\u30eb\\u30fc']","['qui\\u00e9tude', 'utopie', 'onu', 'Colombe', 'Colombe', 'Colombe']","['Monster', 'Ness', 'Placid', 'Erie', 'Michigan', 'Michigan']","['Ascension', 'Grimper', 'Cord\\u00e9e', 'Chaussons', 'Sport', 'Montagne']","['Essence', 'Chaussure', 'Fun\\u00e8bres', 'Eau', 'Abdos', 'Shadok']","['oxygen', 'bark', 'Roots', 'Pine', 'branches', 'Branch']","['Boots', 'Hair', 'Mink', 'Animal', 'hackles', 'coats']","['Puschen', 'Filzfussbekleidung', 'Pantoffel', 'Schlappen']","['Doug', 'Henning', 'penn', 'teller', 'Tarot', 'I']","['RockyouHurricane', 'desert', 'King', 'venomous', 'Pincers', 'pincers']","['Frond', 'fall', 'lettuce', 'Lettuce']","['Chopped', 'Antipasta', 'Oil', 'lettuce', 'Lettuce', 'Lettuce']","['Puys', 'Boulet', 'Montagne', 'fers']","['Glucose', 'ingredient', 'Candy', 'Granulated', 'Cane', 'Cane']","['Coop', 'Dinner', 'Poultry', 'Roast', 'Fried', 'Eggs']","['urgentiste', 'Pimpon', 'Sapeur', '18', 'sapeur', '18']","['Pantoufles', 'Sous-v\\u00eatements', 'Pied', 'V\\u00eatements']","['Incisor', 'Filling', 'Yaggababble', 'saber', 'root', 'dentin']","['Fr\\u00e9quence', 'Onde', 'Station', 'Poste', 'RTL', 'Nostalgie']","['Hundenahrung', 'Bellum', 'Buchstabieralphabet', 'Kleopatraliebhaber', 'Lorbeerkranz', 'AsterixUndObelix']","['String', 'Colby', 'Fromage', 'Grated']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Caraibes', 'Perroquet', 'Corsair', 'Tipiac', 'Corsaire']","['Monocle', 'correction', 'Lorgnon', 'Montures', 'binocles', 'Binocle']","['Conveyance', 'Bike', 'Horseback', 'Travel']","['wispy', 'Fire', 'signals', 'cigar', 'Cigar', 'Cigar']","['Taraud', 'mara', 'Dentiste', 'Baie', 'Rouge', 'rouge']","['Consecutive', 'show', 'Sequence', 'Unfortunate', 'episodic', 'Episodes']","['Support', 'Stallion', 'Piercing', 'Breeder', 'hunk', 'finder']","['cord', 'Bowline', 'hawser', 'node']","['Martini', 'Molotov', 'dress', 'TomCruise', 'Shaker', 'Mixer']","['Rouge', 'Attack', 'Plan\\u00e8te', 'Twix']","['Card', 'Fob', 'Padlock', 'Door', 'Peele', 'Crucial']","['Of', 'Liberty', 'TheThinker', 'Lincoln']","['Soprano', 'Sopranos', 'Organisation', 'Russian', 'Corleone', 'Corleone']","['Grinding', 'wind', 'stone', 'stone']","['Popov', 'Jester', 'Bozo', 'Bozo', 'Pennywise', 'Pennywise']","['Orbit', 'Burn', 'Ray', 'Capri', 'Celestial']","['Coulture', 'Week', 'Pavelski', 'Couture', 'water', 'tiger']","['Connemara', 'Ness', 'Lancelot', 'Tignes']","['Smoke', 'House', 'Earth', 'wind', 'Works', 'Pookie']","['Mountain', 'Billy', 'animal', 'Biles', 'Messi', 'mustache']","['Maoris', 'Peau', 'encre', 'Encre', 'Encre', 'Encre']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Face', 'Cover', 'Bit', 'JimCarrey']","['Newton', 'lab', 'biology', 'biology']","['Spray', 'Condiment', 'Salt', 'And']","['staubig', 'Pulver']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['Wind', 'Regen', 'Weer', 'Bliksem']","[""e'rbody"", 'tipsy', 'caveman', 'cudgel']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['happy', 'annually', 'another', 'year']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['tree', 'Oil', 'reading', 'Reader']","['security', 'prison', 'Block', 'Shield']","['Semolina', 'polished', 'carbohydrate', 'African', 'Wheat', 'wheat']","['Stripe', 'Cocaine', 'horizon', 'Dotted', 'Parallel', 'HoldThe']","['Rocket', 'Jeroboam', 'Caps', 'Baby']","['Stomp', 'Rubber', 'Tramp', 'Postage', 'Tramp', 'Postage']","['Sewing', 'Join', 'Clothes', 'Clothing', 'Edge', 'Edge']","['Guerre', 'paratonnerre', 'Thor', 'Coup', 'Zeus', 'Zeus']","['Ermintrude', 'Mammal', 'cattle', 'Milk', 'Milk', 'milk']","['Seachicken', 'Yellowfin', 'Smelly', 'steak', 'melt', 'melt']","['Beanie', 'toque', 'Headdress', 'sombrero', 'Sombrero']"
Mystery Word,Guerre,Oc\u00e9an,Pigeon,Garlic,Peace,Mouth,Tornado,Song,Paix,Lake,Escalade,Pompe,Tree,Fur,Hausschuh,Magician,Scorpion,Leaf,Salad,Cha\u00eene,Sugar,Chicken,Pompier,Chaussette,Tooth,Radio,Caesar,Cheese,Quarter,Root,Pirate,Lunettes,Ride,Smoke,Fraise,Series,Stud,Rope,Cocktail,Mars,Key,Statue,Mafia,Mill,Clown,Sun,Shark,Lac,Fire,Goat,Tatouage,Guard,Mask,Science,Pepper,Puder,Dress,Storm,Club,Coin,Bar,Stone,Patron,Birthday,Envelope,Plastic,Card,Soap,Mill,Poker,Bouclier,Vegetable,Palm,Guard,Couscous,Line,Bottle,Stamp,Seam,Foudre,Cow,Tuna,Hat
Guess,Guerre,Oc\u00e9an,pigeon,Garlic,Peace,Mouth,Tornado,song,Paix,Lake,Escalade,pompe,Tree,fur,Hausschuh,magic,Scorpion,leaf,Olive,Cha\u00eene,Sugar,chicken,pompier,Chaussettes,Tooth,Radio,Caesar,Cheese,mix,,Pirate,lunette,Ride,Smoke,,Series,Cow,Knot,Cocktail,Mars,Key,Statue,,Mill,,Sun,Shark,Lac,iron,Goat,Tatouage,guard,Mask,Science,pepper,Russ,,Onweer,Club,Coin,Bar,Stone,Coin,Birthday,Bag,Cosmetics,Card,Soap,Mill,Poker,Chevalier,Vegetable,Sap,Guard,fufu,Line,Bottle,Boots,Zip,Eclair,Cow,Tuna,Hat
