ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57
Table Number,515105737,515080852,514892775,514174997,514201773,514749563,514565841,514401272,514488299,513973547,513706526,513156747,513212379,513169750,513106138,513073539,512566523,512668090,512620650,512339260,512197315,511792637,510920367,511280628,511207545,510824818,510539771,510466742,510269410,509708893,508762408,508761165,508619100,508116165,507064247,507221262,506453655,506723751,505741993,506287422,505623552,504783443,505196983,504721368,504876059,503273217,498938279,493769667,488379380,481212678,464921867,431028877,405054016,356959263,348302073,336562502,317609821
Move,['16'],['8'],['18'],['12'],['42'],['7'],['39'],['31'],['41'],['36'],['18'],['20'],['81'],['43'],['36'],['83'],['91'],['81'],['65'],['112'],['24'],['94'],['25'],['89'],['66'],['90'],['53'],['58'],['33'],['90'],['129'],['111'],['58'],['66'],['109'],['36'],['92'],['95'],['65'],['59'],['78'],['31'],['83'],['67'],['24'],['43'],['1241'],['57'],['79'],['161'],['114'],['1152'],['2254'],['1647'],['2909'],['1874'],['1936']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode
Speed,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,English,Deutsch,Français,Français,Français,English,English,Français,English,Français,English,English,Français,Français,English,English,Français,English,English,English,English,Français,English,Français,English,Français,English,Français,English,English,English,Français,Français,English,English,English,English,English,English,Français,English,Français,English,English,Français,English,English,English,English,English,Français,Français,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Play', 'musical', 'Stage', 'Movie', 'Broadway']","['Circumflex', 'geordie', 'acute', 'Glaswegian', 'Scouse']","['order', 'Bronze', 'Olympic', 'award', 'Award', 'Award']","['Feld', 'Fr\\u00fchling', 'Yellow', 'field', 'Vogelfutter', 'Pflanze']","['Spelunking', 'Stalagmites', 'Prehistoric', 'Shelter']","['Gefroren', 'Eis', 'Kalt', 'Elsa']","['Coup\\u00e9', 'tradition', 'Baguette', 'baguette']","['Visqueux', 'Encre', 'Poulpe', 'Poulpe']","['peach', 'zelda', 'Compte', 'F\\u00e9erique']","['Plant', 'Addictive', 'Marlboro', 'Pipe', 'chew', 'spit']","['Felines', 'americas', 'Puma', 'America', 'puma', 'PUMA']","['Autoroute', 'Bouteille', 'Champagne', 'Cire']","['Leia', 'cruises', ""Humperdinck's"", 'Betrothed', 'Kate', 'Diana']","['Abri', 'Barreaux', 'Nicolas', 'Nicolas']","['Bun', '375', 'Double', 'Convection', 'furnace', 'cake']","['Worship', 'aztec', 'Jewish', 'Prayer', 'Doom']","['Magazine', 'Poisson', 'Avion', 'Cockpit', 'Ligne', 'Peterhensel']","['Barge', 'Mot', 'Bateau', 'Sanguin', 'sanguin', 'Bateau']","['Honeydew', 'Carnegie', 'seedless', 'fruit', 'Cantaloupe', 'cantalope']","['Beach', 'Speedo', 'Tankini', 'bikini', 'one-piece', 'one-piece']","['Givre', 'Hydroalcoolique', 'fixant', 'Coiffant', 'Coiffant', 'coiffant']","['twister', 'Destructive', 'disaster', 'spout', 'Storm', 'Alley']","['Unleaded', 'Premium', 'propellant', 'acetylene', 'station', 'fumes']","['fillion', 'Chess', 'Windsor', 'Gothic', 'Cinderella', ""Cinderella's""]","['dig', 'snow', 'Vlad', 'spade', 'dirt', 'Gravedigger']","['bracelet', 'Caillou', 'De-famille', 'Alliance', 'Cartier', 'Madeleines']","['palmeras', 'avion', 'Oasis', 'ilusion', 'Alucinaci\\u00f3n', 'Alucinaci\\u00f3n']","['Arc', 'Ville', 'Plusieurs', 'Ciel', 'sur', 'ciel']","['Camoflauge', 'Outdoor', 'Person', 'food', 'Tracking', 'tracking']","['Loup', 'fer', 'Chirurgical', 'Visage', 'Bal', 'V\\u00e9nitien']","['Opal', 'Emerald', 'Sapphire', 'Sapphire']","['P\\u00e9rip\\u00e9tie', 'L\\u00e9gende', 'G\\u00e9ographie', 'Pr\\u00e9sidentielle']","['Howard\\u2019s', 'Lands', 'rear', 'rear']","['Megan', 'Sourgrapes', 'news', 'Coyote']","['Charged', 'Wire', 'Tesla', 'Sparked', 'Power', 'Edison']","['Escargot', 'Crabe', 'boulette', 'oeuf']","['Bas', 'M\\u00e9rinos', 'Dobby', 'perdue', 'Mamadou', 'laine']","['Arid', 'Torte', 'Sweet', 'Food', 'Flan', 'pudding']","['Chantrel', 'porcini', 'Fungi', 'cap', 'Chanterelle', 'chanterelle']","['silver', 'conceal', 'mesh', 'Monitor', 'mesh', 'monitor']","['noose', 'tug', 'cinch', 'knotted', 'twine', 'thick']","['Cooker', 'Fan', 'Hot', 'Cooking']","['Flight', 'Commander', 'captain', 'license', 'Honda']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['flowing', 'water', 'Amazon', 'Mississippi', 'Rapids', 'Pocahontas']","['Collection', 'Louvre', 'Peintures', 'Alarme']","['Samsung', 'andromeda', 'Guardians', 'MCU', 'MilkyWay', 'milkyway']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['Sorcerers', 'Philosophers', 'Rolling', 'Diamond', 'fourteen', 'pounds']","['Gun', 'noise', 'Chitty', 'Energy']","['Gun', 'Spear', 'Lethal', 'Ammo', 'attack', 'deadly']","['Diplodocus', 'Micropachychephalosaurus', 'brachiasaurus', 'jurassic']","['Pacific', 'deep', 'briney', 'Big-Wet', 'waves', 'Atlantic']","['sichuan', 'noir', 'Cheveux', 'Gris', 'Epice', 'Sel']","['atchoum', 'Cyrano', 'appendice', 'camard', 'Trompette', 'Trompe']","['casper', 'drap', 'Poltergeist', 'Op\\u00e9ra', 'Op\\u00e9ra', 'OP\\u00e9ra']"
Mystery Word,Theater,Accent,Medal,Sunflower,Cave,Schnee,Pain,Pieuvre,Princesse,Tobacco,Cougar,Bouchon,Princess,Cage,Oven,Temple,Pilote,Vaisseau,Melon,Swimsuit,Gel,Tornado,Gas,Castle,Shovel,Bijou,Mirage,Corde,Hunter,Masque,Jewel,Histoire,End,Fox,Electricity,Coquille,Chaussette,Dessert,Mushroom,Screen,Rope,Oven,Pilot,Vache,River,Mus\u00e9e,Galaxy,Spider,Poup\u00e9e,Stone,Bang,Weapon,Dinosaur,Ocean,Poivre,Nez,Fant\u00f4me
Guess,,Accent,Medal,Raps,cavern,Wasser,pain,S\u00e8che,Princesse,Tobacco,cheetah,Bouchon,princess,Cage,Oven,Church,A\u00e9roport,Bateau,Melon,Swimming,gel,tornado,Gasoline,castle,shovel,Bijou,Desert,Monument,,Appareil,Gem,Voyage,end,immigrant,Electric,,Chaussette,pastry,Mushroom,Treasure,rope,fry,Pilot,Vache,river,tableau,Galaxy,Spider,Poup\u00e9e,stone,Bang,weapon,Dinosaur,ocean,Poivre,Nez,Fant\u00f4me
