ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77
Table Number,450609499,450474638,450276875,450216132,450195456,450112496,450069435,449943757,449939587,449855370,449822899,449634138,449639325,449560263,449490894,449478276,449460451,449425569,449381411,449225047,449157396,449145581,449098708,448876762,448800998,448705290,448579291,448555622,448499497,448435020,448202573,447951055,447878128,447714414,447616638,447381665,447359043,447307685,447297035,447271305,447197952,447073159,446951295,446733878,446514318,446384335,446113288,445975209,445742197,445702967,445688637,445647568,445332276,445147317,444843544,443300228,443122626,443085305,442941057,442755037,442523856,442356323,442334438,441488112,441032575,440978972,440225058,435781132,430526833,429726886,422619886,374138794,350481361,328236739,322726720,314877288,314360735
Move,69,6,6,8,18,11,21,9,12,10,8,18,5,24,18,18,24,55,45,9,27,7,19,16,27,46,81,66,57,91,40,103,45,42,65,93,67,37,30,73,91,70,85,82,20,78,73,27,73,101,67,49,51,57,36,18,93,45,67,56,52,93,57,102,15,7,107,11,18,67,321,1065,3815,2851,991,3314,2643
Clues,"['AM', 'yawn', 'rooster', 'birds', 'breakfast', 'breakfast']","['Gotteshaus', 'Buddha', 'Kultst\\u00e4tte', 'S\\u00e4ulen', 'Budistischer......', 'G\\u00f6tter']","['Straightest', 'Path', ""What's"", 'my', 'scrimmage', 'queue']","['straw', 'Ligation', 'vacuum', 'Telly', 'cylinder']","['Labrea', 'oubliette', 'sarlacc', 'olive', 'cherry', 'Pendulum']","['Triomphe', 'VOUTE', 'Fl\\u00e8che', 'salve', 'Bander', 'Arbal\\u00e8te']","['Cimeti\\u00e8re', 'St\\u00e8le', 'Cimeti\\u00e8re', 'St\\u00e8le']","['Primate', 'Tripitaka', 'Rhesus', 'baboon', 'Luffy', 'Barrel']","['Bovine', 'Moo', 'spots', 'animal', 'Heifer', 'Holstein']","['007', 'KGB', 'Philby', 'Investigator', 'undercover', 'Undercover']","['Resupply', 'Broth', 'equity', 'GOOG', 'trading']","['arme', 'Armstrong', 'Catapulte', 'Chevaliers', 'javelot', 'Javelot']","['Primat', 'Banane', 'Schimpanse', 'Lemur']","['Twine', 'Rappelling', 'braid', 'hay', 'gear', 'belay']","['m\\u00e9cano', 'Gazole', 'Machine', 'Propulsion', 'Piston', 'engrenages']","['D\\u00e9but', 'conclusion', 'd\\u00e9licat', 'Terminus', 'Arret', 'Mort']","['Experiment', 'Procedure', 'Einstein', 'Fiction', 'Laboratory', 'Laboratory']","[""Fingal's"", 'chamber', 'bear', 'bear', 'Spelunking', 'spelunk']","['Noire', 'Amazonie', 'broc\\u00e9liande', 'bucheron', 'Bois\\u00e9e', 'Bois']","['Lustspiel', 'Humor', 'Ohnsorg', 'Posse', 'komische...', 'Witzig']","['Newborn', 'Endearment', 'Sitter', 'Neonate', 'Chickadee', 'fetile']","['3-piece', 'law', 'Tailor', 'attire']","['Brume', 'pied', 'Licorne', '..De-Brume', 'Muse', 'Biquette']","['Storm', 'Snow', 'Vane', 'Rain']","['Reclining', 'chaise', 'Lazy', 'potato', 'Sit', 'La-Z-Boy']","['Paper', 'snotty', 'napkin', 'Runny-nose', 'sneeze', 'sneeze']","['Souterrain', 'Bouche', 'Transports', 'Boulot', 'Dodo', 'dodo']","['Zelda', 'Mii', 'Handheld', 'Wii', 'Wii', 'Wii']","['Adam', 'Eden', 'Schlange', 'Apfel']","['Emphysema', 'deathstick', 'Dart', 'Menthol', 'smoke', 'Kool']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Artifice', 'M\\u00e8che', 'cannabis', 'Explosif', 'mouill\\u00e9', 'Mouill\\u00e9']","['Canvas', 'Boat', 'Drift', 'wind', 'Ahead', 'mast']","['Princess', 'Castle', 'Building', 'royal', 'Versailles', 'Palatial']","['bouquet', 'hip', 'Petals', 'Red']","['Kafka', 'D\\u00e9prim\\u00e9', 'M\\u00e9lancolie', 'tristesse', 'D\\u00e9prime', 'Ind\\u00e9sirable']","['Niet', 'fest', 'Hammer', 'Schraube', 'Finger', 'Horn']","['Breast', 'water', 'shoes', 'extract', 'iron', 'Iron']","['Or', 'Argent', 'Gourmette', 'Menottes']","['No\\u00ebl', 'Offert', 'pr\\u00e9sent', 'Pr\\u00e9sent', 'Pr\\u00e9sent', 'Offre']","['Prodigy', 'Baby', 'mensa', 'Brilliant', 'Brilliant']","['fruit', 'contraire', 'Haricot', 'Navet', 'Personne', 'V\\u00e9g\\u00e9tative']","['fruit', 'emotion', 'romance', 'Christ', 'Love', 'Gibson']","['Nut', 'furniture', 'Fastener', 'Twist', 'Driver', 'driver']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['red', 'teeth', 'orifice', 'Gape', 'Speak', 'Speak']","['Olympic', 'prize', 'award', 'bronze', 'honor', 'achievement']","['Himalayan', 'Flats', 'sodium', 'seasoning', 'pinch', 'Deice']","['Turning', 'Guillotine', 'uprising', 'Uprising']","['yellow', 'Star', 'Shining', 'bathe', 'Solar', 'Nova']","['Hubschrauber', 'Flugger\\u00e4t', 'Luftfahrzeug', 'Rotation', 'Senkrechtstarter', 'Rettung']","['barbouze', 'Nid', 'James', 'Secret']","['Glacier', 'Titanic', 'sink', 'cold', 'Melt', 'Lettuce']","['Occupation', 'slaughter', 'Cleaver', 'cleaver', 'Cleaver']","['Backsplash', 'Grout', 'Mosaic', 'Pattern', 'Ceramic', 'Ceramic']","['Pink', 'Flying', 'Woolley', 'Mammoth', 'Horton', 'Babar']","['Dead', 'colt', 'Train', 'McQueen', 'Bang']","['S\\u00fcdpol', 'Happy', 'Feet', 'Kaiser', 'Vogel', 'Vogel']","['Respect', 'tie', 'tie', 'NA']","['Gibson', 'film', 'emotion', 'love', 'Fruit', 'Red']","['proxy', 'Storage', 'Terraria', 'apache']","['Wire', 'Fight', 'Trapped', 'bird', 'Crate', 'Rat']","['Belt', 'Pliers', 'Hammer', 'Wrench']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Melted', 'Burn', 'Wax', 'Wax']","['cloth', 'Square', 'Bib', 'Wipe', 'towelette', 'Towelette']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['0', 'X', 'browser', 'Browser']","['Bath', 'Air', 'Toes', 'Pop', 'Snot']","['In', 'Pyjamas', 'Peel', 'Smoothie']","['fastener', 'chocolate', 'benjamin', 'moon']","['dawn', 'Leghorn', 'RWBY', 'Poultry']","['shower', 'Tub', 'relax', 'spa', 'bubble']","['Water', 'Nile', 'Stream', 'Running', 'Bed', 'Bend']","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']","['Scissors', 'Hedge', 'wool', 'remove', 'Clips', 'Blades']"
Mystery Word,Morning,Tempel,Line,Tube,Pit,Arc,Tombe,Monkey,Cow,Spy,Stock,Lance,Affe,Rope,Moteur,Fin,Science,Cave,For\u00eat,Kom\u00f6die,Baby,Suit,Corne,Weather,Couch,Tissue,M\u00e9tro,Nintendo,Paradies,Cigarette,Grape,P\u00e9tard,Sail,Palace,Rose,Cafard,Nagel,Pump,Bracelet,Cadeau,Genius,L\u00e9gume,Passion,Screw,Meerjungfrau,Mouth,Medal,Salt,Revolution,Sun,Helikopter,Espion,Iceberg,Butcher,Tile,Elephant,Bullet,Pinguin,Bow,Passion,Server,Cage,Tool,Anchor,Scale,Candle,Napkin,Poil,Safari,Bubble,Banana,Button,Rooster,Bath,River,Circle,Shears
Guess,dawn,,line,Tube,pit,arc,Crevette,Monkey,Cow,Spy,stock,canon,Affe,rope,Moteur,Fin,Science,Cave,For\u00eat,Kom\u00f6die,Baby,suit,Corne,Wind,lounge,Tissue,m\u00e9tro,Konsole,Paradies,cigarette,,Feu,Sail,Palace,Rose,Cafard,Nagel,pump,bracelet,Cadeau,Genius,L\u00e9gume,Passion,screw,Meerjungfrau,Mouth,Medal,Salt,,Sun,Helikopter,espion,Iceberg,Butcher,Tile,Elephant,express,,artist,Apple,web,Trap,,,,,,Poil,,Bubble,Banana,Button,Rooster,bath,River,Circle,Cuts
