ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74
Table Number,489194416,489158294,489017392,488553096,488923850,488873495,488762139,488100363,488438398,488032029,488042682,488032258,487940879,487820541,487770108,487297911,487645326,487504595,487630902,487440083,487058906,487476003,487110978,486867778,486753041,486226243,486529433,486549446,486070683,486124151,485817576,485625896,485536550,485439810,485136354,484937198,483967058,484588472,484682575,484435490,483688321,483699429,480162112,480770866,479677325,479232973,478910455,475857014,473319518,473890082,468164131,466086694,466081205,466083684,466084384,465621249,465731184,465664137,465664095,465664206,465664286,465668656,465435499,463714023,444471586,443775902,431028987,402108912,396307534,357001162,343894377,336562502,322726720,321888448
Move,['5'],['6'],['9'],['9'],['18'],['13'],['12'],['17'],['10'],['5'],['6'],['24'],['30'],['25'],['49'],['16'],['30'],['31'],['46'],['57'],['74'],['64'],['113'],['18'],['28'],['19'],['54'],['55'],['92'],['45'],['90'],['85'],['54'],['21'],['92'],['66'],['21'],['100'],['96'],['55'],['90'],['65'],['19'],['86'],['82'],['1148'],['72'],['10'],['36'],['9'],['55'],['42'],['48'],['49'],['46'],['70'],['38'],['40'],['44'],['38'],['43'],['40'],['366'],['57'],['57'],['1592'],['837'],['1263'],['457'],['1849'],['2445'],['1635'],['1182'],['3326']
Mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode
Speed,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+
Language,Français,Français,English,English,English,English,English,Deutsch,Français,Français,Français,English,English,Deutsch,English,English,Deutsch,English,Français,Français,Deutsch,English,Français,English,English,Deutsch,English,English,Français,English,English,Français,English,English,English,English,Français,Français,English,English,English,English,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,Français,English,English,English,English,English,English,Deutsch,Français,English,Français,English,English,English,English,English,Français,English,English
End,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['tete', 'bite', 'fruit', 'chene']","['Tortue', 'Ninja', 'P\\u00e2te', 'Garniture', 'Ronde', 'Flammekueche']","['Man', 'Sugar', 'Floss', 'lollipop', 'korovka', 'Sweetie']","['Caveman', 'Hobby', 'bludgeon', 'Football', 'society', 'Soda']","['Stamped', 'Lick', 'wrapper', 'Letter', 'lickable', 'Manila']","['alcohol', 'bartender', 'Shrimp', 'Molotov', 'Tom', 'Cruise']","[""D'Artagnan"", 'Chocolate', 'French', 'Dumas', 'soldier', 'soldier']","['Hirnschraube', 'Wiederbeleben', 'Leichenteile', 'Blitzeinschlag']","['artificier', 'jouet', 'Fusil', 'Artifice']","['Escalier', 'Cascade', 'Tomber', 'Tomber']","['savon', 'Air', 'testicule', 'ampoule', 'sph\\u00e8re', 'Sphere']","['Stop', 'Driver', 'vehicle', 'monster', 'Garbage', 'Auto']","['Underage', 'moll', 'Child', 'young', 'Child', 'younger']","['Edelmetalldekoration', 'Ohrring', 'Juwelen', 'Gold']","['Whale', 'Aviator', 'Formula1', 'Qantas', 'profession', 'Profession']","['Larry', 'Cake', 'Throne', 'Koopa', 'Louis']","['Koks', 'Amadeus', 'Wiener', 'Jeanny', 'Wien', 'Jeanny']","['King', '\\u30e2\\u30fc\\u30b8', '\\u305f\\u3066\\u304c\\u307f', '\\u306d\\u3053\\u304b']","['Mur', 'Marteau', 'girofle', 'pointe', 'pointe', 'girofle']","['Spaghetti', 'Django', 'Sh\\u00e9rif', 'Sioux', 'histoire', 'amerique']","['Ententeich', 'Tschaikowski', 'Ballett', 'Bolschoi', 'Wasservogel']","['Pyrenees', 'Peak', 'K2', 'biking', 'Mulhac\\u00e9n', 'Denali']","['Cheval', '\\u00c9quitation', 'Poly', 'Petit', 'Petit', 'Poly']","['African', 'George', 'Habitat', 'Amazon', 'Habitat', 'Amazonian']","['Afternoon', 'night', 'Morning', 'Gown', 'Dinner', 'Dusk']","['Asien', 'Judo', 'Japan', 'Kampfsport', 'G\\u00fcrtel', 'G\\u00fcrtel']","['mammal', 'Milking', 'Animal', 'heifer', 'Moo', 'moo']","['Hatchling', 'baby', 'coop', 'Egg', 'Bird', 'Dixie']","['Thoracique', 'Nicolas', 'enfermer', 'cachot', 'Prison', 'Prison']","['Feline', 'animal', 'Puma', 'Lion', 'temptress', 'Mountain']","['Frozen', 'Avalugg', '10%', 'Titanic', 'Titanic']","['Injection', 'Intraveineuse', 'Moustique', 'Pincement', 'Seringue', 'seringue']","['Jonagold', 'Crunchy', 'Pie', 'Worm', 'Newton', 'Newton']","['Bathers', 'Bra', 'Bathing', 'Pool']","['Seaside', 'Travel', 'Getaway', 'Lampoon', 'holiday', 'Holiday']","['Strange', 'Zivago', 'healer', 'Healer']","['Pantoufles', 'Sous-v\\u00eatements', 'Pied', 'V\\u00eatements']","['Protection', 'S\\u00e9curit\\u00e9', 'Audio', 'heaume', 'moto', 'Velo']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Nemo', 'river', 'Chips', 'carp', 'Gold']","['caught', 'dragon', 'confine', 'Pet', 'Captivity', 'Nicolas']","['Smoke', 'House', 'Earth', 'wind', 'Works', 'Pookie']","['Greens', 'Chlorophyll', 'Green', 'Autumn', 'Photosynthesis', 'Blower']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['TonyHawk', 'cranial', 'Protection', 'Hard']","['fairy', 'baton', 'spell', 'stick', 'magic', 'staff']","['Newton', 'lab', 'biology', 'biology']","['staubig', 'Pulver']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['Wind', 'Regen', 'Weer', 'Bliksem']","[""e'rbody"", 'tipsy', 'caveman', 'cudgel']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['happy', 'annually', 'another', 'year']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['guggenheim', 'gr\\u00e9vin', 'Orsay', 'orsay']","['Dragons', 'Castle', 'Jail', 'Underground']","['Cruella', 'Black', 'Prada', 'lucifer', 'Hell', ""Hell's""]","['Semolina', 'polished', 'carbohydrate', 'African', 'Wheat', 'wheat']","['Device', 'bunny', 'corn', 'eustachian', 'Listening', 'listen']","['Espresso', 'Macchiato', 'Horrid', 'Foul']","['Parall\\u00e9l\\u00e9pip\\u00e8des', 'Moules', 'Huile', 'Patates', 'Patates', 'Patates']","['Sewing', 'Join', 'Clothes', 'Clothing', 'Edge', 'Edge']","['national', 'crisis', 'Peace', 'opposite', 'Countries', 'Disputing']"
Mystery Word,Gland,Pizza,Candy,Club,Envelope,Cocktail,Musketeer,Frankenstein,P\u00e9tard,Chute,Bulle,Truck,Minor,Schmuck,Pilot,King,Falco,Lion,Clou,Western,Schwanensee,Mountain,Poney,Jungle,Evening,Karate,Cow,Chick,Cage,Cougar,Iceberg,Piq\u00fbre,Apple,Swimsuit,Vacation,Doctor,Chaussette,Casque,Quarter,Root,Fish,Cage,Fire,Leaf,Guard,Helmet,Wand,Science,Puder,Dress,Storm,Club,Coin,Bar,Stone,Patron,Birthday,Envelope,Plastic,Card,Soap,Mill,Poker,Bouclier,Vegetable,Mus\u00e9e,Dungeon,Devil,Couscous,Ear,Coffee,Frites,Seam,War
Guess,Gland,Pizza,Candy,Sport,Envelope,Cocktail,Musketeers,Frankenstein,Pistolet,Escalier,Bulle,truck,Minor,schmuck,Pilot,King,Falco,Lion,,Western,Schwan,Mountain,Poney,Jungle,Evening,Karate,cow,Chick,Cage,cheetah,Ice,Piqure,Pumpkin,spa,Beach,Doctor,Chaussettes,Casque,mix,,Fish,cage,iron,Plants,guard,Helmet,wand,Science,Russ,,Onweer,Club,Coin,Bar,Stone,Coin,Birthday,Bag,Cosmetics,Card,Soap,Mill,Poker,Chevalier,Vegetable,Mus\u00e9e,dungeon,devil,fufu,Ear,Coffee,Plat,Zip,War
