ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75
Table Number,499691194,499503842,498300910,499354332,499296990,499015388,499154314,498783024,498891809,498946527,498403224,498320868,498294858,498240290,498136926,498123851,497902335,497898386,497624698,497680789,497811835,497675300,497404905,497302270,497336647,497202908,497131918,496405272,496462046,496712341,496595655,496418420,496058086,496017157,495894974,495349332,495228715,495135298,495143313,494412075,494719520,494704846,494540885,494569914,493675456,490945085,491305856,490280100,490555540,489457635,489547867,484682575,484435490,484195799,479677325,479232973,465730124,465730355,465730615,465732005,465733714,465669875,465665695,464921867,444471586,426921218,417255169,381826421,381777020,374138794,356959263,324381970,322726720,319065151,314360735
Move,['9'],['5'],['18'],['12'],['6'],['18'],['26'],['16'],['24'],['7'],['28'],['32'],['28'],['18'],['18'],['49'],['57'],['57'],['46'],['44'],['24'],['61'],['73'],['73'],['31'],['93'],['80'],['9'],['66'],['58'],['54'],['49'],['76'],['21'],['42'],['43'],['94'],['63'],['63'],['66'],['94'],['54'],['102'],['95'],['7'],['46'],['39'],['37'],['95'],['97'],['33'],['98'],['55'],['39'],['82'],['2317'],['48'],['43'],['43'],['43'],['48'],['42'],['43'],['51'],['57'],['649'],['1750'],['819'],['1290'],['1482'],['1537'],['1795'],['1214'],['420'],['3191']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,Français,Français,English,English,English,English,Français,Deutsch,Français,English,English,English,English,Français,English,Français,English,English,English,English,English,English,English,Français,English,English,English,Français,English,English,English,English,Français,English,English,Français,English,English,English,English,English,Français,English,English,English,Français,Français,English,Deutsch,Deutsch,English,English,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['\\u3057\\u3083\\u3068\\u308b', 'bedding', '\\u30d1\\u30bf\\u30d1\\u30bf', '\\u3068\\u308a', 'Hosiiltutetu', '\\u30dc\\u30af\\u30b7\\u30f3\\u30b0']","['Respirer', 'Sentir', 'Nase', 'Tarin']","['pr\\u00e9cieux', 'richesse', 'Lingot', 'Argent', 'Bijou', 'Ru\\u00e9e']","['liquid', 'precipitation', 'Dots', 'Sky', 'Monsoon', 'Downpour']","['Blackened', 'Summer', 'Outside', 'Grill', 'Korean', 'cuisine']","['police', 'Seiko', 'View', 'Rolex', 'Wrist', 'Bezel']","['row', 'segment', 'Chalk', 'Out', 'straight', 'straight']","['Construction', 'Soleil', 'scolaires', 'Cong\\u00e9', 'Cong\\u00e9']","['Wassersport', 'Snowboard', 'Apr\\u00e8s', 'Loipe', 'Schweiz', 'Osterferien']","['Zoo', 'Nicolas', 'prison', 'Prison']","['Fiskars', 'sheep', 'wool', 'WOOL', 'sheep', 'WOOL']","['praline', 'Galaxy', 'bittersweet', 'Brown']","['Linguine', 'Ramen', 'slippery', 'asian', 'spaghetti', 'slurp']","['Garden', 'ocean', 'Tentacle', 'Eight', 'Cephalopod', 'cephalopod']","['Bouteille', 'Sport', 'Conne', 'Eau', 'Eau', 'Eau']","['Eiffel', 'Pisa', 'Twin', 'Rapunzel', 'Control']","['Grain', 'Farine', 'Avoine', 'Millet']","['Sequence', 'Links', 'Link', 'Reaction', 'Reaction']","['Crying', 'Goggles', 'shallot', 'Powder', 'layers', 'Layers']","['Organized', 'Crime', 'Criminal', 'Group']","['Wood', 'Small', 'Mill', 'Wheat', 'Whole']","['kwartier', 'Chirurgie', 'Kliniek', 'bordspel', 'chirurg', 'chirurg']","['welt', 'dealt', 'pollen', 'collector', 'epipen', 'venomous']","['walk', 'Calvary', 'vampire', 'nought', 'Crucifix', 'Crucification']","['bague', 'alliance', 'Saturne', 'Fian\\u00e7aille']","['small', 'Tail', 'Foal', 'Tiny', 'Shetland', 'Shetland']","['Trato', 'Anelar', 'Anel', 'Parceria', 'casamento']","['celluloid', 'Ebert', 'Kodak', 'screen', 'movie', 'Movie']","['Rassis', 'boursin', 'batard', 'Mie', 'Boulangerie', 'brioche']","['C3PO', 'Built', 'Android', 'Mr.']","['Altostratus', 'Sky', 'Network', 'White', 'cumulus', 'Cumulus']","['Valentine', 'Petal', 'Thorn', 'Dozen', 'Water', 'Water']","['escargot', 'gyoza', 'Appeaser', 'Fingers', 'canap\\u00e9', ""Horsd'oeuvres""]","['Napolitana', '4fromages', 'Calzone', 'Hawaienne']","['Phychologist', 'Leather', 'Settee', 'rest']","['Glass', 'Toe', 'Hint', 'Money']","['Vide', 'Pneu', 'Funebre', 'Gonfler', 'Basket', 'Aspire']","['Formula', 'Cup', 'Nose', 'Dolphin', 'Baby', 'Pop']","['Milton', 'eden', 'Cheeseburger', 'Styx', 'heaven', 'Heaven']","['Seed', 'Super-Hessu', 'puinen', 'Spread', 'Allergy', 'Allergia']","['Baby', 'Little', 'Ruminant', 'Jouvenile', 'Mary', 'Offspring']","['Easter', 'harvest', 'weaving', 'wicker', 'Wicker', 'wicker']","['Gousse', 'Persil', 'Ours', 'ciboulette', 'Vampire', 'Vampire']","['Raven', 'Eagle', 'tweety', 'Cat', 'Nest', 'Big']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['Juliet', 'Dag', 'Luiedag', 'Strijken']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['nutricionista', 'stevia', 'atkins', 'cetogenica', 'Control', 'Men\\u00fa']","['Leucht..', 'RapunzelsHeim', 'Baukl\\u00f6tze', 'Eifel...', 'Rapunzel']","['...Ganele', 'Frau', '23', 'Grammy', 'Sengerin', 'S\\u00e4ngerin']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Jaune', 'Colis', 'D\\u00e9m\\u00e9nagement', 'd\\u00e9m\\u00e9nagement', 'D\\u00e9m\\u00e9nagement']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Polkadot', 'Fly', 'woman', 'beetle']","['Bird', 'KungFu', 'karate', 'kick']","['Titanic', 'ship', 'Killer', 'killer']","['Furry', 'bear', 'Two-toned', 'two-tone']","['Cashew', 'Brazil', 'squirrel', 'treat']","['Crimson', 'and', 'lucky', 'irish']","['Miniature', 'Prep', 'my', 'job']","['Great', 'desire', 'fruit', 'love']","['Engagement', 'gold', 'circus', 'perimeter']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['Harvester', 'Fields', 'trailer', 'farm']","['Current', 'Outlet', 'Zapdos', 'Lightning', 'Static', 'zapy']","['full', 'train', 'lottery', 'Inspector']","['Shoestring', 'Animal', ""McDonald's"", 'Potato']","['highbrow', 'singing', 'Pavarotti', 'Inferno']","['in-point', 'Trunk', 'file', 'Basket', 'court', 'Pencil']","['tu', 'd\\u00e9teste', 'Son', 'russe', 'Cire', 'cire']","['Full', 'Square', 'Door', 'Terraced', 'Home', 'Home']","['3D', 'square', 'rubik', '^3']","['egypt', 'Tomb', 'Shape', 'Triangular', 'pharoh', 'Pharaoh']"
Mystery Word,Feather,Nez,Or,Rain,Barbecue,Watch,Line,Vacances,Ski,Cage,Shears,Chocolate,Noodle,Octopus,Gourde,Tower,Bl\u00e9,Chain,Onion,Mafia,Grain,Operation,Bee,Cross,Anneau,Pony,Alliance,Film,Pain,Robot,Cloud,Rose,Appetizer,Pizza,Couch,Tip,Pompe,Bottle,Paradise,Peanut,Lamb,Basket,Ail,Bird,Heat,Sunday,Baleine,Valise,Diet,Turm,Adele,Quarter,Root,Carton,Guard,Ladybug,Crane,Iceberg,Panda,Nut,Clover,Painting,Passion,Ring,Vegetable,Tractor,Electricity,Ticket,Fries,Opera,Case,Poup\u00e9e,House,Cube,Pyramid
Guess,hane,Nez,Or,rain,Ramen,Watch,Line,\u00c9clipse,Ski,Animaux,axe,Chocolate,noodles,Octopus,Gourde,Tower,Bl\u00e9,DNA,Onion,Mafia,Grain,operation,bee,blood,Anneau,Pony,Union,film,Pain,Robot,Cloud,Rose,appetizer,Pizza,Couch,Pochacco,Air,Bottle,Paradise,p\u00e4hkin\u00e4,lamb,Basket,Ail,bird,,Sunday,Baleine,valise,Dieta,Turm,,,,Poste,guard,Ladybug,Crane,Lifeboat,Grizzly,Nut,Clover,Paint,Passion,Ring,Vegetable,Tractor,Electricity,Ticket,Fries,Opera,Case,neige,House,Cube,Pyramid
