ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56
Table Number,519335417,518632939,518678559,518635453,518672314,518492791,518074513,518270528,518178951,517956738,518015922,518061538,517973951,517208272,517292681,517095134,517098518,516807797,517150197,517039024,516791807,515743132,516194248,515518017,515531482,515176359,515105737,515080852,514855722,514438929,514339808,513638397,514167474,513879745,513603313,512715448,513081149,513156747,512810444,511071992,510269410,509897088,508130373,508116165,507982780,504783443,505196983,504721368,498936864,495208466,494728196,493769667,478910455,465728930,343894377,324381970
Move,['6'],['19'],['27'],['15'],['23'],['49'],['14'],['33'],['21'],['36'],['27'],['37'],['16'],['39'],['33'],['31'],['58'],['28'],['47'],['35'],['84'],['56'],['56'],['30'],['5'],['49'],['66'],['98'],['78'],['26'],['38'],['27'],['90'],['24'],['56'],['32'],['54'],['36'],['36'],['60'],['33'],['73'],['369'],['75'],['69'],['31'],['83'],['67'],['48'],['75'],['164'],['57'],['254'],['540'],['2806'],['1864']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+
Language,English,Deutsch,English,English,English,Français,English,English,English,English,Deutsch,English,English,Français,Deutsch,Français,English,English,English,English,English,Deutsch,English,Français,English,English,English,English,Deutsch,Français,Deutsch,English,English,English,Français,English,English,Français,English,English,English,English,English,English,English,English,English,Français,Français,English,English,English,English,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite
Clues,"['Home', 'Tree', 'building', 'residential', 'Shelter', 'Party']","['Gericht', 'Suits', 'Strafverteidiger', 'Verteidger']","['Shaving', 'Reflect', 'Glass', 'Reflection', 'Self', 'Fairest']","['sandy', 'waterhole', 'Gallagher', 'Band']","['bath', 'Rest', 'Bed', 'romper']","['Ratatouille', 'champs', 'Wistar', 'egout', 'Opera']","['Fence', 'necklace', 'Links', 'Links']","['Placid', 'Erie', 'Erie', 'tahoe', 'Tahoe']","['Salads', 'mediterranean', 'atkins', 'Atkins']","['Good', 'today', 'Black', 'Monday', 'Freaky']","['widerlich', 'aU', 'Pioniere', 'Guinness', 'Mahrbr\\u00e4u', 'Brauerei']","['Pumpkin', 'Crust', 'Banana', 'Cream', 'Apple', 'Chicken']","['sea', 'Flat', 'ship', 'magain', 'Yacht']","['Hiver', '\\u00c9rable', 'Bourgeons', 'Saison', 'Bourgeon', 'Bourgeon']","['Elfenbein', 'Bl\\u00fcmchen', 'Dickh\\u00e4uter', 'Benjamin', 'Dickh\\u00e4uter', 'Benjamin']","['pigeon', 'mesange', 'ailes', 'piaf']","['Arachnid', 'Charlotte', 'widow', 'Legs']","['Fists', 'Jab', 'beverage', 'Hawaiian', 'Judy', 'Sucker']","['backpack', 'ripcord', 'hang-glider', 'Silk', 'Skydive', 'Skydive']","['graduation', 'Bundt', 'Wedding', 'Antoinette']","['Motor', 'Fishing', 'barge', 'dinghy', 'tug']","['Gilette', 'Planet', 'armlos', 'G\\u00f6ttin', 'Botticelli', 'Fliegenfalle']","['Vineyard', 'alcohol', 'Race', 'bubble', 'Celebration', 'Celebrating']","['Bebe', 'Diminutive', 'Cire', 'Barbie', 'jouet', 'Jouet']","['Kyoya', 'Finn', 'kuro', 'eyes']","['Fall', 'Adele', 'Mr.', 'Blue', 'Heaven', 'Clouds']","['mechanism', 'Department', 'Shield', 'Defend', 'Block']","['Newsagents', 'Junction', 'Square', 'vertex', 'Vertex']","['Knallerei', 'Patry', 'Wunderkerze', 'Bleigie\\u00dfen', 'Jahresende', 'Feuerwerk']","['Cadeau', 'P\\u00e2te', 'Cheveux', 'D\\u2019or', 'Ceinture', 'Fris\\u00e9e']","['Pferd', 'M\\u00e4nnlich', 'Vierbeiner', 'M\\u00e4hne']","['Loop', 'Breakfast', 'sander', 'green', ""Orion's"", 'Orion']","['Wooster', 'sweep', 'Hair', 'Air', 'paint', 'paint']","['bird', 'skin', 'light', 'pluck', 'Birds', 'White']","['one', 'piece', 'Carte', 'Croix', 'Parfum', 'Lancome']","['Tahiti', 'Gilligan', 'beach', 'exotic']","['Playground', 'Water', 'Slip', 'Slip']","['Toile', 'Sardine', 'Camping', 'Tipi']","['bedrooms', 'guests', 'Vacation', 'Stay', 'California', '4-star']","['pompeii', 'molten', 'Obsidian', 'magma', 'magma']","['Camoflauge', 'Outdoor', 'Person', 'food', 'Tracking', 'tracking']","['\\u30c9\\u30ea\\u30c3\\u30d7', '\\u307e\\u3081', '\\u3059\\u305f\\u30fc\\u3070\\u3063\\u304f\\u3059', '\\u306b\\u304c\\u3044']","['Arizona', 'green', 'Desert', 'Cooler', 'Prickly', 'Plant']","['Nutmeg', 'Cinnamon', 'Cinnamon']","['Butter', 'Legume', 'Reeces', 'Buttercups', 'Salted', 'Salted']","['Cooker', 'Fan', 'Hot', 'Cooking']","['Flight', 'Commander', 'captain', 'license', 'Honda']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['Armure', 'Ecu', 'Protection', 'Protection']","['Nickle', 'Slot', 'Loose', '1$']","['Plant', 'Purify', 'slippery', 'bog', 'green', 'green']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['avocado', 'slicer', 'stab', 'dagger', 'sharp', 'blade']","['Margherita', 'Pepperoni', 'TMNT']","['Ground', 'Slug', 'Early', 'Bird']","['If', 'Let', 'Baffe', 'Cr\\u00eame', 'fraises', 'gifle']"
Mystery Word,House,Anwalt,Mirror,Oasis,Room,Rat,Chain,Lake,Diet,Friday,Bier,Pie,Sail,Printemps,Elefant,Oiseau,Spider,Punch,Parachute,Cake,Boat,Venus,Champagne,Poup\u00e9e,Glasses,Sky,Defense,Corner,Silvester,Boucle,Hengst,Belt,Brush,Feather,Tr\u00e9sor,Island,Slide,Tente,Hotel,Lava,Hunter,Coffee,Cactus,Spice,Peanut,Oven,Pilot,Vache,Bouclier,Coin,Moss,Spider,Knife,Pizza,Worm,Tarte
Guess,House,Anwalt,mirror,Oasis,baby,Rat,Chain,Lake,Diet,friday,Bier,Pie,sail,Printemps,,Oiseau,Spider,Punch,Parachute,cake,boat,Venus,france,Poup\u00e9e,glasses,sky,,,Silvester,Boucle,Hengst,Belt,brush,Feather,Tr\u00e9sor,Island,Slide,Tente,Hotel,Lava,,coffee,cactus,Spice,Peanut,fry,Pilot,Vache,Bouclier,coin,moss,Spider,knife,Pizza,Worm,tarte
