ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64
Table Number,588657677,588997685,588695458,588707129,588625629,588474997,588506587,587696047,587559282,587836058,587783205,587598007,587268029,587257186,587159615,586986986,586948891,586914491,586733841,586514631,586331830,586164018,586254992,586101657,585819367,585819657,585707678,585502879,585441660,584874230,584841578,584135448,584041498,584393137,584049664,583894886,581496855,582097141,581756248,581343883,581767722,576920182,577180892,576762350,576413622,571815545,571195661,570734438,567969300,559608546,557334313,555552287,551312356,543879156,539412516,537913892,527775627,517125895,517095134,508130373,480055062,381826421,374138794,356959263
Move,['5'],['6'],['9'],['14'],['19'],['27'],['7'],['45'],['27'],['37'],['38'],['49'],['50'],['28'],['48'],['48'],['36'],['18'],['28'],['46'],['12'],['27'],['42'],['33'],['10'],['10'],['37'],['83'],['82'],['38'],['43'],['78'],['111'],['38'],['84'],['109'],['55'],['67'],['82'],['56'],['9'],['10'],['91'],['26'],['19'],['89'],['37'],['38'],['295'],['222'],['734'],['185'],['585'],['267'],['261'],['2455'],['978'],['503'],['876'],['2199'],['1041'],['1101'],['2414'],['2340']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode
Speed,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+
Language,English,Français,English,English,English,English,English,Français,English,English,English,English,English,English,English,English,English,English,English,English,Français,English,Français,English,English,English,English,English,Français,English,Français,English,Deutsch,English,English,English,English,English,English,English,English,English,Français,English,Deutsch,English,Deutsch,English,English,Français,English,English,Français,Français,English,English,English,English,Français,English,Deutsch,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['truck', 'hot', 'Arson', 'Terminate']","['Train', 'Track', 'Coke', 'Chemin', 'Route', 'Acier']","['molten', 'liquid', 'Vulcan', 'Basalt', 'Volcano', 'Volcano']","['Baby', 'Me', 'Her', 'Root']","['Sturgeon', 'russian', 'Food', 'roe', 'Delicacy', 'eggs']","['Bugs', 'mattress', 'room', 'Hotel', 'Pillow', 'Pillow']","['Petrol', 'Noble', 'petroleum', 'watervaper']","['Golfe', 'Airelle', 'Goji', 'Fruit']","['Hot', 'shore', 'Nudist', 'copacabana', 'Sandcastle', 'sea']","['Cologne', 'sauvage', 'Spray', 'flowers', 'Chanel', 'Chanel']","['Fairy', 'mouth', 'Enamel', 'Fang', 'Decay', 'Gumes']","['Choochoo', 'Railway', 'Track', 'Caboose', 'Ticket']","['Clifton', 'Game', 'London', 'London']","['Performance', 'Program', 'Intro', 'Broadway', 'Puppet', 'episode']","['nail', 'Spiral', 'Phillips', 'Sex', 'Fastener', 'fastener']","['Organism', 'Contagious', 'Nile', 'Influenza', 'Covid', 'Covid']","['Namhae', 'sea.', 'Pacific', 'salty', 'Indian', 'Atlantic']","['seeds', 'tree', 'Harvest', 'Macintosh', 'Steve', 'Jobs']","['Jelly', 'purple', 'Wine', 'Seedless', 'Seedless', 'wine']","['The', 'Period', 'Termination', 'pole', 'Concludion', 'Conclusion']","['Tonnerre', 'Commando', 'chirurgicale', 'Math\\u00e9matique', 'Math\\u00e9matique', 'math\\u00e9matique']","['Frasier', 'Niles', 'construction', 'shipbuilding', 'high', 'build']","['Mexicain', 'Tacos', 'Chapeau', 'Chapeau']","['scenarist', 'serie', 'reel', 'movie', 'Poppins', 'watch']","['light', 'space', 'stone', 'building']","['dinner', 'sunset', 'afternoon', 'night']","['Order', 'Food', 'Restaurant', 'Options', 'list', 'list']","['Feathers', 'Repeat', 'Imitate', 'Polly', 'Polly', 'Polly']","['Fric', 'Claude', 'Pi\\u00e8ces', 'yen', 'Dollar', 'centimes']","['Budweiser', 'Pint', 'Goggles', 'Alcohol', 'Carlsberg', 'Carlsberg']","['Spatiale', 'Sanguin', 'Sanguin', 'Spatial', 'Spatial', 'Sanguin']","['Bound', 'Leap', 'Triple', 'Shot']","['Mediziner', 'Bonusheft', 'Berufsbezeichnung', 'Gebiss', 'Wurzelbehandlung', 'Implantate']","['Lion', 'Elephant', 'Animals', 'Keeper', 'enclosure', 'petting']","['Sledge', 'Thor\\u2019s', 'Time', 'Dwarf', 'nail', 'Nail']","['Crustacean', 'Seafood', 'bubba', 'Cocktail', 'amano', 'Pistol']","['carbon', 'crystal', 'jewel', 'rhombus', 'Gem', 'Jewelry']","['Redback', 'Money', 'Incy', 'Wincy', 'Incey', 'Wincey']","['Vulnerable', 'ceramic', 'Bouquet', 'Bud', 'decorative', 'Crystal']","['Battle', 'Schooner', 'Cruise', 'Cruise']","['Winner', 'award', 'bronze', 'Olympics', 'Olympic', 'olympic']","['Mug', 'goblet', 'Saucer', 'coffee', 'Jockstrap']","['tuichi', 'George', 'Liane', 'Mowgli']","['kleenex', 'Therapist', 'Soft', 'Mucus', 'Skin', 'Apchi']","['Land', 'Nizza', 'Nachbar', 'Wei\\u00dfbrot', 'Hahn', 'Libert\\u00e9']","['Prick', 'Wasp', 'bee', 'Mosquito']","['Bl\\u00fcte', 'Strauch', 'Titanic', 'Dornen', 'Dornen', 'Dornen']","['Fouton', 'Leather', 'Potato', 'Pull-Out', 'Sofa', 'Sofa']","['Wagyu', 'Jersey', 'Spotted', 'Angus', 'Udder']","['amour', 'mairie', 'Engagement', 'Fian\\u00e7ailles']","['Prosecution', 'armor', 'protection', 'Offense', 'Opposit', 'Opposite']","['Person', 'Occupation', 'court', 'Law', 'Law', 'Law']","['Cendr\\u00e9e', 'Travaux', 'Oiseau', 'Oiseau', 'Jaune', 'Jaune']","['coron', 'grisou', 'Mines', 'Charbon', 'Majeur', 'Majeur']","['Bird', 'Superman', 'airCRAFT', 'fly']","['Eyes', 'Socks', 'Mammoth', 'yarn', 'Fabric', 'Angora']","['You.got.the.dick.fillintheblank', 'hot', 'reaaaally.sick', 'Virus', 'temperature']","['Adam', 'Location', 'Lost', 'Tropical', 'Coldplay', 'Island']","['Film', 'Objectif', 'Infrarouge', 'Audiovisuel']","['flooring', 'Azul', 'CERAMIC', 'carcassonne', 'Ceramic', 'Carcassonne']","['M\\u00fcller', 'Mehl', 'Wind', '9', 'Kaffeebohnenschredder', 'Don-Quijote-Gegner']","['phantom', 'man', 'Fall', 'cloud']","['glass', 'image', 'reflection', 'reflection']","['Joker', 'IT', 'car', 'Terrifier', 'Pennywise', 'Pennywise']"
Mystery Word,Fire,Rail,Lava,Carrot,Caviar,Bed,Gas,Baie,Beach,Perfume,Tooth,Train,Bridge,Show,Screw,Virus,Ocean,Apple,Grape,End,Op\u00e9ration,Crane,Sombrero,Film,Sun,Evening,Menu,Parrot,Monnaie,Beer,Vaisseau,Jump,Zahnarzt,Zoo,Hammer,Shrimp,Diamond,Spider,Vase,Ship,Medal,Cup,Jungle,Tissue,Frankreich,Sting,Rose,Couch,Cow,Mariage,Defense,Attorney,Grue,Mineur,Plane,Wool,Fever,Paradise,Cam\u00e9ra,Tile,M\u00fchle,Rain,Mirror,Clown
Guess,,Ligne,lava,carrot,Caviar,bed,Gas,Baie,Beach,Fragrance,Tooth,Train,,prologue,Screw,Virus,sea,apple,Jam,End,op\u00e9ration,SpaceNeedle,Salsa,show,star,evening,Menu,,Monnaie,Beer,Veines,jump,Zahnarzt,zoo,Hammer,Shrimp,diamond,Spider,vase,ship,medal,,Jungle,Tissue,Frankreich,Sting,Rose,Couch,cow,Mariage,Defense,Lawyer,Grue,Nord,Plane,wool,Flu,Paradise,Cam\u00e9ra,Tile,M\u00fchle,rain,mirror,Clown
