ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62
Table Number,512252385,512094068,512284188,512208215,512025411,511546171,510920367,511786256,511578558,511013877,511387001,511016695,510824814,510858611,510779723,510234757,509997894,509706096,509624361,509880783,509355375,509531723,509693967,509509203,509398497,509310457,508968080,508999573,508273744,508565028,508602575,508600105,508181465,508130373,508116165,507832390,505741993,506348845,506189713,506120988,505825213,504783443,505196983,504721368,504876059,504600378,503454797,502033632,500892294,498936864,494977940,493972187,493769667,493662581,489194416,488379380,420552674,387173467,374138794,366888891,322726720,317609821
Move,['17'],['9'],['37'],['8'],['16'],['6'],['6'],['16'],['15'],['22'],['27'],['45'],['33'],['55'],['75'],['29'],['52'],['84'],['43'],['82'],['87'],['56'],['30'],['32'],['85'],['44'],['36'],['12'],['33'],['48'],['56'],['82'],['93'],['146'],['66'],['16'],['56'],['91'],['128'],['56'],['92'],['20'],['82'],['67'],['24'],['44'],['27'],['107'],['101'],['37'],['109'],['308'],['57'],['49'],['398'],['79'],['763'],['1684'],['1621'],['1270'],['1257'],['1918']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode
Speed,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Français,Deutsch,English,English,English,English,English,Français,Français,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,Deutsch,English,English,English,English,English,Deutsch,English,English,Français,English,English,English,English,English,Français,English,English,Français,English,English,Français,English,Français,English,English,English,Français,English,English,English,English,Français,Français,English,English,English,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Suisse', 'bleue', 'poutine', 'Souris']","['K\\u00f6nig', 'Zahnarzt', 'Helm', 'W\\u00e4hrung', 'Prinzessin', 'Prinzessin']","['Glass', 'Sun', 'Tv', 'Time']","['Lucy', 'High', 'atmosphere', 'heavenward', 'Plane']","['Tabby', 'Rush', 'Yellow', 'Wine', 'Wine']","['Gabbia', 'Nicholas', 'Zoo', 'Prigione', 'Canili', 'Prigionia']","['surf', 'sKate', 'Chess', 'Cheese', 'game', 'arena']","['Grain', 'Argent', 'C\\u00e9r\\u00e9ales', 'C\\u00e9r\\u00e9ale']","['Passage', 'Souterrain', 'Trou', 'Montagne']","['Weaving', 'Bread', 'Easter', 'container']","['underground', 'Bridge', 'holland', 'Subway', 'Subway']","['Conduit', 'Mario', 'Cleaner', 'Oil', 'tobacco', 'Sherlock']","['Red', 'dippable', 'jam', 'Shortcake', 'Shortcake']","['Taking', 'deceive', 'Magician', 'Illusion', 'Magic', 'Magic']","['eggs', 'Sturgeon', 'Fishegg', 'Cigarettes', 'Champagne', 'Champagne']","['Kugel', 'Bethoven', 'Wien', 'Lacrimosa', 'Per\\u00fccke', 'Nachtmusik']","['cobra', 'anaconda', 'Serpent', 'Bite']","['vineyard', 'Muscat', 'flavor', 'Eating', 'Winery', 'Cabernet']","['Shower', 'Drops', 'Precipitation', 'Downpour', 'Precipitation', 'Downpour']","['Yakiniku', 'Net', 'beans', 'ribs', 'cookout', 'Charcoal']","['Tsar', 'Kuzco', 'Hirohito', 'Hirohito', 'Kuzco']","['Diabetes', 'Sweet', 'HIGH', 'Cane', 'Cane']","['Blut', 'Stoker', 'Transsilvanien', 'Knoblauch', 'Sarg', 'Fangz\\u00e4hne']","['Transalvania', 'garlic']","['Protect', 'Security', 'Gutter', 'Mouth']","['Money', 'Plant', 'Onanism', 'Origin']","['Me', 'dayo', 'minions', 'Belafonte', 'curved', 'yellow']","['Mormon', 'Burn', 'skedaddle', 'reserve', 'Cook', 'Yellow']","['Alm', 'Wald', 'Unterschlupf', 'ski', 'Garten']","['Root', 'Head', 'Archer', 'Quiver', 'Feather', 'Barbed']","['J-shaped', 'sinker', 'grappling', 'Tripple', 'Fishing', 'Traveler']","['Italienne', 'Pommeau', 'Baignoire', 'Bain', 'Froide', 'Froide']","['panda', 'Bunyan', 'XXL', 'ogre', 'Beanstalk', 'humongous']","['Crisps', 'supersize', 'Ketchup', ""Mcdonald's"", 'Curly', 'curly']","['Megan', 'Sourgrapes', 'news', 'Coyote']","['dorito', 'smith', 'Salt', 'Vinegar']","['Opera', 'Dove', 'Lather', 'clean', 'Dish', 'Detergent']","['B\\u00e9luga', 'Aileron', 'second', 'Violeur', 'Flipper']","['Necktie', 'string', 'bend', 'Ribbon', 'Arrow', 'arrow']","['Pacific', 'indian', 'enormous', 'Sea']","['V\\u00e8l\\u00f2', 'Manta', 'lueur', 'Stingray', 'branchiale', 'bato\\u00efde']","['Gordon', 'Wipes', 'Allen', 'West']","['Flight', 'Commander', 'captain', 'license', 'Honda']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['flowing', 'water', 'Amazon', 'Mississippi', 'Rapids', 'Pocahontas']","['flipper', 'gallack', 'Mer', 'Bateau']","['Fruits', 'Liquid', 'Squash']","['Wrap', 'Spiderling', 'Sticky', 'Metamorphosis', 'Movie']","['Santa', 'butter', 'snickerdoodle', 'Biscuit', 'Oreo', 'Oreo']","['Recipiant', 'Th\\u00e9', 'Mug', 'Bol']","['Arizona', 'zodiac', 'king', 'venomous', 'Stinger', 'Stinger']","['Circle', 'handcuff', 'Wrist', 'Jewelry', 'jewelry', 'wrist']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Computer', 'LCD', 'Fly', 'Genetic', 'Oled', 'Spf50']","['bagouze', 'colliers', 'leclerc', 'man\\u00e8ge-a-']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['bikini', 'beach', 'burkini', 'clothing', 'fastskin', 'outfit']","['Walker', 'Wooden', 'Bundaberg', 'Blind', 'Rod', 'Sugar']","['bikini', 'trunks', 'bathe', 'outfit']","['Sow', 'Sprout', 'Small', 'plant', 'random', 'random']","['Woodland', 'Sherwood', 'Green', 'Nots', 'Trees', 'Trees']","['Cornebidouille', 'Derri\\u00e8re', 'Salem', 'Carabosse', 'Samantha', 'McGonagall']"
Mystery Word,Fromage,Krone,Screen,Sky,Cheese,Cage,Board,Bl\u00e9,Tunnel,Basket,Tunnel,Pipe,Strawberry,Trick,Caviar,Mozart,Snake,Grape,Rain,Barbecue,Emperor,Sugar,Dracula,Vampire,Guard,Seed,Banana,Book,H\u00fctte,Arrow,Hook,Douche,Giant,Fries,Fox,Chip,Soap,Dauphin,Bow,Ocean,Raie,Flash,Pilot,Vache,River,Dauphin,Juice,Cocoon,Cookie,Tasse,Scorpion,Bracelet,Spider,Screen,Bijou,Poup\u00e9e,Swimsuit,Cane,Swimsuit,Seed,Forest,Sorci\u00e8re
Guess,Fromage,Krone,Screen,Sky,Gold,Sbarra,Board,Or,,basket,Amsterdam,pipe,strawberry,Trick,Caviar,Mozart,Snake,Grapes,rain,barbecue,Sultan,Sugar,vampir,Vampire,Guard,,Banana,Book,H\u00fctte,Arrow,hook,Douche,Giant,Chips,immigrant,Chips,soap,Dauphin,knot,Ocean,Raie,Water,Pilot,Vache,river,Dauphin,Juice,cocoon,Cookies,tasse,Snake,key,Spider,Screen,Bijoux,Poup\u00e9e,Swimsuit,Guardian,swimsuit,bean,Forest,sorci\u00e8re
