ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53
Table Number,466068142,466042467,465921149,465737435,465669186,465619295,465594337,465557655,465401776,465246185,464888528,464855305,464842137,464668875,464450775,464440486,464030557,464003509,463954819,463727546,463642650,463053389,463027594,462743369,462709594,462593479,461993852,461527906,461359677,461004079,460427655,460418485,459645657,459279309,458716764,458603611,458063347,456908720,455837502,455115775,454586755,453839362,451217602,449145581,446155644,443403998,387173467,374138794,363390977,344838144,343894377,336562502,324806575
Move,['14'],['5'],['15'],['15'],['9'],['6'],['21'],['9'],['55'],['31'],['39'],['9'],['32'],['18'],['27'],['18'],['24'],['39'],['55'],['57'],['43'],['21'],['87'],['65'],['47'],['85'],['73'],['54'],['73'],['63'],['65'],['94'],['60'],['39'],['19'],['32'],['74'],['50'],['225'],['28'],['11'],['82'],['122'],['72'],['36'],['112'],['1096'],['1208'],['1413'],['1486'],['2156'],['1454'],['1634']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+
Language,English,English,English,English,English,English,English,Français,Français,English,English,English,English,English,Français,English,English,Deutsch,English,English,English,Français,English,English,English,Français,English,Deutsch,Français,English,Deutsch,English,Deutsch,Français,English,English,English,English,Français,Deutsch,English,English,English,English,English,English,English,English,English,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['patissi\\u00e8re', 'Coffee', 'Ice', 'Whipped']","['Read', 'Headline', 'Reporter', 'Information']","['Narwhal', 'Orca', 'Shamu', 'Baleen']","['Ribs', 'grilling', 'Sauce', 'sauce']","['ghosts', 'Pet', 'Pere-Lachaise', 'Burial', 'Graveyard', 'grave']","['Band', 'Barracuda', 'Love', 'Valentines', 'pump', 'blood']","['Screwdriver', 'Powersander', 'Saw', 'Sander']","['Mescal', 'Epines', 'Dutronc', 'D\\u00e9sert', 'Chanson', 'Piquant']","['Cin\\u00e9ma', 'T\\u00e9l\\u00e9vision', 'Catholique', 'Oled', 'Total', 'Fum\\u00e9e']","['Mud', 'Alligator', 'Lacoste', 'hook', 'Reptile', 'Tears']","['Concord', 'Wine', 'Bunches', 'Vine', 'merlot', 'Juice']","['dissapear', 'Rabbit', 'Illusion', 'illusionist', 'Copperfield', 'Copperfield']","['fabric', 'Itchy', 'Warm', 'yarn', 'sheep', 'sheep']","['Doom', 'Surgeon', 'Who', 'Healer', 'Profession', 'professional']","['Lisse', 'Pierre', 'Plage', 'Ricochet', 'Ricochet', 'Plage']","['Fudd', 'Duck', 'bow', 'Searcher', 'Traps', 'Rifle']","['milky', 'Guardian', 'Samsung', 'FORD', 'Far']","['Piercing', 'Schnur', 'K\\u00f6rpermitte', 'Bauchmitte', 'Bauchloch', 'K\\u00f6rpermitte']","['Bells', 'fear', 'fire', 'four', 'Panic', 'Alert']","['Underwater', 'Mammal', 'Killer', 'Hunchback', 'Free', 'Willy']","['Voice', 'Mark', 'Mark', 'Voice']","['Cheveux', 'Bain', 'Hygi\\u00e9nique', 'Hygi\\u00e9nique']","['v\\u00e9l', 'tiny', 'm\\u00e9h', 'pete', 'papucs\\u00e1llatka', 'Papucs\\u00e1llatka']","['Table', 'Espresso', 'Cappuccino', 'brew', 'decaf', 'pod']","['Tool', 'Nail', 'Driver', 'Driver']","['Moyen-Age', 'Servant', 'Arthur', 'Arhtur']","['broom', 'firehook', 'Farmtool', 'leaves', 'sweep', 'Skinny']","['Wanne', 'Dusche', 'Na\\u00dfzelle', 'Handtuch', 'Duschgel', 'Schaum']","['Lezard', 'Versatile', 'Camouflage', 'Reptile', 'iguane', 'Animal']","['Energizer', 'NimH', 'AAA', 'Power', 'Duracell', 'Duracell']","['4', 'G\\u00f6tterwohnsitz', 'Wettkampf', 'Mehrkampf', 'Wettk\\u00e4mpfe']","['urn', 'Receptacle', 'Pot', 'Ceramic', 'glass', 'Glass']","['Mogwai', '1984', 'Horrorfilm', 'Zweif\\u00e4ltig']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['Skeleton', 'Unlock', 'Lock', 'Lock']","['Claymore', 'Falcata', 'rapier', 'Excaliber']","['butterfly', 'shell', 'metamorphosis', 'caterpillar', 'shroud', 'chrysalis']","['Tente', 'Zavatta', 'trap\\u00e8ze', 'Pinder', 'Gavarnie', 'gavarnie']","['Apfelsine', 'Mandarine', 'Pekoe', 'S\\u00fcdfrucht']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Relics', 'building', 'Artifacts']","['timescale', 'Past', 'birthday', 'Christmas', 'Now', 'Now']","['castle', 'master', 'Underneath', 'keep']","['Electrical', 'Tesla', 'Life', 'AAA']","['Chad', 'Weapon', 'behead', 'Francisca', 'dwarf', 'Chop']","['Whistle', 'pinkyandthebrain', 'Howl', 'Hound', 'Den', 'Wallstreet']","['dark', 'soft', 'Alan', 'Cube']","['Express', 'Racehorse', 'little', 'Mustang', 'Mustang']","['putter', 'association', 'Discotheque', 'Golf']","['Larvae', 'Caterpillar', 'Wrapped', 'Wrap']","['M\\u00e2choire', 'Rasoir', 'moustache', 'menton', 'Bleue', 'Poil']","['Autumn', 'Wind', 'Peepers', 'Fall', 'Foliage', 'Photosynthesis']"
Mystery Word,Cream,Newspaper,Whale,Barbecue,Cemetery,Heart,Tool,Cactus,\u00c9cran,Crocodile,Grape,Magician,Wool,Doctor,Galet,Hunter,Galaxy,Nabel,Alarm,Whale,Accent,Serviette,Cell,Coffee,Screw,Chevalier,Rake,Bad,Cam\u00e9l\u00e9on,Battery,Olympiade,Vase,Gremlins,Bande,Pearl,Key,Sword,Cocoon,Cirque,Orange,Crescent,Museum,Present,Dungeon,Battery,Axe,Wolf,Sugar,Pony,Club,Cocoon,Barbe,Leaf
Guess,Cream,Newspaper,Whale,Barbecue,graveyard,Heart,Tool,Cactus,Ecran,crocodile,Grapes,magician,Wool,Doctor,caillou,Hunter,Galaxy,Haken,Alarm,Whale,,shampoing,Embryo,Coffee,Hammer,chevalier,Rake,Bad,Crocodile,Battery,Olymp,vase,Gremlins,,mussel,key,Sword,cocoon,Cirque,Orange,Crescent,,Present,dungeon,Battery,axe,Wolf,sugar,speed,club,Chrysalis,Barbe,leaf
