ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81
Table Number,544646408,544604519,544598334,544468979,544493479,544369985,544317673,544321191,543853294,543998457,543966666,543819095,543667184,543729743,543700295,543698210,543642872,543375887,542868122,543211054,543088070,542679586,542741721,542367121,542849457,542757423,542540219,541956550,541874549,541493139,541162190,541100652,540642421,540784207,540502585,539816519,539675526,540244210,540356310,540330319,539553561,539937223,539877940,539811082,539617948,539174201,539412516,538590796,537929434,537730552,536784008,537913892,537675646,537074860,536323155,535800855,535380893,534720897,533993182,534528798,534335856,533093056,532624953,531294042,530819309,528822756,528244412,528022195,526405578,526272417,521791242,516738278,508130373,481212678,470247957,431028987,396307534,381777020,374138794,358827793,356959263
Move,['14'],['7'],['16'],['13'],['15'],['14'],['9'],['9'],['9'],['22'],['18'],['32'],['50'],['15'],['29'],['31'],['41'],['24'],['16'],['21'],['19'],['36'],['64'],['55'],['68'],['27'],['49'],['72'],['54'],['46'],['51'],['103'],['75'],['48'],['32'],['72'],['264'],['105'],['78'],['36'],['27'],['39'],['20'],['64'],['102'],['63'],['32'],['50'],['27'],['83'],['56'],['745'],['62'],['103'],['67'],['110'],['11'],['72'],['45'],['25'],['422'],['31'],['112'],['14'],['49'],['112'],['44'],['63'],['153'],['24'],['38'],['936'],['1057'],['272'],['1995'],['1444'],['665'],['1681'],['2017'],['2566'],['1967']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+
Language,English,English,Français,Français,Français,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,English,English,Français,Français,English,English,English,Français,English,English,Français,English,English,English,Français,Français,Français,Deutsch,English,English,English,Deutsch,English,English,English,English,English,English,English,Français,English,English,English,Français,Français,Français,Français,English,English,Deutsch,English,English,Français,Français,English,English,English,English,Français,Français,English,English,English,English,English,English,English,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Direction', 'Mr.', 'Correct', 'Correct']","['antibiotics', 'Chinese', 'Healing', 'Prescription']","['Neige', 'Saison', 'Saison', 'Neige']","['Pelle', 'Gazon', 'Outil', 'Feuilles', 'Feuilles', 'Outil']","['Dormir', 'Pi\\u00e8ce', 'Des', 'Secrets']","['Sly', 'Jackal', 'fur', 'Silver', 'Arctic', 'Arctic']","['Bear', 'Express', 'Chinese', 'Kungfu', 'bamboo', 'Bamboo']","['keto', 'Salad', 'Paleo', 'weight', 'Atkins', 'Atkins']","['pills', 'Pharmaceutical', 'Healing', 'Rx']","['wind', 'Grindstone', 'Flour', 'Grinding']","['Major', 'Opposite', 'underage', 'youth', 'Below', 'Eighteen']","['lizard', 'change', 'changes', 'colors']","['pack', 'cage', 'Bubonic', 'Plague', 'Informant', 'Narc']","['Gallagher', 'water', 'desert', 'cooling']","['Verrou', 'Code', 'Code', 'Verrou']","['Dolly', 'Herd', 'Cloud', 'Animal']","['Annual', 'Gifts', 'Happy', 'First']","['Ruler', 'Palpatine', 'Hirohito', 'Monarch', 'Penguin']","['Encore', 'Singer', 'Performance', 'Ticket', 'Mayday']","['McQueen', 'Bolt', 'Bottle', 'Zeus']","['Wedding', 'Union', 'license', 'Officiant', 'Wedlock', 'Vows']","['pad', 'Trap', 'Rodent', 'Minnie', 'Disney', 'Mighty']","['folles', 'Escalier', 'voli\\u00e8re', 'Octogone', 'zoo', 'Zoo']","['Enqu\\u00eateur', 'Priv\\u00e9', 'Interrogatoire', 'Cluedo']","['Disney', 'Kate', 'Mononoke', 'Bride', 'Royalty', 'Royal']","['Neaten', 'Hair', 'tangles', 'tooth']","['mountain', 'Magma', 'Hawaii', 'Iceland', 'eruption', 'erupt']","['sph\\u00e8re', 'Bill', 'neige', 'Neige']","['Rhinoshield', 'Mystery', 'Homicide', 'protection', 'brief', 'Phone']","['digestive', 'Bread', 'flaky', 'tea', 'gravy', 'Gravy']","['Calzone', 'Regina', '4', 'Fromages']","['Mr.Bean', 'slapstick', 'Frasier', 'giggle', 'Standup', 'standup']","['slinky', 'April', 'equinox', 'water', 'Season', 'Greenery']","['Dinner', 'Meals', 'waitstaff', 'eatery', 'eatery']","['D\\u00e9couper', 'Apero', 'Surf', 'Gainage', 'Gainage']","['Rabot', 'Ustensile', 'Instrument', 'Marteau', 'Bo\\u00eete-a', 'De-travail']","['Informatique', 'Norton', 'R\\u00e9tro', 'Vih', 'Pand\\u00e9mie', 'Ordinateur']","['W\\u00fcstentrinkgef\\u00e4\\u00df', 'Spritzger\\u00e4t', 'Feuerwehrhilfsmittel', 'Hohl', 'Bew\\u00e4sserungsutensil', 'Rasensprenger']","['Aircraft', 'Jet', 'aviation', 'Flat', 'Geometry']","['Selection', 'placemat', 'Drink', 'Restaurant', 'list', 'List']","['Life', 'Friend', 'Unending', 'Geometry', 'round', 'o']","['Troubadix', 'Film', 'Obelix', 'Comic', 'Idefix', 'Idefix']","['snoop', 'sleuth', 'espionage', 'Espionage']","['Brush', 'Graffiti', 'Behr', 'Escher', 'MonaLisa', 'mona-lisa']","['Dumbledore', 'Teacher', 'tournesol', 'Farnsworth', 'instructor', 'Instructor']","['Girl', 'Baby', 'Baby', 'Baby']","['Fruit', 'Breasts', 'honeydew', 'sphere']","['911', 'Disaster', 'Urgent', 'Situation', 'first', 'responder']","['Muffin', 'Butch', 'horse', 'Hottie', 'piercing', 'Bolt']","['Marseille', 'cochon', 'Molky', 'Cochonnet', 'Cochonnet']","['Ignite', 'Camp', 'Charcoal', 'combustion', 'inferno', 'blaze']","['Claw', 'Prongs', 'cash', 'hoe', 'Tool', 'Tool']","['sport', 'timber', 'wooden', 'board', 'Walk', 'The']","['Pharaon', 'Thanatos', 'Embaum\\u00e9e', 'Pyramide', 'Sarcophage']","['Primate', 'Gorille', 'Gibon', 'Bonobo', 'Macaque', 'Macaque']","['Ruche', 'laguiole', 'Bourdon', 'Maya', 'Bourbon', 'emfumoir']","['Collier', 'Doom', 'Bijou', 'Brillant', 'Hu\\u00eetre']","['Melty', 'Crackers', 'Gruy\\u00e8re', 'toastie']","['Hemlock', 'Toxin', 'sick', 'Oak']","['Religion', 'Sanctuary', 'Indiana', 'Kerkelijk', 'prey']","['White', 'Tolstoy', 'Serenity', 'Tranquility', 'dove', 'Dove']","['Sea', 'Sail', 'Salty', 'Indian', 'Arctic', 'Tides']","['Ocarina', 'Instrument', 'Zut', 'Traversi\\u00e8re', 'musique', 'Pan']","['Restaurant', 'Maigre', 'Service', 'Choix', 'Carte', 'Carte']","['It', 'Bozo', 'Funny', 'Smaldini', 'circus', 'makeup']","['Hot', 'Buns', 'Jesus', 'Tree']","['tuxedo', 'garfield', 'Nip', 'meow', 'meow', 'Meow']","['Desert', 'Vision', 'Illusion', 'Oasis', 'False', 'Image']","['Gardien', 'Mac\\u00e9o', 'Dieu', 'Aur\\u00e9ole']","['Concert', 'Notes', 'note', 'm\\u00e9lodie']","['wool', 'mehhhh', 'Count', 'grass', 'soft', 'Animal']","['Compressed', 'Carbon']","['Oil', 'Lava', 'illuminant', 'shade', 'Table', 'genie']","['Monkey', 'Food', 'slugs', 'hammock', 'Fruit', 'Yellow']","['putt', 'Volkswagen', 'Spiranac', 'bogey', 'Greens', 'Mickelson']","['Chocolate', 'Pub', 'Drinks', 'stool']","['Underground', 'toilet', 'line', 'septic', 'drainage', 'drain']","['Bespoke', 'classic', 'Tuxedo', 'Barney']","['tom', 'baguette', 'Matt', 'Street']","['maillons', 'accroch\\u00e9s', 'Nebulaire', 'String']","['Bronze', 'first', 'silver', 'Biles', 'award', 'Award']"
Mystery Word,Right,Medicine,Hiver,R\u00e2teau,Chambre,Fox,Panda,Diet,Medicine,Mill,Minor,Chameleon,Rat,Oasis,Cadenas,Sheep,Birthday,Emperor,Concert,Lightning,Marriage,Mouse,Cage,D\u00e9tective,Princess,Brush,Volcano,Boule,Case,Biscuit,Pizza,Comedy,Spring,Restaurant,Planche,Outil,Virus,Schlauch,Plane,Menu,Circle,Asterix,Spy,Painting,Professor,Chick,Melon,Emergency,Stud,P\u00e9tanque,Fire,Rake,Plank,Momie,Singe,Abeille,Perle,Cheese,Poison,Tempel,Peace,Ocean,Fl\u00fbte,Menu,Clown,Cross,Cat,Mirage,Ange,Musique,Sheep,Diamond,Lamp,Banana,Golf,Bar,Sewer,Suit,Baker,Cha\u00eene,Medal
Guess,,Medicine,Wine,Rateau,Chambre,Fox,panda,Diet,Prescription,Mill,Minor,Chameleon,Rat,Oasis,,Sheep,Birthday,emperor,Concert,lightning,Marriage,Mouse,,Detective,Princess,brush,Volcano,Boule,Case,Biscuit,Pizza,sitcom,spring,Restaurant,Planche,Outils,Virus,Schlauch,plane,bar,Circle,Asterix,Detective,paint,professor,Female,Melon,Emergency,lightning,petanque,Fire,Tool,Plank,Momie,Singes,Abeille,Perle,Cheese,Poison,,Peace,Ocean,Fl\u00fbte,Menu,clown,Cross,cat,Mirage,,Musique,sheep,Cole,Lamp,Banana,Golf,Bar,sewers,Suit,subway,Chaine,medal
