ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49
Table Number,572526523,572183502,571983981,571615180,571442444,571691396,571302579,571283670,571565940,571343874,571281050,570957594,570951902,570798444,570607321,570330212,570148662,569911891,569276510,569264370,567791456,567928849,566961178,566668380,566902171,566710584,566462339,564815758,564729136,564201259,563368518,562911036,562524435,562133986,561534650,555594558,555376965,546837128,527775627,517095134,506189713,496712411,481212678,422619886,381826421,374138794,336562502,324381970,319065151
Move,['74'],['7'],['18'],['38'],['21'],['40'],['6'],['18'],['15'],['17'],['18'],['10'],['67'],['41'],['21'],['69'],['76'],['19'],['26'],['98'],['37'],['30'],['45'],['65'],['99'],['21'],['24'],['56'],['54'],['58'],['82'],['45'],['17'],['11'],['75'],['95'],['37'],['323'],['613'],['728'],['1904'],['968'],['352'],['920'],['1073'],['2245'],['2232'],['2202'],['611']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode
Speed,Real-time • Normal speed (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only
Language,English,English,Deutsch,English,English,English,English,English,Français,English,English,English,English,Français,Français,Français,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,English,Français,English,Français,English,English,English,Français,Français,English,Français,English,English,English,English,English,English,Français,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['tea', 'aesthetic', 'caff\\u00e8', 'coffee']","['Sly', 'Fantastic', 'cunning', 'Cunning']","['Weltbekannter', 'Nager', 'Disney', 'Ohren', 'Hauptfigur', 'SteamboatWillie']","['Tankini', 'Water', 'Speedo', 'Corrigerend', 'Duikplank', 'Duikplank']","['octopus', 'ursula', 'Snake', 'Hair']","['Mirror', 'Goblet', 'Stained', 'lens', 'Looking']","['Pillen', 'Doctor', 'Forma\\u00e7\\u00e3o', 'Sa\\u00fade', 'Drugs', 'Krank']","['Icee', 'Crimson', 'Tree', 'pie', 'blossoms', 'Blossom']","['donc', 'Ru\\u00e9e', 'argent', 'Argent']","['Hop', 'Animal', 'mammal', 'carrot']","['Potion', 'cauldron', 'Mole', 'Magical', 'cat', 'Cat']","['Fish', 'Sushi', 'seared', 'sea']","['area-', 'snug-as-a', 'doormat', 'SNUGASABUG', 'floorcover']","['Novembre', 'Astrologie', 'Animal', 'Queue']","['quint\\u00e9', 'animal', 'galop', '\\u00e9quid\\u00e9']","['grecque', 'mesclun', 'verte', 'vinaigrette', 'chou', 'traditionnelle']","['Guggenheim', 'NGV', 'orsay', 'Smithsonian', 'Fossils']","['pin', 'Hay', 'Thread', 'Shot', 'Haystack', 'poky']","['royal', 'Wave', 'Chess', 'Monarch', 'Male', 'Male']","['Aang', 'Kite', 'Gust', 'Willows', 'Sirocco']","['Casino', 'Poker', 'Bookies', 'Wager', '365', 'Longshot']","['Conference', 'Apple', 'Pyrus', 'Tree', 'Fear', 'Pare']","['V...ungsjagd', 'Gegenteil', 'Pech', 'negativ', 'Niederlage', 'Fehlschlag']","['ring', 'shallot', 'Cake', 'Layers', 'Shrek', 'shrek']","['Clinton', 'Payment', 'William', 'Receipt', 'beak', 'Beak']","['Catamaran', 'canvas', 'kite', 'hoist']","['Sport', 'Alley', 'gutter', 'split', 'Spare', 'Shoes']","['sift', 'Filter', 'Security', 'Window']","['Fizet', '\\u00c1r', 'fizetend\\u0151', 'fizetend\\u0151']","['Springs', 'leaves', 'hand', 'Sunday', 'frond', 'fingers']","['festival', '-et-cinema', 'Colonel', 'dijon']","['Fastest', 'Runner', 'Run', 'the']","['Flaque', 'Ond\\u00e9e', 'Mouill\\u00e9', 'Perturbations', 'nuage']","['Milky', 'Way', 'far', 'away']","['Ball', 'Komodo', 'fly', 'Zodiac', 'Spyro', 'fire']","['Poly', 'Skwacks', 'polly', 'Mimic', 'Macaw', 'macaw']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['Urgence', 'Batiment', 'LeGardeur', 'H\\u00f4tel-Dieu']","['Feather', 'caw.cawwww', 'Peacock', 'quill', 'birds']","['Prout', 'Air', 'pet', 'oxyg\\u00e8ne']","['Tricoteuse', 'Behead', 'Chop', 'Revolution', 'Antoinette', 'MarieAntoinette']","['Fire', 'Breathing', 'Dungeon', 'Eragon', 'Scale', 'Egg']","['Liberty', 'Venus', 'Gargoyle', 'Stone', 'David', 'David']","['Princess', 'Toad', 'Fruit', 'Butt']","['jungle', 'stripes', 'bread', 'roll']","['wind', 'stick', 'wax', 'wax']","['Pelouse', 'Tracteur', 'Et\\u00eate', 'Gazon', 'Jardin', 'Herbe']","['Alarme', 'Matin', 'snooze', 'ion', 'mort', 'vivant']","['Spiderman', 'Octavius', 'Blue-ringed', 'Gallega']"
Mystery Word,Cup,Fox,Micky,Swimsuit,Medusa,Glass,Medicine,Cherry,Or,Rabbit,Witch,Tuna,Rug,Scorpion,Cheval,Salade,Museum,Needle,King,Wind,Bet,Pear,Misserfolg,Onion,Bill,Sail,Bowling,Screen,Bill,Palm,Moutarde,Race,Pluie,Galaxy,Dragon,Parrot,Noisette,H\u00f4pital,Feather,Gaz,Guillotine,Dragon,Statue,Peach,Tiger,Candle,Tondeuse,R\u00e9veil,Octopus
Guess,spill,Fox,Micky,Zwempak,Medusa,Glass,Medicine,Cherry,Or,Bunny,witch,Sushi,Rug,Taureau,cheval,Salade,Museum,needle,king,Wind,Bet,pear,Verlierer,Onion,Bill,sail,Bowling,screen,v\u00e1s\u00e1rol,Rake,,winner,pluie,galaxy,Dragon,Parrot,Noisette,hopital,bird,Gaz,Guillotine,dragon,Stone,Peach,Tiger,wood,Tondeuse,r\u00e9veil,Octopus
