ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58
Table Number,508974607,508634717,508323218,508319545,508181465,508130373,508116165,508053280,507864886,507789430,507088910,507605266,507521700,507144553,507221262,506378449,506580010,505741993,506335856,506435502,506348845,506287422,506189713,506080714,505803967,505741815,504783443,505531145,505356470,505130723,505083872,504721368,503953488,503753424,503521596,502761686,502911543,502946233,500876135,500879536,500762018,500452237,500015426,499553464,498240290,493972187,493769667,493675456,491305856,488379380,484682575,481212678,420552674,402108912,381777020,374138794,343894377,319065151
Move,['6'],['10'],['38'],['16'],['9'],['9'],['65'],['12'],['9'],['9'],['12'],['39'],['42'],['47'],['15'],['37'],['16'],['27'],['43'],['12'],['41'],['26'],['63'],['50'],['42'],['70'],['10'],['30'],['27'],['74'],['50'],['67'],['67'],['56'],['145'],['38'],['75'],['67'],['73'],['38'],['43'],['81'],['75'],['59'],['54'],['243'],['57'],['7'],['39'],['79'],['98'],['130'],['738'],['1503'],['1360'],['1574'],['2669'],['435']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode
Speed,Real-time • Normal speed (+,Turn-based • 4 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,English,English,Français,English,English,English,Deutsch,English,English,English,English,Deutsch,Français,Français,English,English,English,English,English,Français,English,English,English,English,English,English,Français,Français,English,English,Français,Deutsch,Français,English,Deutsch,Français,English,English,Deutsch,English,Deutsch,English,English,English,English,English,English,Français,Français,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Beach', 'Hawaii', 'earth', 'little', 'water', 'surrounded']","['Liquid', 'Transport', 'Bike', 'Class']","['Funktionserweiterung', 'Zwerg', 'Musik', 'Ton', 'Teenager', 'Little']","['Foetus', 'Femme', 'Rempart', 'Cloque']","['Healthy', 'rice', 'udon', 'Grain', 'Flour', 'germ']","['hat', 'pyrex', 'Top', 'cap', 'Tupperware', 'Seal']","['Megan', 'Sourgrapes', 'news', 'Coyote']","['Fischrippen', 'Bergk\\u00e4mme', 'Fischknochen', 'Schluckbeschwerden', 'me', 'you']","['pie', 'Crumble', 'Toffee', 'Cider', 'Boskop', 'Braeburn']","['city', 'Transportation', 'Underground', 'stop', 'sexual', 'Sexual']","['Allowance', 'Gold', 'change', 'spend', 'round', 'collection']","['Ford', 'Vroom', 'boat', 'vehicle', 'Engine', 'Mitsubishi']","['Ironman', 'Mehrkampf', 'Frodeno', 'Wettkampf', 'Ausdauer', 'Triple']","['papillon', 'limace', 'processionnaire', 'Processionnaire', 'Insecte', 'insecte']","['Fancy', 'Choir', 'O', 'Op\\u00e9ration']","['Ziggo', 'Optreden', 'SIXTY', '2cellos', 'Musician', 'Hall']","['\\u3057\\u3085\\u3046\\u306e\\u3046', '\\u305f\\u3070\\u3053', '\\u305f\\u3070\\u3053', 'cigarette', '\\u30bf\\u30d0\\u30b3']","['pincers', 'Sting', 'Stinger', 'Stinger', 'stinger', 'Stinger']","['Dental', 'Hat', 'jewel', 'head', 'Royalty', 'Royal']","['Fly', 'Television', 'Auto', 'Aviator', 'Sully']","['Cupidon', 'palpitation', 'Aorte', 'Thorax', 'Vital']","['Sewing', 'Screw', 'Needle', 'Red', 'Bobbin', 'Filament']","['Chain', 'immobilize', 'weight', 'hold', 'grapnel', 'Attach']","['cat', 'food', 'Italian', 'island', 'Fish', 'Tin']","['Sniffer', 'Broken', 'Snot', 'Runny', 'Nostrils', 'Nostril']","['Luther', 'Forandring', 'Guillotine', 'Uafh\\u00e6ngighedskrig', 'Udvikling', 'Historisk']","['Bugle', 'trumpet', 'Honk', 'Beeeeeep']","['dialecte', 'b\\u0153uf', 'Espagnol', 'Parler', 'Mandarin', 'Bouche']","['Parking', 'Metro', 'billet', 'amoureux']","['Snowplough', 'Trot-', 'Slalom', 'Sunday', 'Mask', 'sport']","['Taft', 'Eisenhower', 'Lincoln', 'Roosevelt', 'Reagan', 'Reagan']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['Tonfolge', 'Klang', 'Ohrwurm', 'pfeifen', 'summen', 'summen']","['illuminatis', 'maslow', 'Kheops', 'Khephren', 'Construction', 'Triangle']","['princess', 'Bouncehouse', 'Neuschwanstein']","['Autobahn', 'Bauwerk', '\\u00dcberfahrt', '\\u00dcberqueren', 'Fluss', 'Fluss\\u00fcberquerung']","['brasserie', 'Bistrot', 'cantine', 'Nourriture', 'Gastronomique', 'Gastronomique']","['Purple', 'flavoring', 'Bunch', 'Vine', 'Wine', 'Fruit']","['Monk', 'Poirot', 'Investigator', 'Ventura', 'Gumshoe', 'Gumshoe']","['Schliemann', 'Pitt', 'Pferd', 'Pferd']","['Jonestown', 'Jab', 'swing', 'fruit']","['Konditoreiprodukt', 'Sahne', 'Backwerk', 'Buttercreme....']","['Skit', 'Laugh', 'Carry-On', 'Hilarious', 'Standup', 'Jokes']","['Pillow', 'Peacock', 'Down', 'Down']","['Radio', 'public', 'Subway', 'Grosvenor', 'MCPD', 'Location']","['Swim', 'flipper', 'Tuna', 'balloon', 'Mammal', 'mammal']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['pizza', 'half', '15', '15minutes']","['baseball', 'Yellow', 'Snack', 'seeds', 'Seeds', 'Seed']","['titanic', 'mayflower', 'float', 'small', 'sea', 'banana']","['Nishikori', 'Serve', 'ball', 'Djokovic', 'Serena', 'racket']","['Sunscreen', 'Sunshade', 'Umbrella', 'Shade']","['mallard', 'bend', 'toilet', 'quack']","['Aluminum', 'Nickel', 'Iron', 'Zinc']","['Sinatra', 'La', 'Hugo', 'Hurley']"
Mystery Word,Island,Pump,Minor,Enceinte,Wheat,Lid,Fox,Gr\u00e4te,Apple,Metro,Coin,Motor,Triathlon,Chenille,Op\u00e9ra,Concert,Carton,Scorpion,Crown,Pilot,C\u0153ur,Thread,Anchor,Sardine,Nose,Revolution,Horn,Langue,Ticket,Ski,President,Vache,Melodie,Pyramide,Castle,Br\u00fccke,Restaurant,Grape,Detective,Troja,Punch,Torte,Comedy,Feather,Station,Dolphin,Spider,Heat,Baleine,Poup\u00e9e,Quarter,Sunflower,Boat,Tennis,Parasol,Duck,Metal,Boss
Guess,Island,Gourd,Note,Enceinte,,Lid,immigrant,Knorpel,Apple,Subway,coin,Car,Triathlon,Insecte,anneau,Concert,case,Crab,Crown,plane,Coeur,thread,Hook,sardines,Nose,Menneskerettigheder,Horn,Langue,Ticket,Ski,President,Vache,Melodie,pyramide,Castle,Br\u00fccke,restaurant,Grape,Detective,Troja,punch,Torte,comedian,Feather,Station,Scuba,Spider,,Baleine,Poup\u00e9e,,Nachos,Ship,Tennis,Canopy,duck,Metal,Voice
