ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78
Table Number,541525284,541100652,541203888,540915794,541040211,540897993,540642421,540716239,540784207,540639198,540712613,540456271,540539059,540282405,540018808,540378794,540244210,539553380,539870134,539877940,539616675,539751525,539647151,539578792,539412516,538934936,538590796,538692739,538510157,538329024,537934870,536784008,537713044,537825732,537675646,537725271,537074860,537606961,537036300,537264972,537173657,536688608,536499669,536490552,535977963,536326956,535250159,535380893,534880054,534528798,533758544,534620978,534087252,534141449,533093056,531294042,531017180,530603148,530819309,528624330,527754035,528244412,528022855,526405578,526272417,523793465,521791242,517125895,498938279,484123113,481212678,466081205,431028987,423771261,381777020,374138794,358827793,319065151
Move,['8'],['9'],['47'],['11'],['49'],['7'],['18'],['10'],['8'],['14'],['15'],['58'],['18'],['51'],['16'],['42'],['38'],['18'],['24'],['20'],['33'],['30'],['34'],['48'],['10'],['9'],['20'],['74'],['51'],['76'],['96'],['19'],['18'],['82'],['32'],['63'],['72'],['58'],['34'],['25'],['85'],['64'],['73'],['43'],['103'],['68'],['68'],['11'],['82'],['25'],['63'],['111'],['85'],['59'],['30'],['13'],['60'],['35'],['49'],['52'],['74'],['44'],['90'],['153'],['24'],['85'],['38'],['227'],['2725'],['958'],['253'],['529'],['1444'],['3330'],['1667'],['1996'],['2566'],['515']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode
Speed,Real-time • Normal speed (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,Français,English,English,English,English,English,English,Français,English,English,English,English,Deutsch,English,English,English,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français,Français,Français,Deutsch,English,English,English,English,Deutsch,Deutsch,English,English,Français,English,Deutsch,English,English,English,English,English,Français,English,Français,English,English,English,English,Français,Français,Français,English,English,English,English,English,English,English,English,Deutsch,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['potter', 'hoot', 'wooo', 'bird', 'bird']","['hope', 'avalanche', 'sea', 'Warning', 'fairway', 'Lighthouse']","['Kong', 'Shrek', 'Mule', 'Ass']","['Child', 'Sad', 'Semitone', 'Major', 'key', 'Key']","['Chanvre', 'Escalade', 'Ficelle', 'Rouleau', 'pleut', 'pendaison']","['Paris', 'tube', 'transport', 'massive']","['black', 'fungus', 'Sand', 'Casting', 'spores', 'bacteria']","['Glutton', 'Porky', 'Ham', 'Dirty']","['exta', 'Route', 'Editorial', 'obituary', 'daily']","['slab', 'Hard', 'rock', 'Obsidian']","['Ohm', 'Green', 'Harmony', 'Harmony']","['Infuse', 'Naturelle', 'H\\u00e9r\\u00e9sie', 'occulte', 'Occulte']","['mule', 'Stubborn', 'Ass', 'mammal', 'Shrek', 'Equine']","['menu', 'Sundae', 'Eclair', 'brownie']","['gooey', 'Stevia', 'congestion', 'viscous', 'Viscous']","['Warm', 'cover', 'Duvet', 'Duvet']","['Oldie', 'Kurzzeitvergangenheit', 'Dienstag', 'McCartney', 'Englisch', 'vorbei']","['beefsteak', 'soup', 'Red', 'basil', 'Rotten', 'Cherry']","['Detector', 'Secondhand', 'alarm', 'mist', 'lit', 'Tiparillo']","['snoop', 'sleuth', 'espionage', 'Espionage']","['Ara', 'Perruche', 'Boisson', 'Oiseau']","['Thrones', 'chess', 'strategy', 'Theory', 'Score', 'of']","['jagged', 'straight', 'cocaine', 'snorting', 'Dancing', 'Conga']","['racket', 'ball', 'Federer', 'Nadal']","['Push', 'Air', 'Bicycle', 'Inflater']","['weather', 'thunder', 'Ororo', 'Turmoil', 'Cumulonimbus', 'cumulonimbus']","['Half', 'Fish', ""fisherman's"", 'fantasy', 'Kopenhagen', 'HCAndersen']","['paper', 'Garden', 'cutting', 'cutters', 'Clippers', 'Clippers']","['Pistol', 'Gun', 'Rifle', 'Projectile', 'Projectile', 'Rifle']","['Fetch', 'Tibia', 'Skeleton', 'Marrow', 'Femur', 'Femur']","['Armstrong', 'Crater', 'apollo', 'Lunar', 'Cresent', 'Satellite']","['law', 'enforcers', 'Infernal', 'Affairs', 'arrest', 'uniform']","['outfit', 'Attire', 'Same', 'clothing', 'police', 'police']","['rutherfordium', 'experiment', 'Subject', 'Chemistry', 'Physics', 'Physics']","['idiophon', 'metal', 'isosceles', 'Bermuda', 'Pythagoras', 'three']","['course', 'textile', 'sol', 'sol']","['utopie', 'Bleu', 'Songes', 'Onirique', 'SONGE', 'onirique']","['Epargne', 'outils', 'Enregistreuse', 'Allocations', 'Emporter', 'Charge']","['Ziegen', 'Brie', 'Gouda', 'Raclette', 'Schimmel']","['fishing', 'hook', 'nightcrawler', 'bait', 'meal', 'slimy']","['head', 'Helmet', 'beret', 'Beanie', 'Fedora', 'fedora']","['Drunk', 'Jab', 'boxing', 'sucker', 'fruit', 'Fruit']","['Dinklage', 'Bashful', 'beard', 'fantasy', 'Gimli', 'Tyrion']","['Freizeitpark', 'pferde', 'Pferdchen', 'Spinnen']","['Nuss...', 'Winkel', '90', 'Kante', 'Kante', 'Kante']","['Cranium', 'noggin', 'hair', 'Skull', 'skull', 'skull']","['Tail', 'Conduit', 'Tobacco', 'Organ']","['Collier', 'Doom', 'Bijou', 'Brillant', 'Hu\\u00eetre']","['Brain', 'Intellectual', 'mensa', 'Einstein', 'Einstein']","['Religion', 'Sanctuary', 'Indiana', 'Kerkelijk', 'prey']","['Nanny', 'Baaaaa', 'Mountain', 'Curry', 'cheese', 'cheese']","['Tenderloin', 'Profession', 'Billy', 'Chop', 'Chop', 'Billy']","['Wetsuit', 'Bikinis', 'Speedo', 'Speedo']","['flake', 'Cold', 'skiing', 'Flurry']","['Sea', 'Sail', 'Salty', 'Indian', 'Arctic', 'Tides']","['Restaurant', 'Maigre', 'Service', 'Choix', 'Carte', 'Carte']","['Eerst', 'Medaille', 'Waardevol', 'Staven']","['Windows', 'Microprocesseur', 'Ibm', 'Lenovo']","['It', 'Bozo', 'Funny', 'Smaldini', 'circus', 'makeup']","['toothpaste', 'container', 'pipe', 'soft', 'you', 'inner']","['Blank', 'Game', 'Stretched', 'Painting', 'Converse']","['tuxedo', 'garfield', 'Nip', 'meow', 'meow', 'Meow']","['scoville', 't\\u00e9l\\u00e9scopique', 'courte', 'monter']","['Gardien', 'Mac\\u00e9o', 'Dieu', 'Aur\\u00e9ole']","['Concert', 'Notes', 'note', 'm\\u00e9lodie']","['Paste', 'off', 'Hair', 'bristle', 'groom', 'paint']","['wool', 'mehhhh', 'Count', 'grass', 'soft', 'Animal']","['Conure', 'Mimic', 'Repeat', 'Pirate', 'Repeat', 'Pirate']","['Emphasis', 'Drawl', 'Speak', 'Highlight', 'Brooklyn', 'lisp']","['Melody', 'Sing', ""Surfin'"", 'Safari', 'lyrics', 'notes']","['Front', 'Hand', 'unbranched', 'Sunday', 'tree', 'Tree']","['Lucky', 'foot', 'Judy', 'Hopps']","['Chocolate', 'Pub', 'Drinks', 'stool']","['hochkrempeln', 'Tanktop', 'Kanal', 'Kanal', 'kanal']","['Dry', 'Dark', 'Comedy', 'Comedy']","['Board', 'bird', 'Monopoly', 'chess']","['maillons', 'accroch\\u00e9s', 'Nebulaire', 'String']","['light', 'onion', 'Edison', 'Copy']"
Mystery Word,Owl,Beacon,Donkey,Minor,Corde,Metro,Mold,Pig,Newspaper,Stone,Peace,Science,Donkey,Dessert,Syrup,Blanket,Yesterday,Tomato,Smoke,Spy,Perroquet,Game,Line,Tennis,Pump,Storm,Mermaid,Shears,Bullet,Bone,Moon,Police,Uniform,Science,Triangle,Tapis,R\u00eave,Caisse,K\u00e4se,Worm,Hat,Punch,Dwarf,Karussell,Ecke,Head,Pipe,Perle,Genius,Tempel,Goat,Butcher,Swimsuit,Snow,Ocean,Menu,Gold,Ordinateur,Clown,Tube,Canvas,Cat,\u00c9chelle,Ange,Musique,Brush,Sheep,Parrot,Accent,Song,Palm,Rabbit,Bar,\u00c4rmel,Humor,Game,Cha\u00eene,Bulb
Guess,magic,Beacon,Donkey,Minor,Corde,tunnel,mold,pig,Newspaper,stone,,Tisane,donkey,dessert,syrup,,Yesterday,Tomato,Radar,Detective,perroquet,game,Line,tennis,pump,Storm,Mermaid,Ornament,police,Bone,Moon,police,matching,Science,Triangle,tapis,R\u00eave,Caisse,K\u00e4se,worm,Hat,Punch,Dwarf,Autoscooter,Ecke,head,Pipe,Perle,genius,,goat,Chef,,Snow,Ocean,Menu,Gold,Ordinateur,clown,toothbrush,canvas,cat,Echelle,,Musique,,sheep,Parakeet,Accent,music,Palm,Rabbit,Bar,Arm,Humor,game,Chaine,Bulb
