ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65
Table Number,450978021,450822521,450698760,450632937,450617525,450530103,450524570,450474638,450302855,450164024,449955800,449853442,449727973,449724610,449616223,449548085,449478276,449460451,449365455,449225047,449210818,449157396,449098245,448603809,448435020,448202573,448123335,448023856,447963995,447878868,447446003,447297035,447143013,447063938,446951295,446908205,446733878,446545117,446537216,446514318,446384335,446115468,445612883,445581035,443958521,443085305,442941057,441488112,441032575,440978972,440225058,438053636,431028987,430526833,420552674,417255169,357001162,350481361,348302073,344838144,341401520,331907183,328236739,314877288,314360735
Move,6,12,9,46,32,16,15,18,30,20,18,46,8,18,65,35,36,36,28,18,11,45,80,72,100,40,49,56,99,103,74,40,74,38,103,83,91,36,116,20,78,84,88,67,74,45,67,102,15,7,107,81,302,18,291,834,1748,3815,2099,1393,2228,839,2859,3314,2650
Clues,"['Vault', 'Old-fashioned', 'teller', 'robber', 'Cash', 'House']","['Island', 'hidden', 'Bounty', 'Hoard', 'Map', 'map']","['Droppings', 'Jerry', 'Computer', 'Trap', 'Mickey', 'Rodent']","['Elevated', 'I.Q.', 'Newton', 'cleverness', 'Einstein', 'einstein']","['Talcum', 'Cocaine', 'white', 'Baby', 'Baby', 'baby']","['Simba', 'mufasa', 'crini\\u00e8re', 'mane', 'Aslan']","['inflate', 'gas', 'PSI', 'Air']","['Rache', 'ist', 'Himmelunderd', 'Leberwurst', 'Rotwurst', 'Metzgerei']","['Cimeti\\u00e8re', 'Cercueil', 'Cimeti\\u00e8re', 'St\\u00e8le', 'Cimeti\\u00e8re', 'St\\u00e8le']","['Z\\u00e4hne', 'Transsylvanien', 'Graf', 'Graf']","['stroke', 'Wire', 'Highlight', 'paste', 'painting', 'touch']","['Sichel', 'Natursatellit', 'Apollo', 'Erdtrabant', 'Gezeitenursache', 'Gezeiten']","['Sticky', 'Toothpaste', 'pen', 'Hairstyle', 'goo']","['campagne', 'exploitation', 'M\\u00e9tairie', 'Houdemont', 'Ouvre', 'Contraire']","['Lord', 'Chains', 'Cell', 'Subterraneon', 'Gulag', 'slime']","['Disney', 'Ursula', 'Ariel', 'sirens']","['Cocktail', 'oiseau', 'cacato\\u00e8s', 'R\\u00e9p\\u00e9teur', 'Ara', 'Rio']","['Handwritten', 'Love', 'Envelope', 'Box', 'Alphabet', 'Alphabet']","['acrobat', 'Cookies', 'Clowns', 'Sideshow', 'tent', 'Dumbo']","['ausdem..zaubern', 'Kappe', 'Kopfbedeckung', '..macher', 'Finger...', 'Zylinder']","['Box', 'Hammer', 'Spanner', 'Spanner']","['Sojourn', 'break', 'Furlough', 'Holiday', 'PTO', 'Freedom']","['wooden', 'Flooring', 'Punishment', 'Abs', 'Abs', 'abs']","['Transparent', 'Gobelet', 'Vitrail', 'Duralex', 'pil\\u00e9', 'Vitre']","['Rome', 'Pius', 'Infallible', 'Francis', 'Pontiff', 'Pontifex']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Movie', 'Trash', 'Mobile', 'Camper', 'haul', 'hitch']","['dice', 'minecraft', 'Kaaba', 'Whiskey', 'Block', 'Square']","['brew', 'iced', 'Decaf', 'Awake', 'Robusta', 'bean']","['Iago', 'Macaw', 'green', 'Repeat', 'Mimic', 'Mimic']","['Schiste', 'flatulence', 'Butane', 'propane', 'Methane', 'Helium']","['Baleine', 'ombrelle', 'Averse', 'averse']","['Mackarel', 'salty', 'Tight', 'Can', 'pilchard', 'Canned']","['Aspergillus', 'outdated', 'Form', 'fungi', 'break', 'Break']","['potassium', 'Chiquita', 'Smoothie', 'Peel', 'Plantain', 'Dole']","['Procedure', 'appendectomy', 'anesthesia', 'scalpel', 'Scalpel']","['Smeagol', 'toss', 'Tone', 'Engagement', 'Marriage', 'Telephone']","['Surprise', 'noire', 'Contenant', 'Cadeau', 'chocolat', 'Lauriane']","['Zentralgestirn', 'Hell', 'Fixstern', 'Br\\u00e4une', 'Mond', 'mond']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['red', 'teeth', 'orifice', 'Gape', 'Speak', 'Speak']","['beverage', 'world', 'Pressed', 'Treetop', 'Drink', 'nectar']","['Cosy', 'metamorphasise', 'Movie', 'Silk', 'Envelop']","['Dunk', 'Ball', 'Wicker', 'Hamper', 'Green', 'Day']","['br\\u00fcten', 'Kuckuck', 'Vogel', 'Eier', 'Vogel', 'Eier']","['S\\u00fcdpol', 'Happy', 'Feet', 'Kaiser', 'Vogel', 'Vogel']","['Respect', 'tie', 'tie', 'NA']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Melted', 'Burn', 'Wax', 'Wax']","['cloth', 'Square', 'Bib', 'Wipe', 'towelette', 'Towelette']","['TIN', 'canned', 'Topping', 'Packed']","['Pinocchio', 'Smell', 'Sniffer', 'sniffer']","['0', 'X', 'browser', 'Browser']","['match', 'torch', 'cigarette', 'igniter', 'levitater', 'heavier']","['Dobby', 'No-show', 'Foot', 'Bombas', 'Puppet', 'Puppet']","['Major', 'Opposite', 'small', 'underage', 'Under', 'Age']","['dawn', 'Leghorn', 'RWBY', 'Poultry']","['Terre', 'Fruit', 'cerise', 'Centre', 'Centre', 'centre']","['frond', 'deciduous', 'clover', 'basil']","['Smart', 'Seafood', 'Cephalopod', 'Legs', 'Tentacles', 'Camouflage']","['Revolver', 'Munitions', 'Scimitar', 'Rifle', 'Sword', 'Implement']","['Warm', 'skin', 'leather', 'hairy', 'allergy']","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']","['Gang', 'Crime', 'Italian', 'Mob', 'italian', 'mob']"
Mystery Word,Bank,Treasure,Mouse,Genius,Powder,Lion,Pump,Blutwurst,Tombe,Dracula,Brush,Mond,Gel,Ferme,Dungeon,Mermaid,Perroquet,Letter,Circus,Hut,Tool,Vacation,Plank,Verre,Pope,Grape,Trailer,Cube,Coffee,Parrot,Gaz,Parapluie,Sardine,Mold,Banana,Operation,Ring,Bo\u00eete,Sonne,Meerjungfrau,Mouth,Juice,Cocoon,Basket,Nest,Pinguin,Bow,Anchor,Scale,Candle,Napkin,Sardine,Nose,Safari,Lighter,Sock,Minor,Rooster,Noyau,Leaf,Octopus,Weapon,Fur,Circle,Mafia
Guess,Bank,Treasure,mouse,genius,Powder,lion,Tire,Blut,Kamoulox,Vampir,Brush,Mond,Gel,Ferme,Dungeon,Mermaid,Perroquet,Letter,cirque,Hut,NAIL,Vacation,plank,Verre,Pope,,Trailer,,Coffee,parrot,Gaz,Parasol,sardine,mold,Banana,Surgery,Ring,Boite,Sonne,Meerjungfrau,Mouth,,cocoon,Basket,,,artist,,,,,Sardine,Nose,,Light,Sock,Minor,Rooster,Noyau,Leaf,Octopus,Weapon,Fur,Circle,Drugs
