ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51
Table Number,583878438,582838274,582723668,582784470,582045523,581981495,581946877,581551172,581343883,581767722,581558822,580910537,580060004,580496854,580290975,580082226,580040147,579950206,579691996,578349815,579215113,578893521,578883648,578710972,577852826,576920182,577922074,577528424,577439810,577422346,577308749,577180892,576413622,576073245,576104470,575798268,571815545,571195661,570734438,569765107,566662988,542849457,537913892,528822756,522327882,517125895,516738278,508130373,466081205,464921867,374138794
Move,['6'],['18'],['9'],['29'],['42'],['38'],['32'],['55'],['15'],['9'],['56'],['82'],['105'],['29'],['76'],['45'],['57'],['53'],['29'],['48'],['25'],['123'],['74'],['80'],['25'],['10'],['59'],['106'],['85'],['44'],['102'],['91'],['19'],['65'],['66'],['20'],['89'],['37'],['38'],['176'],['56'],['1160'],['2367'],['390'],['814'],['478'],['1564'],['2052'],['770'],['773'],['2363']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,English,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français,Deutsch,Français,English,Français,English,English,English,English,English,English,Français,Deutsch,English,English,English,English,Deutsch,English,Français,English,English,English,English,Français,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['America', 'Donut', 'Cup', 'Starbucks', 'java', 'joe']","['NYC', 'Passengers', 'Cab', 'Lyft', 'Lyft', 'Cab']","['Outil', 'Cogner', 'fou', 'piqueur', 'clou', 'clou']","['Mighty', 'Down', 'Daisy', 'Breadcrumbs', 'Dan', 'Cover']","['Cinema', 'Movie', 'ography', 'Reel', 'festival']","['offshoot', 'Tree', 'Git', 'Checkout', 'bank', 'Bank']","['Surround', 'mail', 'sealed', 'Delivery', 'Lick']","['Daffy', 'Donald', 'Goose', 'Dodge', 'Waddle', 'Cover']","['American', '1776', 'Rebel', 'Guillotine']","['Winner', 'award', 'bronze', 'Olympics', 'Olympic', 'olympic']","['Hanky', 'Snot', 'Crying', 'Sample', 'Kleenex', 'Kleenex']","['Shower', 'Water', 'Tub', 'Bubbles', 'Tub', 'Bubble']","['combustion', 'Torch', 'fighter', 'water', 'flame']","['Days', 'Months', 'pinup', 'Lunar', 'Gregorian', 'Mayan']","['Airport', 'Earhart', 'Airbus', 'Jet', 'Jet']","['Spark', 'Kindling', 'Ignite', 'Wood', 'London', 'Burning']","['Glue', 'cutting', 'pointy', 'cuticle', 'Hit', 'Hammer']","['hypothesis', 'knowledge', 'Chemistry', 'Biology']","['juggler', 'Funny', 'Bozo', 'tragic', 'Krusty', 'entertainer']","['malaria', 'Culicoidea', 'Wooden-Wonder', 'Vector-borneDisease', 'annoying', 'vampire']","['Mickey', 'gris', 'Chat', 'chat']","['Gedr\\u00e4nge', '\\u00d6l', 'Heringswasserbewohner', 'B\\u00fcchsenfisch', 'Mallorcastrand', 'Dose']","['Bain', 'jaune', 'Foot', 'Dossard', 'pois', 'Deux-pi\\u00e8ces']","['workin', 'gang', 'link', 'fence', 'Sequential', 'Reactions']","['Natte', 'Tresse', 'Dodo', 'Duvet', 'Queue', 'Cheval']","['Mug', 'goblet', 'Saucer', 'coffee', 'Jockstrap']","['Dinosaur', 'Fairytale', 'Smaug', 'Strong', 'imaginary', 'Animals']","['Casting', 'Wall', 'cheeses', 'Spores', 'spores', 'Spores']","['electrify', 'Bill', 'Money', 'positive', 'battery', 'Battery']","['Fruit', 'Juice', 'Red', 'Red']","['Pear', 'cortland', 'Pie', 'macintosh', 'Ryuk', 'iPod']","['tuichi', 'George', 'Liane', 'Mowgli']","['Land', 'Nizza', 'Nachbar', 'Wei\\u00dfbrot', 'Hahn', 'Libert\\u00e9']","['Umbilical', 'belly', 'Belly', 'tummy', 'Belly', 'Tummy']","['Orca', 'biggest', 'Calf', 'Humpback', 'Blowhole', 'mammal']","['Jesus', 'Jewelery', 'Easter', 'Redemption']","['Prick', 'Wasp', 'bee', 'Mosquito']","['Bl\\u00fcte', 'Strauch', 'Titanic', 'Dornen', 'Dornen', 'Dornen']","['Fouton', 'Leather', 'Potato', 'Pull-Out', 'Sofa', 'Sofa']","['Spatial', 'Lune', 'Am\\u00e9ricain', 'Metier', 'M\\u00e9tier']","['Internet', 'Deacon', 'restaurant', 'computer', 'waitress', 'waiter']","['Geometric', 'Six', 'Ice', '3d', 'Square', 'Squares']","['Cohort', 'Friendly', 'Galactic', 'marriage', 'Partnership', 'Coalition']","['Drink', 'Vessel', 'Hope', 'Water']","['Caf\\u00e9', 'Lait', 'chantilly', 'sure', 'glac\\u00e9e', 'Fouett\\u00e9']","['Winter', 'Vine', 'Boob', 'Cucumber', 'Baller', 'Water']","['Wool', 'Animal']","['Alarm', 'Hatch', 'male', 'Teeth', 'Cogburn', 'hen']","['Film', 'House', 'fancy', 'theater']","['for', 'less', 'to', 'impress']","['bob', 'bath', 'victoria', 'genoise']"
Mystery Word,Coffee,Taxi,Marteau,Duck,Film,Branch,Envelope,Duck,Revolution,Medal,Tissue,Bath,Fire,Calendar,Plane,Fire,Nail,Science,Clown,Mosquito,Souris,Sardine,Maillot,Chain,Couette,Cup,Dragon,Mold,Charge,Strawberry,Apple,Jungle,Frankreich,Navel,Whale,Cross,Sting,Rose,Couch,Astronaute,Server,Cube,Alliance,Cup,Cr\u00e8me,Melon,Sheep,Rooster,Cinema,Dress,Sponge
Guess,Coffee,Taxi,Marteau,Duck,film,branch,Envelope,duck,Revolution,medal,Tissue,Bath,,calendar,Plane,Fire,Nail,Science,clown,mosquito,Souris,Sardine,Maillot,Chain,Coiffe,,Fantasy,,Dollar,orange,apple,Jungle,Frankreich,Birth,WHALE,cross,Sting,Rose,Couch,Apollo,,Cube,Companion,Cup,cr\u00e8me,Globe,Sheep,Rooster,Studio,Dress,sponge
