ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56
Table Number,598716296,598488163,598190954,597846527,598212330,598034710,597465914,597911119,597716069,597600027,597327929,597521381,597333033,597386135,597364425,597133448,597176906,596932263,596707966,596369943,596300652,596521920,595819539,595639777,595644201,595303373,594316217,595299045,594757819,594742107,594702668,594814984,594379119,594552566,594336293,594336165,593896549,593611715,592935423,592616952,592108923,589780936,587616272,588217302,588191479,581508232,581767722,577852826,577180892,576762350,571815545,569765107,563368518,489266717,374138794,363390977
Move,['9'],['6'],['24'],['19'],['39'],['13'],['18'],['38'],['27'],['25'],['27'],['74'],['37'],['31'],['42'],['6'],['36'],['59'],['35'],['49'],['38'],['12'],['31'],['20'],['62'],['37'],['43'],['46'],['99'],['57'],['33'],['36'],['65'],['52'],['33'],['66'],['56'],['97'],['59'],['59'],['84'],['47'],['37'],['121'],['94'],['70'],['9'],['50'],['91'],['26'],['90'],['307'],['187'],['69'],['2492'],['2750']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+
Language,English,English,English,Français,English,English,Deutsch,English,English,English,English,English,English,Français,English,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,English,Français,English,English,Français,English,English,English,English,English,Français,Français,English,English,Français,Français,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Infinite
Clues,"['Fun', 'scrabble', 'Chess', 'Squid', 'deer', 'Contest']","['ACDC', 'Current', 'volt', 'ampere', 'zap', 'lightning']","['Ace', 'wimbledon', 'Sampras', 'elbow', 'elbow']","['hermite', 'Carte', 'ver', 'roi', 'Duo', 'diamant']","['Viking', 'Throw', 'Tree', 'Lumberjack', 'Tool', 'blade']","['physical', 'sexual', 'highlight', 'wonder', 'Appeal', 'Magnetism']","['Huf', 'bahn', 'Ferrum', 'Mineralstoff', 'Metall', 'Metall']","['espumosa', 'Quilmes', 'bebida', 'Bebida']","['pincers', 'Tools', 'Tweezers', 'tool', 'Tool', 'Tool']","['Salchow', 'Board', 'roller...', 'squid', 'Wheels', 'Blade']","['spore', 'sculpt', 'Penicillin', 'mildew', 'mildew', 'Mildew']","['Ice', 'Color', 'Irish', 'Shaving', 'moisturizing']","['Currier', 'Ives', 'Australian', 'July', 'two', 'weeks']","['Grillag\\u00e9e', 'Ours', 'folles']","['allergy', 'Reese\\u2019s', 'Linus', 'Schroeder', 'Spanish', 'Soybean']","['ATFCU', ""isn't"", 'Heist', 'Loan', 'Withdrawals', 'Deposits']","['Server', 'Bonus', 'just', 'the']","['cold-pressed', 'tasty', 'Cleanse', 'Pulp', 'Smoothie', 'tomato']","['Key', 'Jaw', 'Smith', 'Pad']","['loofah', 'Precipitate', 'april', 'Curtain']","['stars', 'quest', 'andromeda', 'Andromeda']","['Weininhalt', 'G\\u00e4rprozess', 'Abh\\u00e4ngigkeit', 'Gr\\u00f6nemeyersong', 'beschwipst', 'Getr\\u00e4nk']","['Leaves', 'Level', 'Autumn', 'Chore', 'october', 'Leaf']","['C', 'year', 'Bright', 'Fire', 'Luminescent', 'Ignite']","['Cold', 'Season', 'frigid', 'Olympics', 'Blizzard', 'January']","['fire', 'candle', 'candle', 'Candle']","['tulip', 'seedling', 'Watt', 'Flower', 'Light', 'Light']","['PeterPan', 'crochet', 'Captain', 'Nose', 'Claw', 'fishing']","['Suds', 'Laundry', 'bubbles', 'Dove', 'clean']","['tyrannosaurus', 'brahiozaur', 'Arlo', 'Barney', 'Velociraptor', 'Jurassic']","['13.', 'Crusoe', 'F\\u00fcnfter', 'Quizolymp', 'Fisch']","['Supernova', 'Oasis', 'bubbly', 'celebrate', 'sparkling', 'wine']","['Evergreen', 'Family', 'Willow', 'Rings', 'Ent', 'Ginkobaloba']","['tree', 'square', 'origins', 'carrot']","['leave', 'overseas', ""Go-Go's"", 'Holiday', 'home']","['astronaut', 'Sally', 'Harley', 'camel', 'roller-coaster', 'horse']","['Sniffer', 'nares', 'bridge', 'Nostrils', 'Nostril']","['Strand', 'Jam', 'Hittegolf', 'Seizoen', 'Season', 'seizoen']","['Rasoir', '\\u00c9t\\u00eateuse', 'Revolution', 'Robespierre']","['muscat', 'fruit', 'green', 'red', 'Raisins', 'Vineyard']","['Monkey', 'Slippery', 'Skin', 'Minions', 'yellow', 'Peel']","['Magasin', 'Cher', 'Citi', 'Rompoyn']","['curve', 'Islamic', 'Turkish', 'flag', 'moon', 'Moon']","['little', 'bean', 'Germination', 'Seedling', 'alfalfa', 'alfalfa']","['chord', 'Less', 'major', 'League', 'Semitone', 'Inconsequential']","['Colmeia', 'Voc\\u00ea', 'Mel', 'Mel']","['Winner', 'award', 'bronze', 'Olympics', 'Olympic', 'olympic']","['Cochon', 'Th\\u00e9', 'Abri', 'Maison', 'Bateaux', 'Bateau']","['tuichi', 'George', 'Liane', 'Mowgli']","['kleenex', 'Therapist', 'Soft', 'Mucus', 'Skin', 'Apchi']","['Prick', 'Wasp', 'bee', 'Mosquito']","['Rouge', 'Hobbie', 'Fruit', 'Fruit', 'Hobbie']","['biblio', 'grimoire', '16', 'onces']","['itchy', 'Bug']","['play', 'flower', 'fruit', 'fruit']","['League', 'Underage', 'Chord', 'Dependent', 'child']"
Mystery Word,Game,Electricity,Tennis,Solitaire,Axe,Attraction,Eisen,Beer,Pliers,Skate,Mold,Cream,Winter,Cage,Peanut,Bank,Tip,Juice,Lock,Shower,Galaxy,Alkohol,Rake,Light,Winter,Flame,Bulb,Hook,Soap,Dinosaur,Freitag,Champagne,Tree,Root,Vacation,Ride,Nose,Summer,Guillotine,Grape,Banana,Carrefour,Crescent,Sprout,Minor,Bee,Medal,Port,Jungle,Tissue,Sting,Passion,Livre,Mosquito,Passion,Minor
Guess,Game,thunder,tennis,Solitaire,Axe,Attraction,Eisen,Beer,,Skate,Mold,Cream,winter,,peanut,Bank,Tip,Juice,Lock,Shower,home,Alkohol,Sweep,light,winter,Flame,Bulb,Hook,Soap,Dinosaur,Freitag,Champagne,Tree,Root,Vacation,ride,nose,Water,Guillotine,wine,Banana,Carrefou,Crescent,sprout,minor,,medal,cabane,Jungle,Tissue,Sting,Manteau,Livre,Mosquito,power,Minor
